name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,7779544,59874884,,AAPL
MICROSOFT CORP,594918104,6756114,28171603,,MSFT
VANGUARD FDS INT TERM CORP,92206C870,4349240,56111982,,
AMAZON COM INC COM,023135106,4247878,50569979,,AMZN
ALPHABET INC CLASS A,02079K305,3676243,41666589,,
HOME DEPOT INC,437076102,2617777,8287774,,
ASML HOLDING N V NYS,N07059210,2580822,4723320,,
AMERICAN EXPRESS CO,025816109,2144070,14511472,,AXP
FREEPORT MCMORAN INC,35671D857,2026189,53320760,,
NETFLIX INC COM,64110L106,1897484,6434765,,NFLX
SALESFORCE INC,79466L302,1839741,13875409,,
TAIWAN SEMICONDUCTOR MFG L ADR,874039100,1818880,24417775,,
CATERPILLAR INC DEL,149123101,1770496,7390616,,CAT
VISA INC,92826C839,1730962,8331547,,V
ADOBE INC,00724F101,1706308,5070299,,ADBE
GOLDMAN SACHS GROUP INC,38141G104,1682710,4900431,,GS-PD
ADVANCED MICRO DEVICES INC,007903107,1676574,25885044,,AMD
ISHARES TR IBOXX INV CP ETF,464287242,1636655,15523614,,
MORGAN STANLEY,617446448,1613107,18973269,,MS-PQ
SPDR BLOOMBERG BRCLYS LG TRS E,78464A664,1497580,51587308,,
NVIDIA CORP COM,67066G104,1466738,10036526,,NVDA
LILLY ELI  CO,532457108,1461238,3994198,,
ORACLE CORP,68389X105,1450495,17745233,,ORCL-PD
TOTALENERGIES SE ADR ADR,89151E109,1448248,23328736,,
MERCK  CO  INC,58933Y105,1351347,12179786,,
LVMH MOET HENNESSY LOU VUI ADR,502441306,1349753,9300670,,
SCHWAB CHARLES CORP COM,808513105,1345401,16159036,,SCHW-PJ
THERMO FISHER SCIENTIFIC INC,883556102,1294726,2351097,,TMO
BLACKROCK INC,09247X101,1264595,1784563,,
CHEVRON CORP NEW,166764100,1222868,6813017,,CVX
NOVO NORDISK A S ADR,670100205,1221579,9026001,,
MASTERCARD INC,57636Q104,1212552,3487049,,MA
SHELL PLC ADR,780259305,1200672,21082914,,
WALMART INC,931142103,1192576,8410864,,WMT
COSTCO WHSL CORP NEW,22160K105,1173549,2570753,,
INTUITIVE SURGICAL INC,46120E602,1145508,4316971,,ISRG
UNION PAC CORP,907818108,1134626,5479432,,
LAM RESEARCH CORP,512807108,1110374,2641859,,LRCX
BHP GROUP LTD SPONSORED AD ADR,088606108,1106749,17836400,,
META PLATFORMS INC CL A,30303M102,1099025,9132669,,
JPMORGAN CHASE  CO,46625H100,1088792,8119251,,
JOHNSON  JOHNSON,478160104,1076537,6094179,,
NIKE INC,654106103,1059924,9058401,,
DANAHER CORP DEL  COM,235851102,1059461,3991639,,
SCHLUMBERGER LTD,806857108,1031455,19293963,,
RIO TINTO PLC ADR,767204100,1027023,14424481,,
ABBOTT LABS,002824100,1021337,9302641,,
STARBUCKS CORP,855244109,1009722,10178651,,SBUX
ISHARES TR 7 10YR TR BD ETF,464287440,974624,10175656,,
PAYPAL HLDGS INC,70450Y103,968516,13598926,,
INTUIT,461202103,939098,2412769,,
STRYKER CORPORATION,863667101,896733,3667768,,SYK
SIEMENS A G ADR,826197501,892032,12894554,,
RAYTHEON TECHNOLOGIES CORP,75513E101,889327,8812201,,
ISHARES TR EXPANDED TECH,464287515,884313,3456374,,
L OREAL CO ADR,502117203,870518,12225223,,
CAPITAL ONE FINL CORP,14040H105,870326,9362367,,
CONOCOPHILLIPS,20825C104,814264,6900543,,COP
NEXTERA ENERGY INC,65339F101,791857,9471970,,NEE-PS
BNP PARIBAS ADR,05565A202,781307,27495796,,
INVESCO QQQ TRUST SERIES 1,46090E103,775669,2912984,,
3M CO,88579Y101,771768,6435688,,MMM
TOYOTA MOTOR CORP ADR,892331307,768233,5624780,,
TARGET CORP,87612E106,759207,5093983,,TGT
ISHARES TR BROAD USD HIGH,46435U853,756613,21911756,,
BK OF AMERICA CORP,060505104,732923,22129304,,
BLOCK INC CL A,852234103,713861,11359972,,
ISHARES MSCI EUROPE FN ETF,464289180,677060,38622921,,
SAP SE ADR,803054204,674131,6532911,,
SANOFI ADR,80105N105,667397,13780653,,
HESS CORP,42809H107,663161,4676072,,
ING GROEP N V  ADR,456837103,650687,53466436,,
BROADCOM INC COM,11135F101,646036,1155430,,AVGO
CSX CORP,126408103,638494,20609867,,CSX
ABB LTD ADR,000375204,635526,20864281,,
CROWN CASTL INC,22822V101,626661,4620033,,
NESTLE S A ADR,641069406,616871,5326947,,
ASTRAZENECA PLC ADR,046353108,590024,8702421,,
BP PLC SPONSORED ADR ADR,055622104,578778,16569647,,
EDWARDS LIFESCIENCES CORP,28176E108,572454,7672618,,EW
ANHEUSER BUSCH INBEV SA/NV ADR,03524A108,567880,9458353,,
FORD MTR CO DEL,345370860,554278,47659333,,
SERVICENOW INC,81762P102,508310,1309167,,
ILLINOIS TOOL WKS INC,452308109,500443,2271641,,
ROCHE HLDG LTD ADR,771195104,498313,12696432,,
UBER TECHNOLOGIES INC,90353T100,497697,20125223,,
TOKYO ELECTRON LTD ADR ADR,889110102,480620,6524211,,
DISNEY WALT CO,254687106,474836,5465420,,
GSK PLC SPONSORED ADR ADR,37733W204,447001,12720586,,
VANGUARD S P 500 ETF,922908363,444012,1263767,,
BANCO SANTANDER S A  ADR,05964H105,428046,145100488,,
SCHNEIDER ELECTRIC SE ADR,80687P106,415130,14878091,,
DEUTSCHE POST AG ADR,25157Y202,399185,10631955,,
APPLIED MATLS INC,038222105,389383,3998596,,
UNILEVER PLC ADR,904767704,389061,7727126,,
SONY GROUP CORPORATION ADR,835699307,384136,5035870,,
VOLKSWAGEN AG ADR,928662501,377498,30382414,,
DEERE  CO,244199105,360561,840939,,
VANECK SEMICONDUCTOR ETF,92189F676,353792,1743331,,
JOHNSON CTLS INTL PLC  SHS,G51502105,349990,5468601,,
FANUC CORPORATION ADR,307305102,346512,23050397,,
INTESA SANPAOLO S P A ADR,46115H107,339640,25524593,,
ISHARES NATIONAL MUNI BOND ETF,464288414,339536,3217744,,
ZOOM VIDEO COMMUNICATIONS INC,98980L101,338666,4999498,,
ALIBABA GROUP HLDG LTD ADR,01609W102,338113,3838270,,
VANGAURD FDS INF TECH ETF,92204A702,332094,1039711,,
KERING S A ADR,492089107,329411,6491162,,
BANCO BILBAO VIZCAYA ARGEN ADR,05946K101,328430,54647189,,
DOCUSIGN INC,256163106,312047,5630578,,
VALE S A ADR,91912E105,306331,18051341,,
HDFC BANK LTD ADR,40415F101,295146,4314373,,
ALPHABET INC CLASS C,02079K107,288766,3254439,,
INFOSYS LTD ADR,456788108,283520,15742381,,
FIRST TR DOW JONES INTERNET IN,33733E302,281276,2284011,,
JD COM INC ADR,47215P106,279557,4980535,,
SELECT SECTOR SPDR TR COMMUNIC,81369Y852,279245,5818814,,
DEVON ENERGY CORP NEW,25179M103,271096,4407355,,
HERMES INTL SCA ADR,42751Q105,269764,1749248,,
VANGUARD SCOTTSDALE FDS INTER,92206C706,264464,4522290,,
ISHARES GLOBAL TECH ETF,464287291,259317,5784451,,
SMC CORP JAPAN ADR,78445W306,258398,12268559,,
MEDTRONIC PLC,G5960L103,256735,3303331,,MDT
INGERSOLL RAND INC,45687V106,254157,4864249,,IR
SPDR INDUSTRIALS SELECT SECTOR,81369Y704,248365,2528913,,
AMERICAN TOWER CORP NEW,03027X100,245941,1160864,,
INVESCO S P 500 TOP 50 ETF,46137V233,241961,876735,,
VINCI S A ADR,927320101,231076,9283550,,
MURATA MFG CO LTD ADR,626425102,229251,18365819,,
COMPAGNIE FINANCIERE RICHE ADR,204319107,222642,17179976,,
MARATHON OIL CORP,565849106,221477,8181644,,
HALLIBURTON CO,406216101,215932,5487475,,HAL
CARRIER GLOBAL CORPORATION,14448C104,214403,5197656,,CARR
MERCADOLIBRE INC COM,58733R102,214244,253171,,MELI
DOVER CORP,260003108,206414,1524365,,DOV
SPDR SER TR  NUVN BLOOMBERG MU,78468R721,203854,4468523,,
QUALCOMM INC,747525103,203070,1847102,,
SOUTHERN COPPER CORP  COM,84265V105,200750,3324221,,
HONDA MOTOR LTD ADR,438128308,199331,8719654,,
NORFOLK SOUTHN CORP,655844108,195643,793941,,
PETROLEO BRASILEIRO SA PET ADR,71654V408,187605,17615463,,
SANDVIK AB ADR,800212201,185492,10258672,,
ISHARES GLOBAL ENERGY ETF,464287341,185400,4755056,,
ISHARES GLOBAL METALS  MINING,46434G848,183363,4472280,,
VANGUARD FTSE EUROPE ETF,922042874,175677,3168784,,
BOSTON SCIENTIFIC CORP,101137107,173556,3750935,,BSX
PINDUODUO INC ADR ADR,722304102,161664,1982391,,
VANGUARD FTSE DEVELOPED MKT,921943858,160943,3834723,,
EXXON MOBIL CORP,30231G102,160692,1456858,,
TRIP COM GROUP LTD ADR,89677Q107,159140,4626161,,
VANGUARD FDS SHRT TERM CORP,92206C409,158643,2109900,,
DEXCOM INC,252131107,156234,1379668,,DXCM
AUTODESK INC,052769106,152210,814520,,
HALEON PLC ADR,405552100,142205,17775614,,
GLOBANT S A COM,L44385109,141109,839135,,
ALCOA UPSTREAM CORP COM,013872106,140234,3084104,,
TRANE TECHNOLOGIES PLC,G8994E103,139968,832698,,TT
WOODSIDE ENERGY GROUP LTD ADR,980228308,139959,5781031,,
ASE TECHNOLOGY HOLDING CO ADR,00215W100,139385,22230477,,
ISHARES GLOBAL HEALTH CARE ETF,464287325,137361,1618297,,
CLEVELAND CLIFFS INC,185899101,136974,8502413,,
LOWES COS INC,548661107,133432,669706,,
LYFT INC,55087P104,121107,10989747,,
ALIGN TECHNOLOGY INC,016255101,120577,571727,,ALGN
SPDR HEALTH CARE SELECT SECTOR,81369Y209,118078,869182,,
ISHARES TR U S  MED DVC ETF,464288810,117505,2235217,,
HITACHI LIMITED ADR,433578507,116829,1151921,,
NXP SEMICONDUCTORS N V,N6596X109,116784,738996,,
