name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,5614096526,43208624,,AAPL
MICROSOFT CORP,594918104,5364257789,22367850,,MSFT
LILLY ELI & CO,532457108,3718771278,10165021,,
AMAZON COM INC,023135106,3629337768,43206402,,AMZN
NVIDIA CORPORATION,67066G104,3306379363,22624739,,NVDA
VISA INC,92826C839,2694499483,12969289,,V
MASTERCARD INCORPORATED,57636Q104,2647565797,7613855,,
UNITEDHEALTH GROUP INC,91324P102,2430813822,4584884,,UNH
TESLA INC,88160R101,2264035714,18379897,,
ALPHABET INC,02079K305,2182041457,24731287,,GOOGN
ALPHABET INC,02079K107,2064280908,23264746,,GOOGN
COSTCO WHSL CORP NEW,22160K105,1909794717,4183559,,
MERCADOLIBRE INC,58733R102,1815699316,2145608,,MELI
NETFLIX INC,64110L106,1574412977,5339165,,NFLX
NOVO-NORDISK A S,670100205,1521804512,11244307,,
DANAHER CORPORATION,235851102,1470436622,5540037,,
VERTEX PHARMACEUTICALS INC,92532F100,1437059671,4976313,,
ALCON AG,H01301128,1403016619,4453259,,
ADOBE SYSTEMS INCORPORATED,00724F101,1400625071,4161962,,
SCHLUMBERGER LTD,806857108,1394383655,26082747,,
LULULEMON ATHLETICA INC,550021109,1348314106,4208484,,LULU
BROADCOM INC,11135F101,1262780013,2258473,,AVGO
HOME DEPOT INC,437076102,1242429310,3933481,,
INTUITIVE SURGICAL INC,46120E602,1149775612,4333053,,ISRG
UBER TECHNOLOGIES INC,90353T100,1137669596,46003623,,
AMERICAN TOWER CORP NEW,03027X100,1098603423,5185516,,
LAUDER ESTEE COS INC,518439104,1095745563,4416370,,
DEXCOM INC,252131107,1000250166,8833011,,DXCM
SALESFORCE INC,79466L302,985925980,7435900,,
GOLDMAN SACHS GROUP INC,38141G104,954191211,2778820,,GS-PD
T-MOBILE US INC,872590104,916661200,6547580,,
TJX COS INC NEW,872540109,898865572,11292281,,
SNOWFLAKE INC,833445109,872028320,6075159,,SNOW
NIKE INC,654106103,871755154,7450262,,
S&P GLOBAL INC,78409V104,824326864,2461118,,SPGI
MARRIOTT INTL INC NEW,571903202,778896598,5231356,,
AIRBNB INC,009066101,709754181,8301218,,
ABBOTT LABS,002824100,695865710,6338152,,
ASML HOLDING N V,N07059210,694026349,1270180,,
THERMO FISHER SCIENTIFIC INC,883556102,628614291,1141503,,TMO
ATLASSIAN CORPORATION,049468101,618128283,4803608,,TEAM
OREILLY AUTOMOTIVE INC,67103H107,599369334,710128,,
NORTHROP GRUMMAN CORP,666807102,567530431,1040176,,
ARGENX SE,04016X101,540298713,1426230,,ARGX
CHIPOTLE MEXICAN GRILL INC,169656105,535164612,385707,,CMG
THE TRADE DESK INC,88339J105,534894171,11931612,,
NEXTERA ENERGY INC,65339F101,516978137,6183949,,NEE-PS
