name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BIOGEN INC,09062X103,448021,1677982,,BIIB
T-MOBILE US INC,872590104,306422,2283835,,
ALIBABA GROUP HLDG LTD,01609W102,282450,3531072,,
ASTRAZENECA PLC,046353108,263871,4811660,,AZN
META PLATFORMS INC,30303M102,262144,1932078,,
FIDELITY NATL INFORMATION SV,31620M106,251727,3331045,,
PALO ALTO NETWORKS INC,697435105,231590,1413942,,PANW
ARISTA NETWORKS INC,040413106,223286,1977909,,
MICROSOFT CORP,594918104,222971,957370,,MSFT
AMAZON COM INC,023135106,207678,1837862,,AMZN
VISA INC,92826C839,204948,1153662,,V
ANALOG DEVICES INC,032654105,198235,1422672,,ADI
ORACLE CORP,68389X105,183651,3007229,,ORCL-PD
TAKE-TWO INTERACTIVE SOFTWAR,874054109,172644,1583887,,
MONSTER BEVERAGE CORP NEW,61174X109,172094,1979004,,MNST
JUNIPER NETWORKS INC,48203R104,163388,6255266,,
WORKDAY INC,98138H101,161644,1061911,,
CROWDSTRIKE HLDGS INC,22788C105,158860,963896,,
PAYPAL HLDGS INC,70450Y103,152549,1772388,,
SELECT SECTOR SPDR TR,81369Y506,151818,2108000,,
ROSS STORES INC,778296103,146784,1741831,,
BILL COM HLDGS INC,090043100,141866,1071738,,
DELL TECHNOLOGIES INC,24703L202,139308,4076922,,DELL
GSK PLC,37733W204,136021,4621851,,GLAXF
ZIMMER BIOMET HOLDINGS INC,98956P102,134646,1287858,,
BROADCOM INC,11135F101,134256,302371,,AVGO
EXPEDIA GROUP INC,30212P303,134201,1432393,,
GENERAL MTRS CO,37045V100,132547,4130470,,
EOG RES INC,26875P101,131265,1174838,,
CENOVUS ENERGY INC,15135U109,130292,8477225,,CVE
HORIZON THERAPEUTICS PUB L,G46188101,129622,2094400,,
CSX CORP,126408103,128089,4808127,,CSX
YUM BRANDS INC,988498101,127295,1197056,,YUM
HOME DEPOT INC,437076102,125000,452998,,
JABIL INC,466313103,119056,2063000,,JBL
BOSTON SCIENTIFIC CORP,101137107,113315,2925773,,BSX
LAUDER ESTEE COS INC,518439104,113104,523873,,
FIRSTENERGY CORP,337932107,112902,3051410,,FE
STARBUCKS CORP,855244109,106089,1259065,,SBUX
APA CORPORATION,03743Q108,106075,3102505,,APA
AMEDISYS INC,023436108,103633,1070700,,
INTUIT,461202103,102524,264700,,
DOMINOS PIZZA INC,25754A201,99875,321971,,DPZ
OCCIDENTAL PETE CORP,674599105,96636,1572600,,
MARTIN MARIETTA MATLS INC,573284106,96131,298459,,
MOTOROLA SOLUTIONS INC,620076307,95858,427995,,
ILLUMINA INC,452327109,95197,498963,,
SAREPTA THERAPEUTICS INC,803607100,94169,851900,,
LILLY ELI & CO,532457108,93498,289155,,
S&P GLOBAL INC,78409V104,93343,305691,,SPGI
ARGENX SE,04016X101,92958,263300,,ARGX
HILTON WORLDWIDE HLDGS INC,43300A203,92833,769635,,
INVESCO DB MULTI-SECTOR COMM,46140H106,90090,4500000,CALL,
CANADIAN NAT RES LTD,136385101,88841,1908116,,
DOMINION ENERGY INC,25746U109,88571,1281600,,
UNITEDHEALTH GROUP INC,91324P102,88148,174536,,UNH
KRYSTAL BIOTECH INC,501147102,87718,1258505,,
RESMED INC,761152107,86853,397861,,RSMDF
INSPIRE MED SYS INC,457730109,86676,488672,,
WALMART INC,931142103,85719,660904,,WMT
AMN HEALTHCARE SVCS INC,001744101,84418,796700,,
SOUTHWEST AIRLS CO,844741108,83884,2719985,,
LAS VEGAS SANDS CORP,517834107,82518,2199307,,LVS
PUBLIC SVC ENTERPRISE GRP IN,744573106,82478,1466800,,
CISCO SYS INC,17275R102,81503,2037576,,
PAGSEGURO DIGITAL LTD,G68707101,81029,6124676,,PAGS
SERVICENOW INC,81762P102,80914,214278,,
UNIQURE NV,N90064101,79915,4259886,,
MACYS INC,55616P104,79688,5085398,,
EXACT SCIENCES CORP,30063P105,78980,2430911,,
OVINTIV INC,69047Q102,78246,1701006,,OVV
AMERICAN FINL GROUP INC OHIO,025932104,77871,633459,,
UNION PAC CORP,907818108,77531,397963,,
QUIDELORTHO CORP,219798105,77404,1082874,,QDEL
DISNEY WALT CO,254687106,77258,819020,,
CHUBB LIMITED,H1467J104,76970,423191,,
RESTAURANT BRANDS INTL INC,76131D103,76003,1429160,,
MERCADOLIBRE INC,58733R102,74840,90411,,MELI
DANAHER CORPORATION,235851102,73774,285623,,
FORTUNE BRANDS HOME & SEC IN,34964C106,73422,1367513,,
AMBARELLA INC,G037AX101,72674,1293600,,AMBA
ARCUTIS BIOTHERAPEUTICS INC,03969K108,72337,3785277,,
PEPSICO INC,713448108,71429,437518,,PEP
ANTERO RESOURCES CORP,03674X106,70930,2323286,,AR
APTIV PLC,G6095L109,69241,885316,,APTV
DIGITAL RLTY TR INC,253868103,67363,679200,,
DEXCOM INC,252131107,66877,830363,,DXCM
NORTHROP GRUMMAN CORP,666807102,66859,142157,,
ELANCO ANIMAL HEALTH INC,28414H103,66788,5381779,,ELAN
SANOFI,80105N105,65690,1727777,,SNYNF
SKYWORKS SOLUTIONS INC,83088M102,65271,765466,,
VULCAN MATLS CO,929160109,65229,413601,,
PERRIGO CO PLC,G97822103,65197,1828300,,PRGO
GODADDY INC,380237107,64915,915844,,GDDY
FEDEX CORP,31428X106,64693,435728,,FDX
ANAPTYSBIO INC,032724106,64443,2526200,,
EVOLENT HEALTH INC,30050B101,64057,1782820,,
TELEDYNE TECHNOLOGIES INC,879360105,63881,189294,,TDY
AMERICAN INTL GROUP INC,026874784,63010,1327081,,
EBAY INC.,278642103,62558,1699489,,EBAY
FIBROGEN INC,31572Q808,62158,4777700,,
KARUNA THERAPEUTICS INC,48576A100,60304,268100,,
XENON PHARMACEUTICALS INC,98420N105,59207,1640072,,XENE
MARRIOTT INTL INC NEW,571903202,58831,419800,,
LAMB WESTON HLDGS INC,513272104,58436,755183,,
VISTRA CORP,92840M102,58283,2775400,,VST
REPLIGEN CORP,759916109,57462,307104,,RGEN
MOLINA HEALTHCARE INC,60855R100,57283,173670,,
SCHWAB CHARLES CORP,808513105,57031,793534,,SCHW-PJ
CIGNA CORP NEW,125523100,56797,204695,,
AMEREN CORP,023608102,56393,700100,,AEE
SHERWIN WILLIAMS CO,824348106,56370,275310,,SHW
JACK IN THE BOX INC,466367109,55268,746155,,JACK
JOHNSON CTLS INTL PLC,G51502105,54718,1111702,,
SPIRIT AEROSYSTEMS HLDGS INC,848574109,53835,2455963,,
LULULEMON ATHLETICA INC,550021109,53614,191781,,LULU
SELECT SECTOR SPDR TR,81369Y209,53288,440000,CALL,
MARATHON OIL CORP,565849106,52817,2339097,,
JAZZ PHARMACEUTICALS PLC,G50871105,52236,391900,,JAZZ
ENCOMPASS HEALTH CORP,29261A100,51692,1142877,,EHC
OKTA INC,679295105,51490,905402,,
MEDICAL PPTYS TRUST INC,58463J304,51295,4325000,PUT,
MERCK & CO INC,58933Y105,51224,594800,,
BIOMARIN PHARMACEUTICAL INC,09061G101,50472,595400,,BMRN
