name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,1289554,4574184,,MSFT
APPLE INC,037833100,1031082,7286800,,AAPL
TESLA INC,88160R101,1030846,1329300,PUT,
AMAZON COM INC,023135106,1012121,308100,PUT,AMZN
BOOKING HOLDINGS INC,09857L108,813936,342873,,BKNG
NVIDIA CORPORATION,67066G104,705915,3407584,,NVDA
MARATHON PETE CORP,56585A102,595571,9635520,,
MERCADOLIBRE INC,58733R102,571836,340500,PUT,MELI
ACTIVISION BLIZZARD INC,00507V109,550186,7109270,,
SQUARE INC,852234103,536330,2236200,PUT,
SNAP INC,83304A106,477330,6461754,,SNAP
UBER TECHNOLOGIES INC,90353T100,467229,10429224,,
ALIBABA GROUP HLDG LTD,01609W102,457012,3086874,,
MASTERCARD INCORPORATED,57636Q104,435536,1252691,,
ALPHABET INC,02079K305,418692,156607,,GOOGN
NETFLIX INC,64110L106,404470,662697,,NFLX
EXPEDIA GROUP INC,30212P303,401395,2449026,,
DICKS SPORTING GOODS INC,253393AD4,384550,104635000,,
WALMART INC,931142103,366248,2627695,,WMT
INTEL CORP,458140100,365476,6859532,,INTC
XILINX INC,983919101,357634,2368593,,
ALPHABET INC,02079K107,353388,132588,,GOOGN
SHOPIFY INC,82509L107,344233,253900,PUT,SHOP
ADVANCED MICRO DEVICES INC,007903107,333232,3238406,,AMD
COCA COLA CO,191216100,327819,6247750,,KO
DEXCOM INC,252131AH0,324177,97404000,,DXCM
CHIPOTLE MEXICAN GRILL INC,169656105,323637,178065,,CMG
CROWDSTRIKE HLDGS INC,22788C105,322234,1311068,,
COSTCO WHSL CORP NEW,22160K105,320806,713933,,
NUANCE COMMUNICATIONS INC,67020Y100,302261,5491659,,
QUALCOMM INC,747525103,299060,2318656,,
DISNEY WALT CO,254687106,298641,1765328,,
SNAP INC,83304AAB2,296640,90778000,,SNAP
MODERNA INC,60770K107,290093,753763,,
CITIGROUP INC,172967424,285794,4072300,PUT,C-PR
CATERPILLAR INC,149123101,272797,1421039,,CAT
THERMO FISHER SCIENTIFIC INC,883556102,267897,468901,,TMO
NCL CORP LTD,62886HAT8,264367,123295000,,
IHS MARKIT LTD,G47567105,257756,2210218,,
MERCK & CO INC,58933Y105,257165,3423846,,
PALO ALTO NETWORKS INC,697435AD7,254560,140025000,,PANW
AMGEN INC,031162100,254315,1195934,,AMGN
TARGET CORP,87612E106,253104,1106367,,TGT
NIO INC,62914V106,245966,6903344,,NIOIF
ZSCALER INC,98980GAB8,243928,133635000,,
ZSCALER INC,98980G102,242333,924158,,
LIBERTY MEDIA CORP DEL,531229607,232877,4905763,,FWONB
NEXTERA ENERGY INC,65339F101,226608,2885991,,NEE-PS
BAIDU INC,056752108,222169,1445000,PUT,
FORD MTR CO DEL,345370860,220406,15565364,,
TWITTER INC,90184L102,219548,3635510,,
MICRON TECHNOLOGY INC,595112103,217291,3061300,PUT,MU
BOEING CO,097023105,215849,981400,PUT,BA-PA
CONSTELLATION BRANDS INC,21036P108,213771,1014623,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,208585,1868200,PUT,
ACCENTURE PLC IRELAND,G1151C101,208029,650252,,
TJX COS INC NEW,872540109,207170,3139893,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,206297,788900,PUT,
SEA LTD,81141R100,205803,645697,,SE
JPMORGAN CHASE & CO,46625H100,205693,1256600,CALL,JPM-PM
UPSTART HLDGS INC,91680M107,204494,646233,,
DOCUSIGN INC,256163106,203557,790728,,
INTERCONTINENTAL EXCHANGE IN,45866F104,196449,1710932,,
BK OF AMERICA CORP,060505104,196170,4621204,,
CHESAPEAKE ENERGY CORP,165167735,191951,3116599,,
WELLS FARGO CO NEW,949746101,189427,4081600,PUT,
ROKU INC,77543R102,188135,600400,PUT,
VERISIGN INC,92343E102,187324,913729,,
FIDELITY NATL INFORMATION SV,31620M106,181227,1489372,,
SQUARE INC,852234AF0,179152,88227000,,
EXXON MOBIL CORP,30231G102,178115,3028141,,
LIBERTY BROADBAND CORP,530307305,176585,1022496,,LBRDP
FREEPORT-MCMORAN INC,35671D857,174925,5377349,,FCX
VERIZON COMMUNICATIONS INC,92343V104,174362,3228332,,VZ
MERCADOLIBRE,58733RAD4,174350,45591000,,
ISHARES TR,464288588,172397,1594200,,
AON PLC,G0403H108,170722,597410,,AON
BERKSHIRE HATHAWAY INC DEL,084670702,170317,624010,,BRK-A
LAS VEGAS SANDS CORP,517834107,169643,4635050,,LVS
GOLDMAN SACHS GROUP INC,38141G104,169320,447900,PUT,GS-PD
MORGAN STANLEY,617446448,168590,1732500,PUT,MS-PQ
MACYS INC,55616P104,167471,7410225,,
AMERICAN TOWER CORP NEW,03027X100,165670,624205,,
SQUARE INC,852234AD5,164355,53374000,,
WAYFAIR INC,94419LAF8,161587,87232000,,W
FACEBOOK INC,30303M102,158436,466827,,
HUBSPOT INC,443573AD2,158075,65057000,,HUBS
OKTA INC,679295AD7,157508,111435000,,
BILIBILI INC,090040AD8,157312,87750000,,BLBLF
VERTEX PHARMACEUTICALS INC,92532F100,156424,862364,,
ILLUMINA INC,452327109,154702,381407,,
CHARTER COMMUNICATIONS INC N,16119P108,154243,212000,CALL,
DATADOG INC,23804L103,153750,1087728,,
WAYFAIR INC,94419LAD3,152197,67623000,,W
JOHNSON & JOHNSON,478160104,151301,936851,,JNJ
LIBERTY MEDIA CORP DEL,531229409,150339,3187180,,FWONB
CLOUDFLARE INC,18915MAB3,150155,49711000,,
SPLUNK INC,848637AC8,149414,127602000,,
CHEVRON CORP NEW,166764100,148859,1467310,,CVX
TELADOC HEALTH INC,87918A105,148621,1172000,PUT,
AT&T INC,00206R102,148190,5486500,PUT,T-PC
WORKDAY INC,98138HAF8,147480,85984000,,
PFIZER INC,717081103,145371,3379939,,PFE
EOG RES INC,26875P101,142057,1769745,,
EQT CORP,26884LAK5,141326,89379000,,EQT
AGILENT TECHNOLOGIES INC,00846U101,140158,889722,,
PHILLIPS 66,718546104,138786,1981811,,PSX
CARRIER GLOBAL CORPORATION,14448C104,138382,2673537,,CARR
PAYPAL HLDGS INC,70450Y103,137989,530300,PUT,
GENERAL MTRS CO,37045V100,137014,2599400,PUT,
BATH & BODY WORKS INC,070830104,136771,2169939,,
ROYAL CARIBBEAN GROUP,780153BB7,136235,96724000,,
HILTON WORLDWIDE HLDGS INC,43300A203,135672,1026960,,
VIACOMCBS INC,92556H206,135642,3433100,PUT,
APA CORPORATION,03743Q108,135508,6323301,,APA
SAILPOINT TECHNOLOGIES HLDGS,78781PAB1,132919,82510000,,
CROWN CASTLE INTL CORP NEW,22822V101,132726,765785,,
BILIBILI INC,090040AB2,132355,48277000,,BLBLF
COUPA SOFTWARE INC,22266LAC0,131482,87015000,,
KANSAS CITY SOUTHERN,485170302,130717,482992,,
PLUG POWER INC,72919P202,130378,5104862,,PLUG
FEDEX CORP,31428X106,128002,583710,,FDX
COMCAST CORP NEW,20030N101,127568,2280853,,CCZ
RH,74967XAD5,126130,39963000,,RH
BAXTER INTL INC,071813109,126005,1566648,,
CARDINAL HEALTH INC,14149Y108,125776,2542993,,CAH
WAYFAIR INC,94419L101,125762,492200,CALL,W
SALESFORCE COM INC,79466L302,124924,460600,CALL,
COLGATE PALMOLIVE CO,194162103,124257,1644048,,CL
MEDTRONIC PLC,G5960L103,122863,980158,,MDT
BANK NEW YORK MELLON CORP,064058100,122523,2363476,,
BLACKSTONE INC,09260D107,122446,1052486,,BX
PINDUODUO INC,722304AC6,120858,130109000,,
NORTHROP GRUMMAN CORP,666807102,119368,331439,,
SUNCOR ENERGY INC NEW,867224107,118538,5725100,,SU
WORKDAY INC,98138H101,117791,471372,,
LIVE NATION ENTERTAINMENT IN,538034AQ2,117642,81285000,,
CHEGG INC,163092AD1,117169,81387000,,
UNION PAC CORP,907818108,116851,596147,,
PINDUODUO INC,722304102,115205,1270600,PUT,
MARRIOTT INTL INC NEW,571903202,114916,775989,,
BHP GROUP PLC,05545E209,114182,2252551,,
PINTEREST INC,72352L106,113965,2236800,PUT,
CITRIX SYS INC,177376100,113766,1059566,,
AUTOZONE INC,053332102,113086,66600,CALL,AZO
LAUDER ESTEE COS INC,518439104,112695,375738,,
FORTIVE CORP,34959JAK4,112103,111639000,,FTV
SPDR S&P 500 ETF TR,78462F103,111542,259919,,
DOMINION ENERGY INC,25746U109,111260,1523686,,
HARTFORD FINL SVCS GROUP INC,416515104,111112,1581672,,
ZENDESK INC,98936JAB7,110901,59405000,,
UNITED STATES STL CORP NEW,912909108,110570,5032757,,
SPOTIFY TECHNOLOGY S A,L8681T102,108772,482700,PUT,
STEEL DYNAMICS INC,858119100,108329,1852418,,STLD
FIRSTENERGY CORP,337932107,108192,3037406,,FE
ENVISTA HOLDINGS CORPORATION,29415FAB0,107444,51828000,,NVST
LYFT INC,55087PAB0,105800,67953000,,
HUBSPOT INC,443573100,105470,156000,PUT,HUBS
VISA INC,92826C839,105249,472500,CALL,V
LYFT INC,55087P104,105120,1961558,,
BIOGEN INC,09062X103,104953,370873,,BIIB
ASML HOLDING N V,N07059210,103943,139500,PUT,
DISCOVERY INC,25470F302,103666,4271354,,
AMERICAN EXPRESS CO,025816109,103130,615592,,AXP
ADOBE SYSTEMS INCORPORATED,00724F101,102939,178800,CALL,
INCYTE CORP,45337C102,102517,1490512,,INCY
CARVANA CO,146869102,102344,339405,,CVNA
LOCKHEED MARTIN CORP,539830109,100902,292384,,LMT
REGENERON PHARMACEUTICALS,75886F107,98954,163512,,
CROWN HLDGS INC,228368106,98839,980739,,
STANLEY BLACK & DECKER INC,854502101,98163,559939,,
CLOUDFLARE INC,18915M107,97489,865415,,
OCCIDENTAL PETE CORP,674599105,97470,3295127,,
VIPSHOP HOLDINGS LIMITED,92763W103,97332,8737174,,
LUMENTUM HLDGS INC,55024UAB5,97076,66000000,,
METLIFE INC,59156R108,96486,1563026,,MET-PF
HARLEY DAVIDSON INC,412822108,96299,2630398,,
WEATHERFORD INTL PLC,G48833118,96283,4894906,,
PARKER-HANNIFIN CORP,701094104,96264,344268,,PH
GLOBAL PMTS INC,37940X102,95800,607944,,
TWILIO INC,90138F102,95709,299982,,TWLO
SBA COMMUNICATIONS CORP NEW,78410G104,95050,287534,,SBAC
INTUITIVE SURGICAL INC,46120E602,94924,95483,,ISRG
CERNER CORP,156782104,94706,1342963,,
CME GROUP INC,12572Q105,93848,485306,,CME
UNITED AIRLS HLDGS INC,910047109,93209,1959400,PUT,
NETEASE INC,64110W102,92908,1087910,,
HDFC BANK LTD,40415F101,92473,1265190,,HDB
UNITED STATES STL CORP,912909AT5,92317,48701000,,
SIGNET JEWELERS LIMITED,G81276100,92294,1168867,,
DELTA AIR LINES INC DEL,247361702,91995,2159000,PUT,
CARNIVAL CORP,143658300,90688,3626085,,CCL
ATLASSIAN CORP PLC,G06242104,90580,231414,,
ALLY FINL INC,02005N100,90553,1773813,,
DEXCOM INC,252131107,90287,165100,CALL,DXCM
