name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042775,150098078,2559217,,
MICROSOFT CORP,594918104,134792378,320385,,MSFT
ALPHABET INC,02079K305,85256735,564876,,GOOGN
BERKSHIRE HATHAWAY INC DEL,084670702,78479966,186626,,BRK-A
APPLE INC,037833100,62947222,367082,,AAPL
WATSCO INC,942622200,58632153,135732,,WSO-B
VISA INC,92826C839,52827054,189290,,V
KINSALE CAP GROUP INC,49714P108,50528265,96292,,
TJX COS INC NEW,872540109,49622372,489276,,
S&P GLOBAL INC,78409V104,45415937,106748,,SPGI
THERMO FISHER SCIENTIFIC INC,883556102,45091607,77531,,TMO
DANAHER CORPORATION,235851102,44354446,177427,,
META PLATFORMS INC,30303M102,43408425,89395,,
ECOLAB INC,278865100,43255188,186893,,ECL
AMPHENOL CORP NEW,032095101,40610500,351406,,
AMERICAN TOWER CORP NEW,03027X100,39574314,200285,,
CONSTELLATION BRANDS INC,21036P108,38403493,141314,,
CHEVRON CORP NEW,166764100,37589127,238298,,CVX
TE CONNECTIVITY LTD,H84989104,31561814,217308,,
OREILLY AUTOMOTIVE INC,67103H107,30027080,26599,,
SPDR S&P 500 ETF TR,78462F103,29594307,56406,,
UNION PAC CORP,907818108,27897152,113434,,
IDEXX LABS INC,45168D104,27049414,50098,,
CHUBB LIMITED,H1467J104,27049038,104102,,
MERCADOLIBRE INC,58733R102,24826384,16420,,MELI
AUTOMATIC DATA PROCESSING IN,053015103,23508550,93608,,
NVIDIA CORPORATION,67066G104,23327209,25817,,NVDA
ISHARES TR,46435G516,22658321,283548,,
MCCORMICK & CO INC,579780206,21435137,279067,,MKC-V
JOHNSON & JOHNSON,478160104,21372893,135109,,JNJ
DISNEY WALT CO,254687106,20675292,168971,,
AMERICAN WTR WKS CO INC NEW,030420103,19942839,163185,,
SPROTT PHYSICAL GOLD TR,85207H104,18955386,1095687,,
ANSYS INC,03662Q105,18532790,53384,,
PROCTER AND GAMBLE CO,742718109,17761995,109473,,
YUM BRANDS INC,988498101,17258598,124476,,YUM
SPROTT PHYSICAL GOLD & SILVE,85208R101,17199647,845607,,
EXXON MOBIL CORP,30231G102,16613835,142927,,
ISHARES TR,46434VBD1,16232464,654271,,
SYNOPSYS INC,871607107,16165449,28286,,SNPS
PIMCO ETF TR,72201R833,15492913,154097,,
UBER TECHNOLOGIES INC,90353T100,14851756,192905,,
ISHARES TR,46434VBG4,13876022,553933,,
ISHARES TR,46432F834,13545874,199615,,
AMAZON COM INC,023135106,12772708,70810,,AMZN
ISHARES GOLD TR,464285204,12732391,303080,,
ISHARES TR,46435GAA0,12607373,528611,,
VANGUARD INDEX FDS,922908363,11457966,23836,,
BERKSHIRE HATHAWAY INC DEL,084670108,11419920,18,,BRK-A
GENERAL ELECTRIC CO,369604301,11415419,65034,,GE
WALMART INC,931142103,11287413,187555,,WMT
STRYKER CORPORATION,863667101,11160023,31115,,SYK
TEXAS PACIFIC LAND CORPORATI,88262P102,10413180,18000,,
KENVUE INC,49177J102,8971396,418052,,KVUE
PIMCO ETF TR,72201R718,8912382,93953,,
TERRENO RLTY CORP,88146M101,8884505,132979,,
ASPEN TECHNOLOGY INC,29109X106,7838254,36751,,
JPMORGAN CHASE & CO,46625H100,7702737,38456,,JPM-PM
ISHARES TR,46435UAA9,7030925,295417,,
PAYCHEX INC,704326107,7002916,57027,,PAYX
COSTCO WHSL CORP NEW,22160K105,6919691,9445,,
PEPSICO INC,713448108,6827407,38729,,PEP
MERCK & CO INC,58933Y105,6718516,50621,,
JANUS DETROIT STR TR,47103U886,5830670,120220,,
EATON CORP PLC,G29183103,5612359,17945,,ETN
