name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VISTRA ENERGY CORP,92840M102,729143,27278055,,
TORM PLC,G89479102,408745,48263921,,TRMD
STAR BULK CARRIERS CORP,Y8162K204,383303,38063697,,SBLK
ALLY FINANCIAL INC,02005N100,362888,10943541,,ALLY
CAESARS ENTERTAINMENT CORP,127686103,177815,15250000,,
TAIWAN SEMICONDUCTOR-SP ADR,874039100,132405,2848572,,
NMI HOLDINGS INC,629209305,130667,4975911,,
EAGLE BULK SHIPPING INC,Y2187A143,129255,29544139,,
BERRY PETROLEUM CORP,08579X101,120667,12891717,,
INFINERA CORP,45667G103,114316,20975384,,
ICICI BANK LTD-SPON ADR,45104G104,101893,8365394,,
ITAU UNIBANCO H-SPON PRF ADR,465562106,98097,11664043,,
VANECK VECTORS SEMICONDUCTOR ETF,92189F676,89348,750000,PUT,
MICRON TECHNOLOGY INC,595112103,83986,1960000,PUT,MU
EXANTAS CAPITAL CORP,76120WAC8,75643,72863000,,
PETROLEO BRASIL-SP PREF  ADR,71654V101,71693,5455930,,
EURONAV NV,B38564108,69937,7601881,,
CENTURY COMMUNITIES INC,156504300,55716,1819003,,
CNOOC LTD-SPON ADR,126132109,51473,338074,,
BRF SA-ADR,10552T107,49873,5444574,,
SUPER MICRO COMPUTER INC,86800U104,46080,2400000,,
ANGLOGOLD ASHANTI-SPON ADR,035128206,43858,2400512,,
INFOSYS LTD-SP ADR,456788108,40795,3587835,,
AZUL SA-ADR,05501U106,37126,1036438,,
DISH NETWORK CORP,25470MAB5,34530,37584000,,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,32955,3250000,,MX
PETROLEO BRASILEIRO-SPON ADR,71654V408,31026,2144121,,
LAM RESEARCH CORP,512807108,28889,125000,PUT,LRCX
BONANZA CREEK ENERGY INC,097793400,28735,1283452,,
TWO HARBORS INVESTMENT CORP,90187BAA9,28324,27471000,,TWOD
MGIC INVESTMENT CORP,552848103,27928,2220000,,MTG
SOLARCITY CORP,83416TAC4,26788,27039000,,
COLONY CAPITAL INC,19624RAB2,26727,26997000,,
TWITTER INC,90184LAD4,25661,26000000,,
APOLLO COMMERCIAL REAL ESTATE FINANCE INC,03762UAB1,24609,24174000,,
CEMEX SAB-SPONS ADR PART CER,151290889,24298,6198460,,
PRA GROUP INC,73640QAB1,24120,24225000,,PRAA
SHIP FINANCE INTERNATIONAL LTD,G81075AF3,23930,22855000,,
CARDTRONICS INC,14161HAG3,22876,23382000,,
DISH NETWORK CORP,25470MAD1,22740,25767000,,
VERSO CORP,92531L207,22610,1826319,,
SYNAPTICS INC,87157DAD1,21767,23314000,,SYNA
KKR REAL ESTATE FINANCE TRUST INC,48251KAB6,21112,20175000,,KREF-PA
MACQUARIE INFRASTRUCTURE CORP,55608BAB1,20978,22929000,,
DYCOM INDUSTRIES INC,267475AB7,20965,21734000,,DY
PENNYMAC CORP,70932AAB9,20680,20450000,,
WESTERN DIGITAL CORP,958102AP0,20514,21315000,,WDC
MR COOPER GROUP INC,62482R107,20471,1927544,,
PATTERN ENERGY GROUP INC,70338PAB6,20377,19353000,,
CIMAREX ENERGY CO,171798101,19931,415735,,
HOPE BANCORP INC,43940TAB5,19795,21372000,,HOPE
REDWOOD TRUST INC,749772AB5,17916,17851000,,RWTS
