name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES TR,464287655,934063,4270000,PUT,
SPDR S&P 500 ETF TR,78462F103,750995,1750000,PUT,
WALMART INC,931142103,548850,3937796,,WMT
ISHARES TR,464288513,498719,5700300,PUT,
NETFLIX INC,64110L106,492444,806835,,NFLX
SELECT SECTOR SPDR TR,81369Y605,459555,12245000,PUT,
SEA LTD,81141RAF7,459329,129327000,,SE
PLUG POWER INC,72919PAD5,429402,84120000,,PLUG
COCA COLA CO,191216100,420986,8023363,,KO
NIKE INC,654106103,419686,2889800,PUT,
NIO INC,62914V106,401286,11262600,PUT,NIOIF
ACTIVISION BLIZZARD INC,00507V109,401058,5182299,,
SALESFORCE COM INC,79466L302,400520,1476736,,
IHS MARKIT LTD,G47567105,397677,3410023,,
MICROSOFT CORP,594918104,359825,1276339,,MSFT
BOOKING HOLDINGS INC,09857L108,358464,151004,,BKNG
INVESCO QQQ TR,46090E103,349190,975500,PUT,
AT&T INC,00206R102,341767,12653343,,T-PC
S&P GLOBAL INC,78409V104,328530,773213,,SPGI
ZILLOW GROUP INC,98954MAG6,327098,155250000,,
GAMESTOP CORP NEW,36467W109,316653,1804600,PUT,GME-WT
MCDONALDS CORP,580135101,286813,1189552,,MCD
ZILLOW GROUP INC,98954MAE1,281628,136432000,,
CIMAREX ENERGY CO,171798101,277160,3178440,,
AMAZON COM INC,023135106,272678,83006,,AMZN
VULCAN MATLS CO,929160109,271176,1603074,,
SNAP INC,83304A106,244374,3308161,,SNAP
M & T BK CORP,55261F104,243904,1633212,,
DANAHER CORPORATION,235851102,231904,761740,,
QUALCOMM INC,747525103,231810,1797253,,
JOHNSON CTLS INTL PLC,G51502105,230208,3381436,,
PALO ALTO NETWORKS INC,697435105,229978,480121,,PANW
NICE SYS INC,65366HAB9,223652,65691000,,
ANALOG DEVICES INC,032654105,218013,1301727,,ADI
LOWES COS INC,548661107,217854,1073911,,
3M CO,88579Y101,217655,1240763,,MMM
DATADOG INC,23804L103,214574,1518031,,
SEAGEN INC,81181C104,210015,1236839,,
MERCK & CO INC,58933Y105,205245,2732594,,
BOSTON SCIENTIFIC CORP,101137107,205000,4724593,,BSX
CYTOKINETICS INC,23282WAA8,200736,56931000,,CYTK
HORIZON THERAPEUTICS PUB L,G46188101,197826,1805968,,
COLGATE PALMOLIVE CO,194162103,193965,2566347,,CL
FIVE9 INC,338307101,189859,1188548,,
GDS HLDGS LTD,36165LAB4,188543,143465000,,
VMWARE INC,928563402,187862,1263360,,
ISHARES TR,464287440,187599,1628183,,
NCL CORP LTD,62886HAT8,184325,86000000,,
MIDDLEBY CORP,596278101,181807,1066252,,MIDD
GALLAGHER ARTHUR J & CO,363576109,181204,1218999,,
SELECT SECTOR SPDR TR,81369Y407,179450,1000000,PUT,
PROCTER AND GAMBLE CO,742718109,178287,1275303,,
AMETEK INC,031100100,176209,1420923,,
SPDR DOW JONES INDL AVERAGE,78467X109,174824,516787,,
LABORATORY CORP AMER HLDGS,50540R409,172804,613998,,
MORGAN STANLEY,617446448,169645,1743344,,MS-PQ
GLOBAL PMTS INC,37940X102,169259,1074116,,
FORTIVE CORP,34959J108,166402,2357967,,FTV
DISNEY WALT CO,254687106,163625,967222,,
SELECT SECTOR SPDR TR,81369Y506,163354,3136000,CALL,
PERFICIENT INC,71375UAD3,159785,70350000,,
BUMBLE INC,12047B105,159743,3196132,,BMBL
BRIDGEBIO PHARMA INC,10806XAB8,158746,114950000,,
GDS HLDGS LTD,36165L108,157993,2790900,PUT,
PINDUODUO INC,722304AB8,157912,73277000,,
SELECT SECTOR SPDR TR,81369Y209,157381,1236300,PUT,
BAIDU INC,056752108,157331,1023293,,
LI AUTO INC,50202M102,153723,5847200,PUT,LAAOF
