name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
BAUSCH HEALTH COS INC,071734107,148523,6797376,,
BAUSCH HEALTH COS INC,071734907,63002,2520100,CALL,
VISTRA ENERGY CORP,92840M102,62065,2321927,,
EAGLE BULK SHIPPING INC,Y2187A143,61640,14092566,,
DISCOVERY INC,25470F104,56272,2113103,,
TIM PARTICIPACOES S A,88706P205,32947,2294339,,
OI S A,670851500,31387,28297094,,
HUNTSMAN CORP,447011107,20175,867377,,HUN
GOLDMAN SACHS GROUP INC,38141G104,19782,95459,,GS-PD
AVANTOR INC,05352A100,18713,1273000,,
TENET HEALTHCARE CORP,88033G407,18581,840000,,THC
L BRANDS INC,501797104,18108,924350,,
NEXSTAR MEDIA GROUP INC,65336K103,16963,165804,,
CBS CORP NEW,124857202,16167,400467,,
PG&E CORP,69331C108,14785,1478504,,PCG-PX
WARRIOR MET COAL INC,93627C101,14243,729644,,
NATURAL RESOURCE PARTNERS L,63900P608,14207,560450,,
T MOBILE US INC,872590104,11973,151999,,
SPIRIT RLTY CAP INC NEW,84860W300,11195,233905,,
SLM CORP,78442P106,9865,1117890,,SLMBP
PARSLEY ENERGY INC,701877102,8963,533491,,
ALPS ETF TR,00162Q866,7815,855000,,
ENTERCOM COMMUNICATIONS CORP,293639100,7560,2263477,,
SEAWORLD ENTMT INC,81282V100,4660,177057,,
PACIFIC DRILLING SA LUXEMBOU,L7257P205,793,202761,,
TEEKAY LNG PARTNERS L P,Y8564M105,518,37923,,
AMBAC FINL GROUP INC,023139116,332,39906,,
