name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042775,148164,2430514,,
MICROSOFT CORP,594918104,111259,394649,,MSFT
DANAHER CORPORATION,235851102,57662,189405,,
THERMO FISHER SCIENTIFIC INC,883556102,55778,97628,,TMO
ALPHABET INC,02079K305,53751,20105,,GOOGN
BERKSHIRE HATHAWAY INC DEL,084670702,53184,194855,,BRK-A
AMERICAN TOWER CORP NEW,03027X100,51814,195223,,
IDEXX LABS INC,45168D104,50790,81669,,
VISA INC,92826C839,49984,224394,,V
DISNEY WALT CO,254687106,48446,286375,,
CARMAX INC,143130102,42998,336028,,KMX
WATSCO INC,942622200,41901,158345,,WSO-B
PIMCO ETF TR,72201R718,36960,362989,,
PIMCO ETF TR,72201R833,35624,349490,,
TJX COS INC NEW,872540109,34267,519351,,
MEDTRONIC PLC,G5960L103,33848,270025,,MDT
FIRST REP BK SAN FRANCISCO C,33616C100,32832,170219,,
TE CONNECTIVITY LTD,H84989104,32295,235355,,
CHUBB LIMITED,H1467J104,31834,183502,,
ECOLAB INC,278865100,28672,137436,,ECL
S&P GLOBAL INC,78409V104,27621,65007,,SPGI
AGNICO EAGLE MINES LTD,008474108,27456,529523,,AEM
ASPEN TECHNOLOGY INC,045327103,26186,213244,,
KINSALE CAP GROUP INC,49714P108,25339,156705,,
AUTOMATIC DATA PROCESSING IN,053015103,24677,123436,,
AMERICAN WTR WKS CO INC NEW,030420103,23651,139911,,
JOHNSON & JOHNSON,478160104,23353,144601,,JNJ
CVS HEALTH CORP,126650100,23169,273032,,CVS
MERCADOLIBRE INC,58733R102,22909,13641,,MELI
SPDR S&P 500 ETF TR,78462F103,21179,49352,,
APPLE INC,037833100,20911,147780,,AAPL
MCCORMICK & CO INC,579780206,20484,252796,,MKC-V
3M CO,88579Y101,20479,116740,,MMM
UGI CORP NEW,902681105,19923,467458,,
AMPHENOL CORP NEW,032095101,19183,261949,,
ISHARES TR,46435G516,19047,243012,,
PROCTER AND GAMBLE CO,742718109,18637,133315,,
YANDEX N V,N97284108,17787,223200,,
UNION PAC CORP,907818108,17270,88106,,
HEALTHPEAK PROPERTIES INC,42250P103,16778,501126,,
YUM BRANDS INC,988498101,16550,135315,,YUM
CHEVRON CORP NEW,166764100,15901,156735,,CVX
PIMCO DYNAMIC CR INCOME FD,72202D106,15469,732093,,
EVERSOURCE ENERGY,30040W108,14027,171565,,ES
CONSTELLATION BRANDS INC,21036P108,13819,65588,,
SPROTT PHYSICAL GOLD & SILVE,85208R101,13602,794065,,
FACEBOOK INC,30303M102,13580,40013,,
WAYFAIR INC,94419L101,13410,52482,,W
PAYPAL HLDGS INC,70450Y103,13375,51400,,
PIMCO DYNAMIC INCOME FD,72201Y101,12096,455085,,
SPROTT PHYSICAL GOLD TR,85207H104,11357,822956,,
BANK NOVA SCOTIA B C,064149107,10398,168984,,
PAYCHEX INC,704326107,10388,92379,,PAYX
JANUS DETROIT STR TR,47103U886,9913,197541,,
VANGUARD INTL EQUITY INDEX F,922042858,9864,197240,,
GOLD TR,464285204,9153,273970,,
PEPSICO INC,713448108,7423,49355,,PEP
BERKSHIRE HATHAWAY INC DEL,084670108,6993,17,,BRK-A
GENERAL ELECTRIC CO,369604301,6878,66758,,GE
EXXON MOBIL CORP,30231G102,6648,113028,,
JPMORGAN CHASE & CO,46625H100,6337,38711,,JPM-PM
AMAZON COM INC,023135106,6048,1841,,AMZN
DEERE & CO,244199105,5468,16319,,DE
WALGREENS BOOTS ALLIANCE INC,931427108,5165,109776,,
VANGUARD INDEX FDS,922908769,4859,21881,,
CATERPILLAR INC,149123101,4824,25129,,CAT
VANGUARD INDEX FDS,922908363,4705,11930,,
SPDR GOLD TR,78463V107,4560,27766,,
US BANCORP DEL,902973304,4336,72955,,
TEXAS PACIFIC LAND CORPORATI,88262P102,4317,3570,,
STRYKER CORPORATION,863667101,3850,14600,,SYK
ISHARES TR,464287663,3828,54000,,
ALPHABET INC,02079K107,3425,1285,,GOOGN
MERCK & CO INC,58933Y105,3220,42864,,
ISHARES INC,46434G863,3123,75359,,
GARTNER INC,366651107,3045,10019,,IT
AMERICAN EXPRESS CO,025816109,2917,17412,,AXP
COGNIZANT TECHNOLOGY SOLUTIO,192446102,2892,38970,,
ABBOTT LABS,002824100,2838,24026,,
ISHARES TR,464287168,2837,24727,,
HOME DEPOT INC,437076102,2696,8214,,
PFIZER INC,717081103,2559,59500,,PFE
CULLEN FROST BANKERS INC,229899109,2550,21496,,
ISHARES TR,464287614,2534,9246,,
MOODYS CORP,615369105,2486,7000,,
COCA COLA CO,191216100,2443,46561,,KO
GILEAD SCIENCES INC,375558103,2412,34536,,
COLGATE PALMOLIVE CO,194162103,2237,29604,,CL
AKAMAI TECHNOLOGIES INC,00971T101,2163,20681,,AKAM
UNITED PARCEL SERVICE INC,911312106,2041,11208,,UPS
NVIDIA CORPORATION,67066G104,1952,9424,,NVDA
ABBVIE INC,00287Y109,1872,17350,,ABBV
