name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,1410359780,8665006,,AAPL
MICROSOFT CORP,594918104,1247919520,4397024,,MSFT
TAIWAN SEMICONDUCTOR MFG LTD,874039100,699094322,7515527,,
JOHNSON & JOHNSON,478160104,303977458,1975676,,JNJ
MERCK & CO INC,58933Y105,298442170,2812839,,
THE CIGNA GROUP,125523100,284890070,1117128,,
GILEAD SCIENCES INC,375558103,284450903,3478245,,
PROCTER AND GAMBLE CO,742718109,281813344,1901831,,
PEPSICO INC,713448108,275222080,1513124,,PEP
UNITEDHEALTH GROUP INC,91324P102,257230853,544300,,UNH
KROGER CO,501044101,245629198,4990435,,KR
VISA INC,92826C839,242205009,1081900,,V
INTEL CORP,458140100,241399395,7517888,,INTC
CITIGROUP INC,172967424,240276499,5182841,,C-PR
MASTERCARD INCORPORATED,57636Q104,240251735,662672,,
AT&T INC,00206R102,237892766,12491088,,T-PC
BERKSHIRE HATHAWAY INC DEL,084670702,232175279,751936,,BRK-A
BROADCOM INC,11135F101,217991197,344285,,AVGO
HUMANA INC,444859102,217790955,448628,,HUM
TEXAS INSTRS INC,882508104,207984586,1125640,,
REGENERON PHARMACEUTICALS,75886F107,197726017,240774,,
ABBVIE INC,00287Y109,188758971,1194224,,ABBV
MARATHON PETE CORP,56585A102,186151047,1396063,,
BRISTOL-MYERS SQUIBB CO,110122108,184451435,2670500,,
VERIZON COMMUNICATIONS INC,92343V104,183995674,4756868,,VZ
VERTEX PHARMACEUTICALS INC,92532F100,180050086,571515,,
DANAHER CORPORATION,235851102,176875868,703116,,
TYSON FOODS INC,902494103,173993703,2984967,,
HEWLETT PACKARD ENTERPRISE C,42824C109,173627667,10968267,,
ABBOTT LABS,002824100,164908912,1643501,,
MOSAIC CO NEW,61945C103,158487144,3534504,,MOS
AMGEN INC,031162100,155913792,646248,,AMGN
ALLISON TRANSMISSION HLDGS I,01973R101,155123076,3462569,,
TOLL BROTHERS INC,889478103,153226909,2582621,,
ARCHER DANIELS MIDLAND CO,039483102,151740913,1904857,,
EVEREST RE GROUP LTD,G3223R108,142783032,398813,,
MICROCHIP TECHNOLOGY INC.,595017104,141955940,1711963,,MCHPP
ACCENTURE PLC IRELAND,G1151C101,136822693,481753,,
UNUM GROUP,91529Y106,136004848,3477495,,UNMA
MCDONALDS CORP,580135101,135402242,484254,,MCD
TEXTRON INC,883203101,133490622,1893484,,TXT
CARDINAL HEALTH INC,14149Y108,129474080,1721272,,CAH
THERMO FISHER SCIENTIFIC INC,883556102,129183189,226665,,TMO
TRAVELERS COMPANIES INC,89417E109,128677702,751578,,
HUNTINGTON INGALLS INDS INC,446413106,127761575,617146,,
QUALCOMM INC,747525103,127227219,1004161,,
NVIDIA CORPORATION,67066G104,127107144,461939,,NVDA
BUILDERS FIRSTSOURCE INC,12008R107,126229049,1451576,,
HERSHEY CO,427866108,122831951,482811,,HSY
AUTONATION INC,05329W102,122618818,926124,,
SNAP ON INC,833034101,115277897,474258,,
BIOGEN INC,09062X103,114891871,414832,,BIIB
LILLY ELI & CO,532457108,113635319,331192,,
ALTRIA GROUP INC,02209S103,113262431,2540656,,
CUMMINS INC,231021106,112078291,477335,,CMI
EXPEDITORS INTL WASH INC,302130109,111705427,1033066,,
MCKESSON CORP,58155Q103,110820922,311251,,MCK
BEST BUY INC,086516101,106542082,1402423,,
AGCO CORP,001084102,104181203,770571,,
PROGRESSIVE CORP,743315103,103962992,726709,,
ELEVANCE HEALTH INC,036752103,101408355,220544,,
T-MOBILE US INC,872590104,97684441,674430,,
MANPOWERGROUP INC WIS,56418H100,97426336,1192051,,
CATERPILLAR INC,149123101,96872918,427393,,CAT
CENTENE CORP DEL,15135B101,93878291,1485181,,CNC
MEDTRONIC PLC,G5960L103,92423419,1161098,,MDT
EOG RES INC,26875P101,91961351,807599,,
LAM RESEARCH CORP,512807108,91877055,174092,,LRCX
MOLSON COORS BEVERAGE CO,60871R209,90582332,1753772,,TAP
NVR INC,62944T105,90327387,16648,,NVR
JABIL INC,466313103,90240525,1032146,,JBL
