name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ISHARES INC,46434G103,871518254,17862641,,
ISHARES TR,464287200,751751862,1828724,,
PROCTER AND GAMBLE CO,742718109,735257924,4944905,,
JOHNSON & JOHNSON,478160104,556054905,3587451,,JNJ
PEPSICO INC,713448108,511811443,2807523,,PEP
COCA COLA CO,191216100,505248183,8145223,,KO
SPDR S&P 500 ETF TR,78462F103,504825769,1233117,,
MCDONALDS CORP,580135101,430145593,1538377,,MCD
COSTCO WHSL CORP NEW,22160K105,427957112,861306,,
WALMART INC,931142103,393706835,2670104,,WMT
VANGUARD INTL EQUITY INDEX F,922042858,342232602,8471104,,
STARBUCKS CORP,855244109,259065131,2487901,,SBUX
ALPHABET INC,02079K305,239439129,2308292,,GOOGN
VISA INC,92826C839,223390052,990819,,V
ABBOTT LABS,002824100,218590165,2158702,,
META PLATFORMS INC,30303M102,212325095,1001817,,
CVS HEALTH CORP,126650100,183825849,2473770,,CVS
PDD HOLDINGS INC,722304102,162607932,2142397,,PDD
SPDR GOLD TR,78463V107,162479313,886799,,
MONDELEZ INTL INC,609207105,155760825,2234091,,
ISHARES TR,464288588,139499398,1472600,,
INTUITIVE SURGICAL INC,46120E602,133301691,521790,,ISRG
COLGATE PALMOLIVE CO,194162103,128036662,1703748,,CL
STRYKER CORPORATION,863667101,120814901,423214,,SYK
CHIPOTLE MEXICAN GRILL INC,169656105,120330239,70439,,CMG
PAYPAL HLDGS INC,70450Y103,117917202,1552768,,
MASTERCARD INCORPORATED,57636Q104,110403231,303798,,
BOOKING HOLDINGS INC,09857L108,110075015,41500,,BKNG
TARGET CORP,87612E106,110041591,664382,,TGT
ISHARES TR,464287242,106146324,968400,,
GENERAL MLS INC,370334104,102175207,1195591,,
LAUDER ESTEE COS INC,518439104,101419029,411503,,
MONSTER BEVERAGE CORP NEW,61174X109,100115853,1853654,,MNST
MCKESSON CORP,58155Q103,99574723,279665,,MCK
BOSTON SCIENTIFIC CORP,101137107,97169967,1942234,,BSX
MERCK & CO INC,58933Y105,97132368,912984,,
BECTON DICKINSON & CO,075887109,92810172,374930,,BDX
KIMBERLY-CLARK CORP,494368103,91130817,678966,,
HCA HEALTHCARE INC,40412C101,89845005,340735,,
DOLLAR GEN CORP NEW,256677105,89324275,424424,,
LILLY ELI & CO,532457108,89037130,259266,,
VEEVA SYS INC,922475108,88152852,479639,,
SYSCO CORP,871829107,86336730,1117917,,SYY
KROGER CO,501044101,78605482,1592171,,KR
EDWARDS LIFESCIENCES CORP,28176E108,78033087,943226,,EW
HERSHEY CO,427866108,77644406,305194,,HSY
DOLLAR TREE INC,256746108,75725640,527521,,
MICROSOFT CORP,594918104,74261756,257585,,MSFT
ISHARES GOLD TR,464285204,69327404,1855162,,
PFIZER INC,717081103,68340734,1675018,,PFE
COMCAST CORP NEW,20030N101,68114224,1796735,,CCZ
KRAFT HEINZ CO,500754106,66799602,1727427,,KHC
CONSTELLATION BRANDS INC,21036P108,66308654,293544,,
ABBVIE INC,00287Y109,65569599,411430,,ABBV
VERTEX PHARMACEUTICALS INC,92532F100,64361239,204276,,
INTERACTIVE BROKERS GROUP IN,45841N107,61459480,744422,,
TRADEWEB MKTS INC,892672106,58565278,741145,,
CME GROUP INC,12572Q105,57849574,302055,,CME
MARKETAXESS HLDGS INC,57060D108,57636626,147299,,
THERMO FISHER SCIENTIFIC INC,883556102,55110770,95617,,TMO
T-MOBILE US INC,872590104,53542423,369666,,
REGENERON PHARMACEUTICALS,75886F107,53324740,64898,,
DEXCOM INC,252131107,52905003,455371,,DXCM
THE CIGNA GROUP,125523100,52234676,204417,,
IDEXX LABS INC,45168D104,51694270,103372,,
AMERICAN HOMES 4 RENT,02665T306,51579289,1640041,,AMH-PH
ALTRIA GROUP INC,02209S103,47978860,1075277,,
LAMB WESTON HLDGS INC,513272104,46800920,447770,,
QUALCOMM INC,747525103,45541722,356966,,
BROWN FORMAN CORP,115637209,45156552,702607,,BF-B
BRISTOL-MYERS SQUIBB CO,110122108,44454325,641384,,
HOLOGIC INC,436440101,43932354,544391,,
HOME DEPOT INC,437076102,43528724,147495,,
PHILIP MORRIS INTL INC,718172109,43474737,447041,,
ALIGN TECHNOLOGY INC,016255101,42591155,127465,,ALGN
CHURCH & DWIGHT CO INC,171340102,42434325,479972,,
RESTAURANT BRANDS INTL INC,76131D103,42263346,630410,,
RESMED INC,761152107,42234630,192861,,RSMDF
GILEAD SCIENCES INC,375558103,41206968,496649,,
TRIP COM GROUP LTD,89677Q107,41090323,1090797,,
BIOGEN INC,09062X103,41071982,147725,,BIIB
KE HLDGS INC,482497104,39960620,2121052,,
AMGEN INC,031162100,39742008,164393,,AMGN
YUM BRANDS INC,988498101,39546337,299412,,YUM
AMERISOURCEBERGEN CORP,03073E105,39344311,245733,,
CISCO SYS INC,17275R102,38057559,728026,,
ZIMMER BIOMET HOLDINGS INC,98956P102,37929244,293570,,
TYSON FOODS INC,902494103,37473868,631724,,
KELLOGG CO,487836108,36162685,540064,,
REALTY INCOME CORP,756109104,35987352,568341,,O
CLOROX CO DEL,189054109,35913517,226956,,
AIRBNB INC,009066101,35732034,287235,,
NEW ORIENTAL ED & TECHNOLOGY,647581206,34950737,905225,,
YUM CHINA HLDGS INC,98850P109,34897590,550522,,
SMUCKER J M CO,832696405,33320580,211734,,
KANZHUN LIMITED,48553T106,32761116,1721551,,
ISHARES TR,46429B671,32325976,647945,,
ISHARES TR,464287184,32095950,1086893,,
LABORATORY CORP AMER HLDGS,50540R409,31184602,135928,,
NATIONAL RETAIL PROPERTIES I,637417106,29727829,673337,,
AIR PRODS & CHEMS INC,009158106,29663910,103283,,
DARDEN RESTAURANTS INC,237194105,29325550,189002,,DRI
CITIGROUP INC,172967424,29214346,623040,,C-PR
LUFAX HOLDING LTD,54975P102,29194087,14310827,,LU
BAXTER INTL INC,071813109,28864930,711660,,
BEIGENE LTD,07725L102,28475177,132117,,
LOWES COS INC,548661107,28375343,141898,,
SPROTT INC,852066208,27780438,761220,,SII
EOG RES INC,26875P101,27425457,239252,,
CBOE GLOBAL MKTS INC,12503M108,27186956,202525,,
NIO INC,62914V106,26549900,2526156,,NIOIF
AUTOZONE INC,053332102,26287456,10694,,AZO
ZILLOW GROUP INC,98954M200,26214887,589496,,
COSTAR GROUP INC,22160N109,26135047,379594,,
STERIS PLC,G8473T100,24910777,130232,,STE
CONOCOPHILLIPS,20825C104,24365579,245596,,COP
COOPER COS INC,216648402,23490318,62916,,
AGREE RLTY CORP,008492100,23481910,342252,,
CHEVRON CORP NEW,166764100,23258295,142549,,CVX
360 DIGITECH INC,88557W101,23092363,1190328,,
INVITATION HOMES INC,46187W107,22827568,730950,,INVH
UNITED PARCEL SERVICE INC,911312106,22769770,117376,,UPS
PUBLIC STORAGE,74460D109,22638142,74926,,PSA-PS
CAMPBELL SOUP CO,134429109,22248042,404657,,
TAL EDUCATION GROUP,874080104,22130820,3452546,,TAL
ZTO EXPRESS CAYMAN INC,98980A105,22118584,771758,,
ARCHER DANIELS MIDLAND CO,039483102,21914147,275096,,
METLIFE INC,59156R108,21875189,377549,,MET-PF
SCHLUMBERGER LTD,806857108,21836243,444730,,
ISHARES TR,464287234,21752799,551262,,
EXXON MOBIL CORP,30231G102,21737573,198227,,
HORMEL FOODS CORP,440452100,21684670,543748,,
WISDOMTREE INC,97717P104,21647877,3694177,,
COPART INC,217204106,21275856,282886,,CPRT
QUEST DIAGNOSTICS INC,74834L100,21012751,148521,,DGX
ALBEMARLE CORP,012653101,20964539,94845,,ALB-PA
CF INDS HLDGS INC,125269100,20701114,285572,,
INCYTE CORP,45337C102,19983450,276511,,INCY
BLOCK INC,852234103,19889827,289728,,
LI AUTO INC,50202M102,19771428,792442,,LAAOF
CENTENE CORP DEL,15135B101,19202313,303786,,CNC
SEA LTD,81141R100,19172816,221523,,SE
HORIZON THERAPEUTICS PUB L,G46188101,19169786,175644,,
D R HORTON INC,23331A109,19138546,195911,,
BJS WHSL CLUB HLDGS INC,05550J101,18269504,240167,,
MOLSON COORS BEVERAGE CO,60871R209,18038956,349051,,TAP
CHUBB LIMITED,H1467J104,17123569,88184,,
EQT CORP,26884L109,16724510,524115,,EQT
XPENG INC,98422D105,16681587,1501493,,XPNGF
H WORLD GROUP LTD,44332N106,16398896,334808,,HWLDF
FARFETCH LTD,30744W107,16393046,3338706,,
COHEN & STEERS INC,19247A100,16334680,255389,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,16046880,172510,,
CASEYS GEN STORES INC,147528103,15964574,73753,,
ELEVANCE HEALTH INC,036752103,15811486,34387,,
CARDINAL HEALTH INC,14149Y108,15774517,208934,,CAH
VENTAS INC,92276F100,15412399,355534,,
COGNIZANT TECHNOLOGY SOLUTIO,192446102,15356127,252029,,
GLOBAL PMTS INC,37940X102,15319050,145563,,
TRANSUNION,89400J107,15210132,244772,,TRU
TEXAS ROADHOUSE INC,882681109,15001538,138826,,
NXP SEMICONDUCTORS N V,N6596X109,14903082,79920,,
LYONDELLBASELL INDUSTRIES N,N53745100,14849455,158158,,
PHILLIPS 66,718546104,14845682,146436,,PSX
FREEPORT-MCMORAN INC,35671D857,14811179,362043,,FCX
UBER TECHNOLOGIES INC,90353T100,14598104,460508,,
INSULET CORP,45784P101,14510128,45492,,PODD
MOSAIC CO NEW,61945C103,14488812,315798,,MOS
CORTEVA INC,22052L104,14471746,239956,,
BUILDERS FIRSTSOURCE INC,12008R107,14275558,160797,,
OCCIDENTAL PETE CORP,674599105,14073907,225435,,
VERISK ANALYTICS INC,92345Y106,14024007,73095,,
DIAMONDBACK ENERGY INC,25278X109,13614458,100721,,
LENNAR CORP,526057104,13476468,128213,,
GRAND CANYON ED INC,38526M106,13471522,118275,,
LEGEND BIOTECH CORP,52490G102,13450583,278942,,LEGN
EXPEDIA GROUP INC,30212P303,13176868,135802,,
