name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,1873317,11912988,,MSFT
FACEBOOK INC,30303M102,1121538,5478400,,
ALPHABET INC,02079K305,1046785,781679,,GOOGN
PROCTER & GAMBLE CO,742718109,1036105,8331495,,PG
INTEL CORP,458140100,909535,15209621,,INTC
ALIBABA GROUP HLDG LTD,01609W102,869331,4098683,,
AMAZON COM INC,023135106,786354,425553,,AMZN
BIOGEN INC,09062X103,777056,2623594,,BIIB
ALLSTATE CORP,020002101,682770,6079871,,ALL-PB
CISCO SYS INC,17275R102,571008,11977096,,
MASTERCARD INC,57636Q104,557918,1868507,,MA
EVEREST RE GROUP LTD,G3223R108,549485,1984846,,
LAM RESEARCH CORP,512807108,535313,1836785,,LRCX
WALMART INC,931142103,521171,4385483,,WMT
PFIZER INC,717081103,507522,13053558,,PFE
BERKSHIRE HATHAWAY INC DEL,084670702,488453,2156526,,BRK-A
TEXAS INSTRS INC,882508104,487005,3809492,,
SYNCHRONY FINL,87165B103,483072,13414948,,
INTUIT,461202103,472674,1807755,,
GILEAD SCIENCES INC,375558103,460967,7153431,,
METLIFE INC,59156R108,444186,8718067,,MET-PF
ORACLE CORP,68389X105,443809,8403876,,ORCL-PD
UNITED AIRLINES HLDGS INC,910047109,422817,4799834,,
HUMANA INC,444859102,422731,1153363,,HUM
STARBUCKS CORP,855244109,414058,4723450,,SBUX
WASTE MGMT INC DEL,94106L109,401997,3528150,,
THERMO FISHER SCIENTIFIC INC,883556102,401860,1238283,,TMO
LAUDER ESTEE COS INC,518439104,385939,1869496,,
INTERNATIONAL BUSINESS MACHS,459200101,385522,2886507,,
NIKE INC,654106103,380381,3770998,,
COLGATE PALMOLIVE CO,194162103,377148,5478623,,CL
SKYWORKS SOLUTIONS INC,83088M102,372431,3080995,,
ANTHEM INC,036752103,371857,1231193,,
BOOKING HLDGS INC,09857L108,369521,179927,,
ADOBE INC,00724F101,363283,1106221,,ADBE
JPMORGAN CHASE & CO,46625H100,362935,2617825,,JPM-PM
PINNACLE WEST CAP CORP,723484101,358757,4003982,,
SPIRIT AEROSYSTEMS HLDGS INC,848574109,346508,4754503,,
TRAVELERS COMPANIES INC,89417E109,345372,2525938,,
DELTA AIR LINES INC DEL,247361702,333473,5702336,,
EBAY INC,278642103,332249,9298889,,EBAY
AMGEN INC,031162100,329254,1371720,,AMGN
LILLY ELI & CO,532457108,325830,2491437,,
EATON CORP PLC,G29183103,311782,3291621,,ETN
QUALCOMM INC,747525103,303810,3443385,,
ACCENTURE PLC IRELAND,G1151C101,302836,1438720,,
COMCAST CORP NEW,20030N101,302732,6749875,,CCZ
NORWEGIAN CRUISE LINE HLDG L,G66721104,294906,5048889,,
JAZZ PHARMACEUTICALS PLC,G50871105,291413,1958291,,JAZZ
AMERICAN ELEC PWR CO INC,025537101,287532,3042341,,
HONEYWELL INTL INC,438516106,284882,1610413,,
CADENCE DESIGN SYSTEM INC,127387108,279480,4029410,,
LOCKHEED MARTIN CORP,539830109,278720,715804,,LMT
ISHARES TR,464287200,275908,853569,,
MANPOWERGROUP INC,56418H100,273800,2819776,,MAN
VISA INC,92826C839,273213,1454032,,V
ARROW ELECTRS INC,042735100,264092,3116493,,
UNITEDHEALTH GROUP INC,91324P102,256112,871187,,UNH
CHARLES RIV LABS INTL INC,159864107,255422,1672157,,
ALEXION PHARMACEUTICALS INC,015351109,254768,2372805,,
COSTCO WHSL CORP NEW,22160K105,248075,844195,,
VERISIGN INC,92343E102,238973,1242517,,
JABIL INC,466313103,234572,5675587,,JBL
XEROX HOLDINGS CORP,98421M106,230812,6260151,,XRXDW
F5 NETWORKS INC,315616102,214852,1538504,,
INFOSYS LTD,456788108,214773,20811357,,INFY
FIFTH THIRD BANCORP,316773100,212922,6926553,,FITB-PK
POPULAR INC,733174700,212766,3621545,,
COGNIZANT TECHNOLOGY SOLUTIO,192446102,211568,3433995,,
TE CONNECTIVITY LTD,H84989104,209511,2190618,,
SKECHERS U S A INC,830566105,206619,4783944,,
OSHKOSH CORP,688239201,206372,2180367,,OSK
AMERIPRISE FINL INC,03076C106,206048,1236929,,
CLOROX CO DEL,189054109,203500,1329890,,
AFLAC INC,001055102,199998,3780689,,AFL
AMDOCS LTD,G02602103,194733,2697508,,DOX
AT&T INC,00206R102,189355,4853390,,T-PC
DTE ENERGY CO,233331107,189006,1455349,,DTG
ASSURED GUARANTY LTD,G0585R106,188951,3854562,,AGO
CME GROUP INC,12572Q105,187816,935711,,CME
DOLLAR GEN CORP NEW,256677105,184368,1181998,,
MYLAN N V,N59465109,182369,9290325,,
UNIVERSAL HLTH SVCS INC,913903100,181930,1272507,,
REINSURANCE GRP OF AMERICA I,759351604,180653,1108233,,
VANGUARD TAX MANAGED INTL FD,921943858,180603,4099026,,
RENAISSANCERE HOLDINGS LTD,G7496G103,179502,915735,,RNR-PF
NEXTERA ENERGY INC,65339F101,174514,723462,,NEE-PS
CITIGROUP INC,172967424,173237,2168450,,C-PR
DECKERS OUTDOOR CORP,243537107,169839,1005799,,DECK
PHILLIPS 66,718546104,169660,1529710,,PSX
RALPH LAUREN CORP,751212101,167334,1427518,,RL
CDW CORP,12514G108,167071,1169635,,CDW
PUBLIC STORAGE,74460D109,165689,778027,,PSA-PS
HCA HEALTHCARE INC,40412C101,164206,1110924,,
LULULEMON ATHLETICA INC,550021109,164121,712609,,LULU
EDWARDS LIFESCIENCES CORP,28176E108,163423,702863,,EW
MASCO CORP,574599106,163157,3399817,,
ECOLAB INC,278865100,160916,833805,,ECL
TELEDYNE TECHNOLOGIES INC,879360105,160049,461850,,TDY
AUTOZONE INC,053332102,159161,134405,,AZO
FOOT LOCKER INC,344849104,157271,4033614,,
CURTISS WRIGHT CORP,231561101,156994,1114301,,CW
ABBVIE INC,00287Y109,155811,1762367,,ABBV
AVNET INC,053807103,155582,3665924,,AVT
FORTINET INC,34959E109,155107,1452861,,
PNC FINL SVCS GROUP INC,693475105,154891,970312,,
CIRRUS LOGIC INC,172755100,154214,1871305,,
PHILIP MORRIS INTL INC,718172109,151290,1778001,,
INTL PAPER CO,460146103,150938,3279839,,
VIACOMCBS INC,92556H206,150737,3626101,,
PROGRESSIVE CORP OHIO,743315103,148841,2056095,,
COMERICA INC,200340107,148505,2070904,,
LEAR CORP,521865204,148306,1080947,,LEA
