name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,5913325796,30713789,,AAPL
MICROSOFT CORP,594918104,5892403529,15669619,,MSFT
ISHARES TR,464287200,4496189110,9413540,,
AMAZON COM INC,023135106,2889362452,19016470,,AMZN
NVIDIA CORPORATION,67066G104,2528897880,5106615,,NVDA
ISHARES TR,464287572,2007249664,24928585,,
ALPHABET INC,02079K305,1718750090,12304031,,GOOGN
ISHARES TR,46432F842,1688357579,23999397,,
META PLATFORMS INC,30303M102,1564096500,4418851,,
ISHARES TR,464287226,1468423898,14795203,,
ALPHABET INC,02079K107,1457099792,10339174,,GOOGN
TESLA INC,88160R101,1334762501,5371710,,
BERKSHIRE HATHAWAY INC DEL,084670702,1220225165,3421256,,BRK-A
ELI LILLY & CO,532457108,1128689925,1936269,,LLY
UNITEDHEALTH GROUP INC,91324P102,1115804730,2119408,,UNH
VISA INC,92826C839,983241195,3776613,,V
JPMORGAN CHASE & CO,46625H100,944530259,5552794,,JPM-PM
VANGUARD BD INDEX FDS,921937835,924301305,12566979,,
BROADCOM INC,11135F101,890651410,797896,,AVGO
MASTERCARD INCORPORATED,57636Q104,885699623,2076621,,
JOHNSON & JOHNSON,478160104,877664690,5599494,,JNJ
ISHARES TR,464287325,816296661,9413015,,
HOME DEPOT INC,437076102,758189714,2187822,,
PROCTER AND GAMBLE CO,742718109,715562000,4883049,,
ABBVIE INC,00287Y109,663046274,4278546,,ABBV
MERCK & CO INC,58933Y105,660256627,6056289,,
ADOBE INC,00724F101,634555692,1063620,,ADBE
COCA COLA CO,191216100,608728278,10329684,,KO
PEPSICO INC,713448108,586840679,3455256,,PEP
BANK AMERICA CORP,060505104,586062411,17406071,,
SALESFORCE INC,79466L302,549749193,2089189,,
EXXON MOBIL CORP,30231G102,549622554,5497325,,
COSTCO WHSL CORP NEW,22160K105,526479808,797600,,
MCDONALDS CORP,580135101,518144998,1747479,,MCD
ISHARES TR,464287861,473335610,8954514,,
INTEL CORP,458140100,467949356,9312425,,INTC
ISHARES TR,464287234,453200919,11270851,,
QUALCOMM INC,747525103,448216614,3099057,,
ISHARES TR,464288430,446373754,7700082,,
AMGEN INC,031162100,438290115,1521735,,AMGN
WALMART INC,931142103,434813361,2758093,,WMT
ABBOTT LABS,002824100,430846561,3914296,,
ADVANCED MICRO DEVICES INC,007903107,425034476,2883349,,AMD
NETFLIX INC,64110L106,422548546,867870,,NFLX
THERMO FISHER SCIENTIFIC INC,883556102,419728562,790762,,TMO
ACCENTURE PLC IRELAND,G1151C101,411960620,1173978,,
APPLIED MATLS INC,038222105,407845752,2516479,,
ISHARES TR,464287150,404430985,3843305,,
CISCO SYS INC,17275R102,400772078,7932939,,
LINDE PLC,G54950103,397317158,967391,,LIN
PFIZER INC,717081103,392691080,13639843,,PFE
CHEVRON CORP NEW,166764100,378488876,2537469,,CVX
WELLS FARGO CO NEW,949746101,368637275,7489583,,
MEDTRONIC PLC,G5960L103,358177613,4347871,,MDT
ELEVANCE HEALTH INC,036752103,358158308,759518,,
COMCAST CORP NEW,20030N101,356027183,8119206,,CCZ
S&P GLOBAL INC,78409V104,352020413,799102,,SPGI
BOOKING HOLDINGS INC,09857L108,349468567,98519,,BKNG
DANAHER CORPORATION,235851102,344394007,1488692,,
HONEYWELL INTL INC,438516106,342546396,1633429,,
SERVICENOW INC,81762P102,341383033,483210,,
INTUIT,461202103,333792271,534042,,
LOCKHEED MARTIN CORP,539830109,328327962,724402,,LMT
TJX COS INC NEW,872540109,326028681,3475415,,
VERIZON COMMUNICATIONS INC,92343V104,324736942,8613712,,VZ
CITIGROUP INC,172967424,324570196,6309685,,C-PR
SELECT SECTOR SPDR TR,81369Y803,314636277,1634644,,
DISNEY WALT CO,254687106,313025498,3466890,,
ORACLE CORP,68389X105,304527280,2888431,,ORCL-PD
CATERPILLAR INC,149123101,299429444,1012715,,CAT
ISHARES TR,464287465,298587260,3962671,,
TEXAS INSTRS INC,882508104,294524879,1727824,,
PROLOGIS INC.,74340W103,293852785,2204447,,
ISHARES TR,46435G425,292792270,2790624,,
BRISTOL-MYERS SQUIBB CO,110122108,289645514,5645011,,
NIKE INC,654106103,285403930,2628755,,
INTERNATIONAL BUSINESS MACHS,459200101,275875486,1686796,,
INTUITIVE SURGICAL INC,46120E602,273714337,811342,,ISRG
VERTEX PHARMACEUTICALS INC,92532F100,264489486,650027,,
LAM RESEARCH CORP,512807108,261183530,333457,,LRCX
STRYKER CORPORATION,863667101,260957230,871426,,SYK
UNION PAC CORP,907818108,260909108,1062247,,
GILEAD SCIENCES INC,375558103,254705647,3144126,,
AMERICAN EXPRESS CO,025816109,254171672,1356740,,AXP
GOLDMAN SACHS GROUP INC,38141G104,253798469,657901,,GS-PD
BOEING CO,097023105,252564943,968944,,BA-PA
RTX CORPORATION,75513E101,249954698,2970700,,RTX
GENERAL ELECTRIC CO,369604301,247720258,1940925,,GE
STARBUCKS CORP,855244109,247257241,2575328,,SBUX
BOSTON SCIENTIFIC CORP,101137107,240936645,4167733,,BSX
THE CIGNA GROUP,125523100,240781756,804080,,
MARSH & MCLENNAN COS INC,571748102,240466987,1269156,,
LOWES COS INC,548661107,239234796,1074971,,
CONOCOPHILLIPS,20825C104,237223750,2043799,,COP
UNITED PARCEL SERVICE INC,911312106,234101948,1488914,,UPS
MORGAN STANLEY,617446448,232472903,2493007,,MS-PQ
AT&T INC,00206R102,232126684,13833533,,T-PC
NEXTERA ENERGY INC,65339F101,226325136,3726130,,NEE-PS
AMERICAN TOWER CORP NEW,03027X100,223714069,1036289,,
UBER TECHNOLOGIES INC,90353T100,223571691,3631179,,
BP PLC,055622104,218210638,6164142,,BPPFF
MONDELEZ INTL INC,609207105,217777599,3006732,,
REGENERON PHARMACEUTICALS,75886F107,216336880,246316,,
BLACKROCK INC,09247X101,214082213,263713,,
MOODYS CORP,615369105,212097904,543061,,
MCKESSON CORP,58155Q103,208683142,450739,,MCK
GENERAL MTRS CO,37045V100,206630518,5752520,,
KLA CORP,482480100,203857841,350693,,KLAC
DEERE & CO,244199105,203649392,509289,,DE
ILLINOIS TOOL WKS INC,452308109,203605438,777298,,
EATON CORP PLC,G29183103,201806438,837997,,ETN
CVS HEALTH CORP,126650100,201652944,2553862,,CVS
ISHARES TR,46432F339,201257209,1367794,,
CADENCE DESIGN SYSTEM INC,127387108,200875599,737510,,
PALO ALTO NETWORKS INC,697435105,199683890,677170,,PANW
ISHARES TR,46436E619,199090826,4602192,,
NEXTERA ENERGY PARTNERS LP,65341B106,198686167,6533580,,
MICRON TECHNOLOGY INC,595112103,192967224,2261158,,MU
ZOETIS INC,98978V103,192049892,973045,,ZTS
ISHARES INC,464286608,188294246,3969103,,
CHUBB LIMITED,H1467J104,185837540,822290,,
AUTOMATIC DATA PROCESSING IN,053015103,185079056,794433,,
ISHARES TR,464287184,184694700,7686005,,
PHILIP MORRIS INTL INC,718172109,182971582,1944851,,
ISHARES INC,46434G103,182609328,3610307,,
SCHWAB CHARLES CORP,808513105,182400152,2651165,,SCHW-PJ
ISHARES TR,464287622,180549750,688438,,
ANALOG DEVICES INC,032654105,178495711,898951,,ADI
BECTON DICKINSON & CO,075887109,178099284,730424,,BDX
BANK AMERICA CORP,060505682,174840327,145062,,
T-MOBILE US INC,872590104,174702302,1089642,,
EQUINIX INC,29444U700,173999677,216044,,EQIX
BLOCK INC,852234103,173684707,2245439,,
PROGRESSIVE CORP,743315103,173306834,1088064,,
SYNOPSYS INC,871607107,172722440,335442,,SNPS
DUKE ENERGY CORP NEW,26441C204,171215920,1764385,,DUK-PA
TE CONNECTIVITY LTD,H84989104,168301719,1197877,,
MARATHON PETE CORP,56585A102,163873412,1104566,,
ISHARES TR,464289511,163429574,3101719,,
PHILLIPS 66,718546104,158038245,1187008,,PSX
ISHARES TR,464287804,158010468,1459681,,
SHERWIN WILLIAMS CO,824348106,157959884,506444,,SHW
METLIFE INC,59156R108,156799983,2371087,,MET-PF
NORTHROP GRUMMAN CORP,666807102,154126200,329231,,
ISHARES TR,464287309,152512029,2030786,,
ARCHER DANIELS MIDLAND CO,039483102,151805501,2101987,,
BLACKSTONE INC,09260D107,151285915,1155560,,BX
FISERV INC,337738108,149996020,1129148,,FISV
HUMANA INC,444859102,149804588,327220,,HUM
3M CO,88579Y101,149263560,1365382,,MMM
CENCORA INC,03073E105,149199944,726458,,
TRAVELERS COMPANIES INC,89417E109,148866030,781490,,
CINTAS CORP,172908105,148557498,246503,,CTAS
AGILENT TECHNOLOGIES INC,00846U101,147816418,1063198,,
FEDEX CORP,31428X106,147585228,583410,,FDX
KIMBERLY-CLARK CORP,494368103,146587720,1206384,,
AMETEK INC,031100100,146429740,888045,,
HP INC,40434L105,145860583,4847477,,HPQ
D R HORTON INC,23331A109,143911382,946910,,
PETROLEO BRASILEIRO SA PETRO,71654V408,142548012,8925987,,
TARGET CORP,87612E106,139653776,980577,,TGT
NEXTERA ENERGY INC,65339F713,139211686,3651933,,NEE-PS
GENERAL DYNAMICS CORP,369550108,137241567,528523,,GD
IDEXX LABS INC,45168D104,136950817,246736,,
HCA HEALTHCARE INC,40412C101,136904530,505780,,
ELECTRONIC ARTS INC,285512109,136498347,997722,,EA
