name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,495084,157233,,AMZN
ALIBABA GROUP HLDG LTD,01609W102,413413,1406261,,
ALPHABET INC,02079K305,298716,203818,,GOOGN
FACEBOOK INC,30303M102,219919,839705,,
PAYPAL HLDGS INC,70450Y103,212577,1078909,,
MICROSOFT CORP,594918104,206583,982184,,MSFT
FISERV INC,337738108,205236,1991619,,FISV
LILLY ELI & CO,532457108,194874,1316541,,
DELL TECHNOLOGIES INC,24703L202,170274,2515493,,DELL
T-MOBILE US INC,872590104,159071,1390965,,
ALEXION PHARMACEUTICALS INC,015351109,156408,1366848,,
RENAISSANCERE HLDGS LTD,G7496G103,146056,860467,,
HAEMONETICS CORP,405024100,145408,1666569,,HAE
ARCH CAP GROUP LTD,G0450A105,142536,4873022,,
CSX CORP,126408103,140216,1805275,,CSX
INVESCO QQQ TR,46090E103,138920,500000,PUT,
JD.COM INC,47215P106,130422,1680479,,
RAYTHEON TECHNOLOGIES CORP,75513E101,130217,2263073,,
MERCK & CO. INC,58933Y105,128029,1543449,,
QORVO INC,74736K101,126633,981573,,
PINTEREST INC,72352L106,120167,2894884,,
DANAHER CORPORATION,235851102,116853,542670,,
LAS VEGAS SANDS CORP,517834107,116734,2501802,,LVS
NXP SEMICONDUCTORS N V,N6596X109,113104,906207,,
ACTIVISION BLIZZARD INC,00507V109,108960,1346010,,
ADVANCED MICRO DEVICES INC,007903107,108613,1324712,,AMD
CHUBB LIMITED,H1467J104,103432,890732,,
REPLIGEN CORP,759916109,98441,667219,,RGEN
ARENA PHARMACEUTICALS INC,040047607,97974,1309986,,
MONSTER BEVERAGE CORP NEW,61174X109,96990,1209357,,MNST
CAPITAL ONE FINL CORP,14040H105,95525,1329319,,
NATERA INC,632307104,91610,1268133,,
MACROGENICS INC,556099109,90560,3595079,,MGNX
CITIGROUP INC,172967424,90531,2100000,CALL,C-PR
ROSS STORES INC,778296103,90011,964545,,
LULULEMON ATHLETICA INC,550021109,89993,273227,,LULU
BOOKING HOLDINGS INC,09857L108,89705,52438,,BKNG
HCA HEALTHCARE INC,40412C101,88418,709159,,
MERCADOLIBRE INC,58733R102,88384,81650,,MELI
NICE LTD,653656108,85914,378427,,NCSYF
HP INC,40434L105,85056,4478973,,HPQ
FIDELITY NATIONAL FINANCIAL,31620R303,81753,2611082,,
BRISTOL-MYERS SQUIBB CO,110122108,81065,1344589,,
SENSATA TECHNOLOGIES HLDNG P,G8060N102,79855,1851057,,
MONDELEZ INTL INC,609207105,79853,1389960,,
PALO ALTO NETWORKS INC,697435105,77246,315611,,PANW
TWILIO INC,90138F102,77000,311628,,TWLO
JABIL INC,466313103,76301,2227126,,JBL
VISA INC,92826C839,75555,377832,,V
ROYAL DUTCH SHELL PLC,780259206,73334,2913548,,
TRANSDIGM GROUP INC,893641100,71800,151120,,TDG
BIOMARIN PHARMACEUTICAL INC,09061G101,71796,943693,,BMRN
SKYWORKS SOLUTIONS INC,83088M102,71562,491835,,
BILL COM HLDGS INC,090043100,71230,710098,,
AVANTOR INC,05352A100,71048,3159079,,
YUM BRANDS INC,988498101,69345,759534,,YUM
MAGELLAN HEALTH INC,559079207,69176,912857,,
NOVARTIS AG,66987V109,69127,794930,,NVSEF
WORKDAY INC,98138H101,68930,320411,,
COCA COLA CO,191216100,68765,1392854,,KO
NEXTERA ENERGY INC,65339F101,68446,246600,,NEE-PS
KANSAS CITY SOUTHERN,485170302,68369,378084,,
CONMED CORP,207410101,66676,847537,,CNMD
DOLLAR TREE INC,256746108,66636,729533,,
ZENDESK INC,98936J101,66376,644924,,
MCKESSON CORP,58155Q103,65016,436557,,MCK
EQUINOR ASA,29446M102,64738,4604389,,STOHF
NOVAVAX INC,670002401,64730,597419,,NVAX
MONGODB INC,60937P106,64326,277854,,
PAGSEGURO DIGITAL LTD,G68707101,64038,1698175,,PAGS
AMETEK INC,031100100,62339,627154,,
DEXCOM INC,252131107,61964,150315,,DXCM
MICRON TECHNOLOGY INC,595112103,61368,1306810,,MU
SYNCHRONY FINANCIAL,87165B103,60362,2306551,,SYF-PB
BAUSCH HEALTH COS INC,071734107,59507,3829257,,
APPLIED MATLS INC,038222105,58832,989597,,
L BRANDS INC,501797104,58276,1832004,,
CONSTELLATION BRANDS INC,21036P108,57626,304077,,
ARROWHEAD PHARMACEUTICALS IN,04280A100,57395,1332899,,
COPART INC,217204106,55982,532354,,CPRT
PROOFPOINT INC,743424103,55881,529426,,
MEDTRONIC PLC,G5960L103,54354,523035,,MDT
ADVANCE AUTO PARTS INC,00751Y106,54099,352435,,AAP
IMMUNOVANT INC,45258J102,53252,1513266,,
SHOCKWAVE MED INC,82489T104,53077,700227,,
GW PHARMACEUTICALS PLC,36197T103,52780,542164,,
ZILLOW GROUP INC,98954M200,52717,518921,,
HOLOGIC INC,436440101,51763,778744,,
INTUIT,461202103,51703,158495,,
ZIMMER BIOMET HOLDINGS INC,98956P102,51540,378582,,
PTC THERAPEUTICS INC,69366J200,51230,1095829,,
ORACLE CORP,68389X105,51163,857000,,ORCL-PD
LENNOX INTL INC,526107107,50948,186888,,
OLD DOMINION FREIGHT LINE IN,679580100,50880,281227,,
SONOS INC,83570H108,49387,3253413,,SONO
SELECT MED HLDGS CORP,81619Q105,49071,2356900,,
ENPHASE ENERGY INC,29355A107,48921,592336,,
GLOBAL PMTS INC,37940X102,48384,272461,,
JAZZ PHARMACEUTICALS PLC,G50871105,46526,326289,,JAZZ
AUTOZONE INC,053332102,45857,38940,,AZO
RACKSPACE TECHNOLOGY INC,750102105,45452,2356247,,
BANDWIDTH INC,05988J103,45263,259284,,BAND
ON SEMICONDUCTOR CORP,682189105,44853,2067925,,ON
AMERICAN EAGLE OUTFITTERS IN,02553E106,44599,3011428,,
SCHLUMBERGER LTD,806857108,44558,2863624,,
UNITED THERAPEUTICS CORP DEL,91307C102,44493,440527,,UTHR
CONCHO RES INC,20605P101,44306,1004210,,
RINGCENTRAL INC,76680R206,44218,161020,,
ISHARES TR,464287242,44050,327000,,
DOLLAR GEN CORP NEW,256677105,43565,207828,,
MELCO RESORTS AND ENTMNT LTD,585464100,43368,2604709,,
GENTEX CORP,371901109,42591,1654014,,GNTX
LAUDER ESTEE COS INC,518439104,41818,191608,,
ISHARES TR,464287655,40818,272500,PUT,
TARGA RES CORP,87612G101,40628,2895805,,
OTIS WORLDWIDE CORP,68902V107,40239,644642,,OTIS
SHOPIFY INC,82509L107,40236,39333,,SHOP
AVAYA HLDGS CORP,05351X101,40223,2646245,,
LIBERTY BROADBAND CORP,530307305,40160,281098,,LBRDP
CIGNA CORP NEW,125523100,40001,236120,,
PARKER-HANNIFIN CORP,701094104,39882,197102,,PH
LABORATORY CORP AMER HLDGS,50540R409,39796,211375,,
MYLAN NV,N59465109,39631,2672364,,
THERMO FISHER SCIENTIFIC INC,883556102,39571,89625,,TMO
OMNICOM GROUP INC,681919106,39429,796546,,OMC
CIMAREX ENERGY CO,171798101,39371,1618195,,
FLAGSTAR BANCORP INC,337930705,39130,1320627,,
SEAWORLD ENTMT INC,81282V100,38614,1958089,,
ACADIA HEALTHCARE COMPANY IN,00404A109,38410,1302924,,
21VIANET GROUP INC,90138A103,38182,1648638,,
AVERY DENNISON CORP,053611109,38066,297759,,AVY
VONAGE HLDGS CORP,92886T201,37830,3697940,,
HERSHEY CO,427866108,37603,262336,,HSY
AON PLC,G0403H108,37485,181702,,AON
PPD INC,69355F102,37414,1011470,,
CHEMOCENTRYX INC,16383L106,37225,679281,,
PERSPECTA INC,715347100,37225,1913865,,
TJX COS INC NEW,872540109,37076,666238,,
DUKE ENERGY CORP NEW,26441C204,36722,414654,,DUK-PA
SANOFI,80105N105,36565,728824,,SNYNF
TEMPUR SEALY INTL INC,88023U101,36396,408068,,
AMPHENOL CORP NEW,032095101,35938,331931,,
TEXAS ROADHOUSE INC,882681109,35765,588340,,
VERTEX PHARMACEUTICALS INC,92532F100,35430,130200,,
ISHARES TR,464287184,34860,830000,CALL,
MARKEL CORP,570535104,34846,35787,,
CROWDSTRIKE HLDGS INC,22788C105,34842,253729,,
CYTOKINETICS INC,23282W605,34777,1606350,,CYTK
AURINIA PHARMACEUTICALS INC,05156V102,34523,2343751,,AUPH
HORIZON THERAPEUTICS PUB L,G46188101,34433,443270,,
TTM TECHNOLOGIES INC,87305R109,34334,3009137,,TTMI
TARGET CORP,87612E106,34282,217775,,TGT
CHARTER COMMUNICATIONS INC N,16119P108,34187,54757,,
DEVON ENERGY CORP NEW,25179M103,33954,3589209,,
DXC TECHNOLOGY CO,23355L106,33888,1898480,,DXC
UNIQURE NV,N90064101,33873,919710,,
UNION PAC CORP,907818108,33839,171885,,
ALLY FINL INC,02005N100,33784,1347572,,
IHS MARKIT LTD,G47567105,33660,428732,,
GENERAC HLDGS INC,368736104,33598,173506,,
STMICROELECTRONICS N V,861012102,33425,1089119,,
ANGI HOMESERVICES INC,00183L102,33289,3000363,,
SNAP INC,83304A106,33246,1273308,,SNAP
FIVE9 INC,338307101,33081,255100,,
BIOGEN INC,09062X103,32891,115943,,BIIB
VOYA FINANCIAL INC,929089100,32795,684224,,
CERIDIAN HCM HLDG INC,15677J108,32748,396229,,
TALEND S A,874224207,32402,829958,,
HOLLYFRONTIER CORP,436106108,32253,1636372,,
