name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
LIBERTY BROADBAND CORP,530307305,631058,4202850,,LBRDP
D R HORTON INC,23331A109,392819,4407755,,
INVESCO QQQ TR,46090E103,353096,1106434,,
AMAZON COM INC,023135106,213473,68994,,AMZN
ISHARES TR,464287242,206270,1586081,,
VIACOMCBS INC,92556H206,194287,4307919,,
QUANTUMSCAPE CORP,74767V109,148349,3315063,,QS
ALPHABET INC,02079K305,142324,69005,,GOOGN
ACTIVISION BLIZZARD INC,00507V109,134684,1448214,,
VICI PPTYS INC,925652109,92829,3287145,,
UPSTART HLDGS INC,91680M107,77343,600208,,
BAIDU INC,056752108,76968,353795,,
SEA LTD,81141RAD2,75587,17000000,,SE
ARAMARK,03852U106,73686,1950400,,ARMK
T-MOBILE US INC,872590104,68947,550303,,
SPDR S&P 500 ETF TR,78462F103,63413,160000,PUT,
ISHARES TR,464288646,60859,1113000,,
ISHARES TR,464287655,55235,250000,PUT,
ZILLOW GROUP INC,98954MAG6,52483,17500000,,
AMERICAN AIRLS GROUP INC,02376RAF9,51448,29959000,,
DENBURY INC,24790A101,47890,1000000,,
HAIN CELESTIAL GROUP INC,405217100,47524,1090000,,HAIN
ELANCO ANIMAL HEALTH INC,28414H103,47120,1600000,,ELAN
VIPSHOP HOLDINGS LIMITED,92763W103,46412,1554311,,
DISNEY WALT CO,254687106,46148,250095,,
TEXAS INSTRS INC,882508104,44603,236009,,
ANALOG DEVICES INC,032654105,42197,272100,,ADI
OTIS WORLDWIDE CORP,68902V107,41174,601513,,OTIS
GOLAR LNG LTD,38046YAB7,39263,40250000,,GLNG
GENERAL MTRS CO,37045V100,37636,655002,,
ZILLOW GROUP INC,98954MAE1,37033,12500000,,
SPDR SER TR,78464A474,34848,1113000,,
ALLY FINL INC,02005N100,34591,765128,,
LPL FINL HLDGS INC,50212V100,34053,239538,,
TENCENT MUSIC ENTMT GROUP,88034P109,33836,1651340,,
TWITTER INC,90184LAF9,33399,25050000,,
FOCUS FINL PARTNERS INC,34417P100,29345,705070,,
ISHARES TR,464288414,28014,241400,,
MAXIM INTEGRATED PRODS INC,57772K101,27619,302278,,
ONEMAIN HLDGS INC,68268W103,26709,497181,,
SYNCHRONY FINANCIAL,87165B103,26041,640465,,SYF-PB
WAYFAIR INC,94419LAD3,26008,9500000,,W
SOUTHWEST AIRLS CO,844741BG2,24917,14500000,,
VARIAN MED SYS INC,92220P105,24439,138440,,
LIBERTY LATIN AMERICA LTD,53069QAB5,24203,24442000,,LILAP
INTERNATIONAL FLAVORS&FRAGRA,459506101,24069,172400,,
CLARIVATE PLC,G21810109,22432,850000,,CLVT
INTERCEPT PHARMACEUTICALS IN,45845PAB4,20801,32298000,,
NXP SEMICONDUCTORS N V,N6596X109,20179,100222,,
ACORDA THERAPEUTICS INC,00484MAC0,19881,28001000,,
LAS VEGAS SANDS CORP,517834107,18848,310200,,LVS
IQIYI INC,46267X108,18693,1124752,,
BEST INC,08653CAB2,18058,25819000,,
SELECT SECTOR SPDR TR,81369Y886,17291,270000,,
WAYFAIR INC,94419LAF8,16652,7450000,,W
CORENERGY INFRASTRUCTURE TR,21870UAC0,15636,17010000,,
INFINERA CORP,45667GAE3,15362,10500000,,
QUALCOMM INC,747525103,15039,113424,,
EQUITABLE HLDGS INC,29452E101,14936,457871,,
OPENDOOR TECHNOLOGIES INC,683712103,14823,699512,,OPENZ
DISCOVERY INC,25470F302,14756,400000,,
SELECT SECTOR SPDR TR,81369Y506,14718,300000,,
GRANITE CONSTR INC,387328AB3,14618,10500000,,
VEONEER INC,92336XAA7,14479,10800000,,
GREEN PLAINS INC,393222AK0,14004,12500000,,GPRE
CAESARS ENTERTAINMENT INC NE,12769G100,13577,155259,,
GOSSAMER BIO INC,38341PAA0,13569,14887000,,
ACORDA THERAPEUTICS INC,00484MAA4,13513,13650000,,
MICRON TECHNOLOGY INC,595112103,13495,152984,,MU
INVACARE CORP,461203AL5,13400,13500000,,
EVOLENT HEALTH INC,30050BAD3,13190,14168000,,
FREEPORT-MCMORAN INC,35671D857,13172,400000,CALL,FCX
BGC PARTNERS INC,05541T101,12644,2617879,,
DBX ETF TR,233051879,12552,325000,,
ARCELORMITTAL SA LUXEMBOURG,03938L203,12458,427079,,
BRIGHTSPHERE INVT GROUP INC,10948W103,12401,608478,,
AXALTA COATING SYS LTD,G0750C108,11917,402890,,
LITHIA MTRS INC,536797103,11717,30037,,
APTIV PLC,G6095L109,10974,79579,,APTV
OMEROS CORP,682143AE2,10289,8445000,,OMER
SOUTH JERSEY INDS INC,838518306,9995,200000,,
NIKE INC,654106103,9907,74547,,
WESTERN ALLIANCE BANCORP,957638109,9793,103695,,WAL-PA
LIVE NATION ENTERTAINMENT IN,538034AQ2,9773,7000000,,
INVACARE CORP,461203AJ0,9242,9500000,,
SERVICENOW INC,81762P102,9010,18017,,
INTERCEPT PHARMACEUTICALS IN,45845PAA6,8724,10545000,,
DISCOVERY INC,25470F104,8692,200000,,
INFINERA CORP,45667GAC7,8480,7183000,,
BOOKING HOLDINGS INC,09857L108,8397,3604,,BKNG
LANNETT CO INC,51602UAC2,8333,13500000,,
TIMKENSTEEL CORPORATION,887399AA1,8291,7915000,,
TOTAL SE,89151E109,8145,175000,,
TWO HBRS INVT CORP,90187BAB7,7451,6837000,,
SOUTH JERSEY INDS INC,838518108,7113,315000,,
FARFETCH LTD,30744W107,6628,125000,,
CME GROUP INC,12572Q105,6133,30028,,CME
GREENLIGHT CAP RE LTD,395366AB3,5995,6514000,,
WAYFAIR INC,94419L101,5968,18960,,W
ATLASSIAN CORP PLC,G06242104,5691,27000,,
INTERCONTINENTAL EXCHANGE IN,45866F104,5569,49864,,
DATADOG INC,23804L103,5147,61760,,
JAWS MUSTANG ACQUISITION COR,G50737116,5075,500000,,
FIGURE ACQUISITION CORP I,302438205,5060,500000,,
CAPITOL INVESTMENT CORP V,14064F100,5050,500000,,
DECARBONIZATION PLUS ACQU II,242794204,5030,500000,,
AUSTERLITZ ACQUISITION CORP,G0633D117,5020,500000,,
SPARTAN ACQUISITION CORP III,84677R205,5015,500000,,
ATLAS CREST INVESTMENT CORP,049287204,5003,500000,,
ARCLIGHT CLEAN TRANSITION II,G0R21B120,5000,500000,,
ARES ACQUISITION CORPORATION,G33032114,5000,500000,,
NOVUS CAPITAL CORPORATION II,67012W203,5000,500000,,
FTAC HERA ACQUISITION CORP,G3728Y129,4995,500000,,
CHURCHILL CAPITAL CORP VII,17144M201,4985,500000,,
RMG ACQUISITION CORP III,G76088114,4975,500000,,
ESM ACQUISITION CORPORATION,G3195H120,4970,500000,,
PERIDOT ACQUISITION CORP II,G7008B113,4970,500000,,
FUSION ACQUISITION CORP II,36118N201,4965,500000,,
LERER HIPPEAU ACQUISITION CO,526749106,4950,500000,,
DIGITAL TRANSFORMATN OPT COR,25401K206,4945,500000,,
M3 BRIGADE ACQUISITION II CO,553800202,4942,498198,,
TAILWIND TWO ACQUISITION COR,G86613117,4940,500000,,
COLONNADE ACQUISITION CORP I,G2284B127,4925,500000,,
HARTFORD FINL SVCS GROUP INC,416515104,4909,73500,,
LEO HOLDINGS III CORP,G5463T116,4900,500000,,
TCW SPECIAL PURPOSE ACQU COR,87301L205,4789,481348,,
SVB FINANCIAL GROUP,78486Q101,4739,9600,,
COURSERA INC,22266M104,4725,105000,,
DANIMER SCIENTIFIC INC,236272100,4719,125000,,
GOLDEN STAR RES LTD CDA,38119TAG9,4655,4365000,,
SOTERA HEALTH CO,83601L102,4475,179274,,SHC
WARNER MUSIC GROUP CORP,934550203,4463,130000,,WMG
APPLIED OPTOELECTRONICS INC,03823UAB8,4384,5000000,,
ENTERPRISE PRODS PARTNERS L,293792107,4184,190000,,
CHENIERE ENERGY INC,16411RAG4,4070,5000000,,
KIMCO RLTY CORP,49446R109,4067,216885,,
SOARING EAGLE ACQUISITION CO,G8354H100,4048,400000,,
INDEPENDENCE HOLDINGS CORP,G4761A119,4000,400000,,
APOLLO STRATEGIC GRWT CPTL I,G0412A110,3992,400000,,
VECTOR ACQUISITION CORP II,G9460A104,3960,400000,,
AVERY DENNISON CORP,053611109,3857,21000,,AVY
CONSOLIDATED EDISON INC,209115104,3740,50000,,ED
HAEMONETICS CORP MASS,405024100,3686,33200,,
ENERGY TRANSFER LP,29273V100,3669,477750,,ET-PI
KALEYRA INC,483379103,3666,260000,,
NISOURCE INC,65473P105,3617,150000,,NI
MAGELLAN MIDSTREAM PRTNRS LP,559080106,3543,81700,,
PG&E CORP,69331C108,3513,300000,,PCG-PX
SEMPRA ENERGY,816851109,3315,25000,,
SALESFORCE COM INC,79466L302,3178,15000,,
AUTOHOME INC,05278C107,3083,33050,,ATHM
ORION ACQUISITION CORP,68626A207,3000,300000,,
GORES HOLDINGS VII INC,38286T200,2988,300000,,
LANDCADIA HOLDINGS IV INC,51477A203,2970,300000,,
PATHFINDER ACQUISITION CORP,G04119114,2970,300000,,
TAILWIND INTERNATNAL ACQ COR,G8662F127,2967,300000,,
FINTECH EVOLUTION ACQUIS GRO,G3R19A112,2961,300000,,
ALCON AG,H01301128,2797,39858,,
ISOS ACQUISITION CORPORATION,G4962C120,2706,271702,,
ITHAX ACQUISITION CORP,G49775110,2505,250000,,
GORES TECHNOLOGY PARTNERS II,38287L206,2495,250000,,
TLG ACQUISITION ONE CORP,87257M207,2480,250000,,
NOBLE ROCK ACQUISITION CORP,G6546R127,2473,250000,,
DECARBONIZATION PLUS ACQU CO,242797108,2429,231509,,
ONE EQUITY PARTNERS OPEN WTR,68237L204,2393,240000,,
TZP STRATEGIES ACQUISTN CORP,G91595127,2390,240000,,
MASON INDUSTRIAL TECHNOLGY I,57520Y205,2386,240000,,
ALTIMAR ACQUISITION CORP II,G03709113,2040,200000,,
SUPERNOVA PARTNERS ACQUISTN,G8T86C113,2008,200000,,
AUSTERLITZ ACQUISITION CORP,G0633U119,2006,200000,,
FIRST RESERVE SUSTAINABLE GW,336169206,2000,200000,,
GORES HLDGS VIII INC,382863207,2000,200000,,
CARTESIAN GROWTH CORP,G19276123,1990,200000,,
EJF ACQUISITION CORP,G2955B117,1990,200000,,
NORTHERN STAR INVEST CORP II,66574L209,1990,200000,,
SOCIAL LEVERAGE ACQUISN CORP,83363K201,1990,200000,,
DHB CAPITAL CORP,23291W208,1984,200000,,
NORTHERN STAR INVEST CORP IV,66575B200,1984,200000,,
BOA ACQUISITION CORP,05601A208,1982,200000,,
ALKURI GLOBAL ACQUISITION CO,66981N202,1976,200000,,
RXR ACQUISITION CORP,74981W206,1970,200000,,
SENSEONICS HLDGS INC,81727UAA3,1956,1750000,,
UDR INC,902653104,1943,44300,,
ECP ENVIRONMENTAL GW OPT COR,26829T209,1764,175000,,
WESTERN MIDSTREAM PARTNERS L,958669103,1758,94550,,
FIRSTENERGY CORP,337932107,1735,50000,,FE
UBER TECHNOLOGIES INC,90353T100,1712,31406,,
ARRIVAL GROUP,L0423Q108,1606,100000,,
HOWARD HUGHES CORP,44267D107,1497,15734,,
FINSERV ACQUISITION CORP II,31809Y202,1495,150000,,
HUDSON EXECUTIVE INVES III,44376L206,1488,150000,,
KAIROS ACQUISITION CORP,G52110122,1487,148547,,
DRAGONEER GROWTH OPT CORP II,G28315102,1264,125000,,
GORES TECHNOLOGY PARTNERS IN,382870202,1251,125000,,
ITRON INC,465741106,1250,14104,,
SNOWFLAKE INC,833445109,1146,5000,,SNOW
