name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALIBABA GROUP HLDG LTD,01609W102,1840763,6261524,,
VEEVA SYS INC,922475108,1634895,5814201,,
FIDELITY NATL INFORMATION SV,31620M106,1597774,10853704,,
ALPHABET INC,02079K305,1396223,952663,,GOOGN
IHS MARKIT LTD,G47567105,1216829,15499034,,
LOWES COS INC,548661107,1168454,7044821,,
FEDEX CORP,31428X106,1159575,4610268,,FDX
ZOOM VIDEO COMMUNICATIONS IN,98980L101,1083957,2305752,,
BAIDU INC,056752108,1067717,8434447,,
NXP SEMICONDUCTORS N V,N6596X109,1062135,8510019,,
MICROSOFT CORP,594918104,998554,4747557,,MSFT
ATLASSIAN CORP PLC,G06242104,987039,5429558,,
ADVANCED MICRO DEVICES INC,007903107,984996,12013617,,AMD
ARCH CAP GROUP LTD,G0450A105,936399,32013642,,
AON PLC,G0403H108,921991,4469177,,AON
ASCENDIS PHARMA A/S,04351P101,866540,5615217,,ASND
COGNIZANT TECHNOLOGY SOLUTIO,192446102,783448,11285619,,
FORTIVE CORP,34959J108,781284,10251723,,FTV
FACEBOOK INC,30303M102,772575,2949886,,
BERKSHIRE HATHAWAY INC DEL,084670702,763159,3583914,,BRK-A
VISA INC,92826C839,719116,3596118,,V
DANAHER CORPORATION,235851102,701700,3258718,,
GLOBAL PMTS INC,37940X102,693662,3906194,,
BOOKING HOLDINGS INC,09857L108,685726,400850,,BKNG
WILLIS TOWERS WATSON PLC LTD,G96629103,679663,3254779,,WTW
NICE LTD,653656108,677549,2984405,,NCSYF
DENTSPLY SIRONA INC,24906P109,677536,15493615,,XRAY
AMAZON COM INC,023135106,673598,213927,,AMZN
EXPEDIA GROUP INC,30212P303,668100,7286513,,
ZYNGA INC,98986T108,639214,70089303,,
TELEFONICA BRASIL SA,87936R106,637559,83123747,,
NEXTERA ENERGY INC,65339F101,636521,2293273,,NEE-PS
ACTIVISION BLIZZARD INC,00507V109,620690,7667573,,
BOSTON SCIENTIFIC CORP,101137107,603170,15785671,,BSX
PAGSEGURO DIGITAL LTD,G68707101,583866,15483047,,PAGS
ANTHEM INC,036752103,576650,2146952,,
MARSH & MCLENNAN COS INC,571748102,572869,4994503,,
PROGRESSIVE CORP,743315103,572801,6050505,,
ARISTA NETWORKS INC,040413106,571911,2763791,,
BANK NEW YORK MELLON CORP,064058100,567545,16527226,,
HUBSPOT INC,443573100,564638,1932169,,HUBS
CERIDIAN HCM HLDG INC,15677J108,556921,6738306,,
ALPHABET INC,02079K107,552689,376081,,GOOGN
L3HARRIS TECHNOLOGIES INC,502431109,551638,3247985,,
MEDTRONIC PLC,G5960L103,545303,5247337,,MDT
AGILENT TECHNOLOGIES INC,00846U101,545033,5399578,,
TRIP COM GROUP LTD,89677Q107,544397,17482256,,
APTIV PLC,G6095L109,544082,5934575,,APTV
AMERICAN EXPRESS CO,025816109,532236,5309083,,AXP
CITIGROUP INC,172967424,505999,11737395,,C-PR
CHEGG INC,163092109,500504,7005934,,
TJX COS INC NEW,872540109,499242,8971099,,
NETFLIX INC,64110L106,497289,994518,,NFLX
ARGENX SE,04016X101,492625,1876525,,ARGX
DEXCOM INC,252131107,457689,1110276,,DXCM
HALOZYME THERAPEUTICS INC,40637H109,407811,15517924,,
NVIDIA CORPORATION,67066G104,401363,741589,,NVDA
ZSCALER INC,98980G102,396482,2818127,,
SOUTHWEST AIRLS CO,844741108,391380,10436794,,
