name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VISTRA ENERGY CORP,92840M102,637347,28151399,,
TORM PLC,G89479102,413978,47600172,,TRMD
STAR BULK CARRIERS CORP,Y8162K204,361043,37413697,,SBLK
ALLY FINANCIAL INC,02005N100,339140,10943541,,ALLY
SPDR S&P 500 ETF TRUST,78462F103,237330,810000,PUT,SPY
CAESARS ENTERTAINMENT CORP,127686103,180255,15250000,,
EAGLE BULK SHIPPING INC,Y2187A143,141658,27034083,,
NMI HOLDINGS INC,629209305,141266,4975911,,
BERRY PETROLEUM CORP,08579X101,136653,12891717,,
TAIWAN SEMICONDUCTOR-SP ADR,874039100,114362,2919573,,
ITAU UNIBANCO H-SPON PRF ADR,465562106,112323,11923666,,
ICICI BANK LTD-SPON ADR,45104G104,108728,8635910,,
VANECK VECTORS SEMICONDUCTOR ETF,92189F676,82635,750000,PUT,
PETROLEO BRASIL-SP PREF  ADR,71654V101,79349,5587814,,
EURONAV NV,B38564108,76532,8107246,,
EXANTAS CAPITAL CORP,76120WAC8,72815,71093000,,
INFINERA CORP,45667G103,61038,20975384,,
CNOOC LTD-SPON ADR,126132109,59112,346997,,
MICRON TECHNOLOGY INC,595112103,57885,1500000,PUT,MU
ANGLOGOLD ASHANTI-SPON ADR,035128206,53399,2998204,,
AZUL SA-ADR,05501U106,50718,1516668,,
CENTURY COMMUNITIES INC,156504300,48349,1819003,,
SUPER MICRO COMPUTER INC,86800U104,46440,2400000,,
BRF SA-ADR,10552T107,42544,5597803,,
INFOSYS LTD-SP ADR,456788108,39301,3672938,,
PETROLEO BRASILEIRO-SPON ADR,71654V408,34268,2200848,,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,33638,3250000,,MX
BONANZA CREEK ENERGY INC,097793400,33125,1586383,,
DISH NETWORK CORP,25470MAB5,32734,33584000,,
MGIC INVESTMENT CORP,552848103,29171,2220000,,MTG
PG&E CORP,69331C108,27848,1215000,,PCG-PX
COLONY CAPITAL INC,19624RAB2,27691,28328000,,
WHITING PETROLEUM CORP,966387AL6,27137,27975000,,
CEMEX SAB-SPONS ADR PART CER,151290889,27023,6373331,,
SUNOPTA INC,8676EP108,26625,8092699,,
PENNYMAC CORP,70932AAB9,26497,26125000,,
SOLARCITY CORP,83416TAC4,26140,27039000,,
PRA GROUP INC,73640QAB1,26067,26192000,,PRAA
DISH NETWORK CORP,25470MAD1,26046,28081000,,
VERSO CORP,92531L207,25361,1331319,,
CIMAREX ENERGY CO,171798101,24665,415735,,
CARDTRONICS INC,14161HAG3,24500,25174000,,
HURON CONSULTING GROUP INC,447462AB8,23672,23784000,,HURN
WEIBO CORP-SPON ADR,948596101,23165,531918,,
MACQUARIE INFRASTRUCTURE CORP,55608BAB1,22724,25711000,,
SHIP FINANCE INTERNATIONAL LTD,G81075AF3,22302,21993000,,
YANDEX NV-A,N97284108,22155,583020,,
