name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
RIVIAN AUTOMOTIVE INC,76954A103,538408,16360016,,
BIOHAVEN PHARMACTL HLDG CO L,G11196105,343539,2272535,,
DUKE REALTY CORP,264411505,307832,6386556,,
AMAZON COM INC,023135106,223871,1981161,,AMZN
D R HORTON INC,23331A109,176247,2616888,,
ALLEGHANY CORP MD,017175100,169520,201961,,
INVESCO QQQ TR,46090E103,133630,500000,CALL,
OKTA INC,679295AD7,122402,145696000,,
AMERICAN AIRLINES GROUP INC,02376RAF9,114484,113054000,,AAL
ARAMARK,03852U106,114080,3656400,,ARMK
BOWLERO CORP,10258P102,108328,8800000,,
SPDR S&P 500 ETF TR,78462F103,107154,300000,CALL,
DISH NETWORK CORPORATION,25470MAF6,104250,158150000,,
LIBERTY BROADBAND CORP,530307305,102574,1389893,,LBRDP
NIO INC,62914VAE6,102175,115317000,,NIOIF
SEA LTD,81141RAG5,100938,144500000,,SE
SEA LTD,81141RAF7,99725,99225000,,SE
SNAP INC,83304AAB2,99222,114875000,,SNAP
SALESFORCE INC,79466L302,97463,677579,,
ALPHABET INC,02079K305,96941,1013500,,GOOGN
WAYFAIR INC,94419LAF8,95696,151950000,,W
SELECT SECTOR SPDR TR,81369Y506,90025,1250000,PUT,
ETSY INC,29786AAJ5,88201,65900000,,ETSY
LUMENTUM HLDGS INC,55024UAD1,84766,90500000,,
RINGCENTRAL INC,76680RAF4,83403,98500000,,
TWITTER INC,90184LAN2,82855,90000000,,
CHEMOCENTRYX INC,16383L106,81365,1575001,,
NCL CORP LTD,62886HAX9,74608,76000000,,
BLACKLINE INC,09239BAD1,73087,89500000,,
MICROSTRATEGY INC,594972AC5,72825,95642000,,
FORD MTR CO DEL,345370CZ1,71895,78000000,,
INDIE SEMICONDUCTOR INC,45569U101,66532,9089136,,
ISHARES TR,464288646,54849,1113000,,
CINEMARK HLDGS INC,17243VAB8,48918,43500000,,
MICROSTRATEGY INC,594972AE1,44954,98735000,,
SIERRA WIRELESS INC,826516106,42610,1399801,,
T-MOBILE US INC,872590104,41307,307872,,
BENTLEY SYS INC,08265TAD1,40738,53713000,,
LPL FINL HLDGS INC,50212V100,40207,184031,,
SEA LTD,81141R100,39235,700000,PUT,SE
ACCENTURE PLC IRELAND,G1151C101,37788,146862,,
FIGS INC,30260D103,34291,4156477,,
NIKE INC,654106103,33683,405235,,
INTUIT,461202103,33625,86814,,
DISH NETWORK CORPORATION,25470M109,33192,2400000,PUT,
SPDR SER TR,78464A474,32522,1113000,,
FRESHWORKS INC,358054104,29366,2264156,,FRSH
QUALCOMM INC,747525103,25573,226350,,
ISHARES TR,464288414,24763,241400,,
TESLA INC,88160R101,23779,89647,,
GREEN PLAINS INC,393222AK0,22975,19900000,,GPRE
OKTA INC,679295AF2,21956,28000000,,
APTIV PLC,G6095L109,20353,260231,,APTV
FOCUS FINL PARTNERS INC,34417P100,19398,615611,,
NIO INC,62914VAF3,19344,25330000,,NIOIF
COUPA SOFTWARE INC,22266LAC0,18962,22250000,,
ATLASSIAN CORP PLC,G06242104,18319,86987,,
BOOKING HOLDINGS INC,09857L108,17747,10800,,BKNG
SNOWFLAKE INC,833445109,17471,102797,,SNOW
GLOBAL BLOOD THERAPEUTICS IN,37890U108,17025,250000,PUT,
SELECT SECTOR SPDR TR,81369Y605,16698,550000,PUT,
ACORDA THERAPEUTICS INC,00484MAC0,16190,28001000,,
AGREE RLTY CORP,008492100,15660,231728,,
BANK NEW YORK MELLON CORP,064058100,15455,401227,,
PELOTON INTERACTIVE INC,70614WAB6,15075,22500000,,
TRANSDIGM GROUP INC,893641100,14949,28484,,TDG
ATI INC,01741RAK8,14594,8000000,,ATI
ETSY INC,29786AAL0,13823,15646000,,ETSY
UBER TECHNOLOGIES INC,90353T100,13721,517755,,
TPB ACQUISITION CORP I,G8990L101,13020,1312500,,
WAYFAIR INC,94419L101,13020,400000,PUT,W
PROTERRA INC,74374T109,12526,2515201,,
LAS VEGAS SANDS CORP,517834107,12179,324590,,LVS
AMERICAN AIRLS GROUP INC,02376R102,12040,1000000,PUT,
BLACKLINE INC,09239B109,11980,200000,PUT,
DISNEY WALT CO,254687106,11672,123736,,
COUPA SOFTWARE INC,22266LAF3,11574,15000000,,
NORWEGIAN CRUISE LINE HLDG L,G66721104,11360,1000000,PUT,
SAREPTA THERAPEUTICS INC,803607100,11220,101500,,
UNION PAC CORP,907818108,11134,57148,,
VULCAN MATLS CO,929160109,11040,70000,,
ANALOG DEVICES INC,032654105,10969,78719,,ADI
INVACARE CORP,461203AL5,10935,13500000,,
MICROSTRATEGY INC,594972408,10613,50000,PUT,
TELEDYNE TECHNOLOGIES INC,879360105,10545,31248,,TDY
ELANCO ANIMAL HEALTH INC,28414H103,10239,825037,,ELAN
ROYAL CARIBBEAN GROUP,780153BF8,10202,11000000,,
INFINERA CORP,45667GAF0,10011,10000000,,
BGC PARTNERS INC,05541T101,9160,2917292,,
EVENTBRITE INC,29975EAD1,8782,12750000,,
DENBURY INC,24790A101,8626,100000,,
QUANTUMSCAPE CORP,74767V109,8410,1000000,CALL,QS
AMETEK INC,031100100,7705,67940,,
MAGNITE INC,55955DAB6,7419,10027000,,
EQUITABLE HLDGS INC,29452E101,7353,279046,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,7256,98600,,
CBOE GLOBAL MKTS INC,12503M108,7007,59700,,
FORTIVE CORP,34959J108,6877,117963,,FTV
AIRBNB INC,009066101,6618,63000,,
UNITY SOFTWARE INC,91332U101,6372,200000,CALL,U
EVENTBRITE INC,29975EAB5,6041,6500000,,
LUCID GROUP INC,549498103,5588,400000,PUT,
SPOTIFY TECHNOLOGY S A,L8681T102,5409,62672,,
CME GROUP INC,12572Q105,5319,30028,,CME
ENERGY TRANSFER L P,29273V100,5270,477750,,
JAWS MUSTANG ACQUISITION COR,G50737108,4970,500000,,
RMG ACQUISITION CORP III,G76088106,4970,500000,,
ARES ACQUISITION CORPORATION,G33032106,4965,500000,,
