name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,6797427,58694648,,AAPL
AMAZON COM INC COM,023135106,5332864,1693655,,AMZN
MICROSOFT CORP,594918104,4704473,22367105,,MSFT
VISA INC,92826C839,4306904,21537748,,V
ALIBABA GROUP HLDG LTD ADR,01609W102,3967341,13495276,,
VANGUARD FDS INT-TERM CORP,92206C870,3376502,35245326,,
SALESFORCE COM INC,79466L302,2988808,11892437,,
ADOBE INC,00724F101,2716823,5539674,,ADBE
ALPHABET INC CLASS A,02079K305,2319090,1582348,,
TAIWAN SEMICONDUCTOR MFG L ADR,874039100,2230199,27509549,,
TENCENT HLDGS LTD  ADR ADR,88032Q109,2222754,33678098,,
PAYPAL HLDGS INC,70450Y103,1993883,10119694,,
ISHARES TR IBOXX INV CP ETF,464287242,1987791,14756076,,
HOME DEPOT INC,437076102,1820862,6556701,,
NETFLIX INC COM,64110L106,1765879,3531546,,NFLX
WALMART INC,931142103,1585496,11332253,,WMT
INTEL CORP,458140100,1465516,28302744,,INTC
AMERICAN EXPRESS CO,025816109,1464094,14604429,,AXP
ASML HOLDING N V NYS,N07059210,1347501,3649095,,
SAP SE ADR,803054204,1265555,8122423,,
MASTERCARD INC,57636Q104,1239013,3663875,,MA
COSTCO WHSL CORP NEW,22160K105,1203830,3391071,,
DISNEY WALT CO,254687106,1178352,9496711,,
FACEBOOK INC,30303M102,1126123,4299819,,
FIIG EU EM,316845PJT,1109249,8485035,,
NOVO-NORDISK A S ADR,670100205,1090282,15703326,,
LVMH MOET HENNESSY LOU VUI ADR,502441306,1088391,11619269,,
L OREAL CO ADR,502117203,966908,14851395,,
ASTRAZENECA PLC ADR,046353108,950379,17342680,,
SANOFI ADR,80105N105,934378,18624240,,
CATERPILLAR INC DEL,149123101,893901,5993299,,CAT
ISHARES TR MBS ETF,464288588,889146,8053858,,
SIEMENS A G ADR,826197501,869631,13748525,,
NEXTERA ENERGY INC,65339F101,868636,3129544,,NEE-PS
NIKE INC,654106103,840338,6693788,,
CISCO SYS INC,17275R102,825999,20969760,,
INTUITIVE SURGICAL INC,46120E602,825543,1163491,,ISRG
UNION PAC CORP,907818108,816295,4146365,,
ORACLE CORP,68389X105,799589,13393444,,ORCL-PD
NOVARTIS A G SPONSORED ADR ADR,66987V109,788230,9064280,,
ABBOTT LABS,002824100,778801,7156120,,
