name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
NOVO-NORDISK A S,670100205,1953331,17529671,,
MICROSOFT CORP,594918104,981125,3820133,,MSFT
META PLATFORMS INC,30303M102,884482,5485159,,
APPLE INC,037833100,844883,6179661,,AAPL
CHEVRON CORP NEW,166764100,837740,5786295,,CVX
GILEAD SCIENCES INC,375558103,828848,13409616,,
KROGER CO,501044101,792589,16746010,,KR
HERSHEY CO,427866108,789931,3671367,,HSY
ZOOM VIDEO COMMUNICATIONS IN,98980L101,694140,6429004,,
VERISIGN INC,92343E102,662106,3956890,,
UNITED THERAPEUTICS CORP DEL,91307C102,658282,2793591,,UTHR
MERCK & CO INC,58933Y105,616668,6763934,,
EXXON MOBIL CORP,30231G102,612907,7156786,,
FRANCO NEV CORP,351858105,567122,4310103,,
MONSTER BEVERAGE CORP NEW,61174X109,524224,5655060,,MNST
TESLA INC,88160R101,504038,748475,,
AIRBNB INC,009066101,499255,5604567,,
VERTEX PHARMACEUTICALS INC,92532F100,496280,1761168,,
BERKSHIRE HATHAWAY INC DEL,084670702,488979,1791000,,BRK-A
MOLINA HEALTHCARE INC,60855R100,480850,1719715,,
HOME DEPOT INC,437076102,480219,1750900,,
ABBOTT LABS,002824100,458123,4216503,,
ATLASSIAN CORP PLC,G06242104,457934,2443620,,
PEPSICO INC,713448108,454484,2727014,,PEP
JPMORGAN CHASE & CO,46625H100,442765,3931843,,JPM-PM
SHOPIFY INC,82509L107,438508,14036600,,SHOP
GSK PLC,37733W105,434400,9979321,,GLAXF
ACTIVISION BLIZZARD INC,00507V109,418661,5377098,,
ADVANCED MICRO DEVICES INC,007903107,406833,5320160,,AMD
INCYTE CORP,45337C102,390693,5142733,,INCY
COLGATE PALMOLIVE CO,194162103,390481,4872486,,CL
ASTRAZENECA PLC,046353108,387109,5859072,,AZN
NIO INC,62914V106,385941,17768900,,NIOIF
UNION PAC CORP,907818108,380833,1785599,,
ROBLOX CORP,771049103,380538,11580582,,RBLX
AMERICAN EXPRESS CO,025816109,372915,2690194,,AXP
VODAFONE GROUP PLC NEW,92857W308,372575,23913676,,
EXELIXIS INC,30161Q104,370262,17783937,,
ALTRIA GROUP INC,02209S103,366549,8775416,,
ABIOMED INC,003654100,358029,1446523,,
AMGEN INC,031162100,350290,1439745,,AMGN
GENERAL MLS INC,370334104,345228,4575588,,
REGENERON PHARMACEUTICALS,75886F107,344665,583062,,
CSX CORP,126408103,335047,11529500,,CSX
NOVARTIS AG,66987V109,319808,3783370,,NVSEF
WORKDAY INC,98138H101,317461,2274400,,
BIOGEN INC,09062X103,315293,1546007,,BIIB
MODERNA INC,60770K107,312005,2184141,,
BARRICK GOLD CORP,067901108,308815,17457214,,
DOMINOS PIZZA INC,25754A201,308621,791925,,DPZ
NATIONAL GRID PLC,636274409,302125,4670354,,NMKBP
INTUIT,461202103,293917,762548,,
MCDONALDS CORP,580135101,281517,1140300,,MCD
SNOWFLAKE INC,833445109,281457,2023999,,SNOW
GENERAL ELECTRIC CO,369604301,275370,4324957,,GE
FORTINET INC,34959E109,272362,4813745,,
ULTA BEAUTY INC,90384S303,270376,701400,,
CBOE GLOBAL MKTS INC,12503M108,265660,2347024,,
PALANTIR TECHNOLOGIES INC,69608A108,255812,28204147,,PLTR
ICON PLC,G4705A100,249196,1149958,,ICLR
KEURIG DR PEPPER INC,49271V100,243323,6875461,,KDP
CARRIER GLOBAL CORPORATION,14448C104,238021,6674731,,CARR
LOWES COS INC,548661107,236625,1354700,,
PROCTER AND GAMBLE CO,742718109,233431,1623418,,
LOCKHEED MARTIN CORP,539830109,232866,541600,,LMT
MARATHON PETE CORP,56585A102,232243,2824999,,
LI AUTO INC,50202M102,230967,6028900,,LAAOF
CISCO SYS INC,17275R102,228512,5359105,,
