name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TESLA INC,88160R101,697152,646949,,
AMAZON COM INC,023135106,687810,210988,,AMZN
WALMART INC,931142103,517143,3472623,,WMT
APPLE INC,037833100,500347,2865511,,AAPL
MARATHON PETE CORP,56585A102,495309,5793082,,
ADVANCED MICRO DEVICES INC,007903107,493812,4516302,,AMD
SCHWAB CHARLES CORP,808513105,466565,5533928,,SCHW-PJ
OCCIDENTAL PETE CORP,674599105,406586,7165773,,
PALO ALTO NETWORKS INC,697435AD7,396743,169400000,,PANW
PFIZER INC,717081103,342386,6613598,,PFE
DICKS SPORTING GOODS INC,253393AD4,325941,104635000,,
ASML HOLDING N V,N07059210,317555,475432,,
HONEYWELL INTL INC,438516106,314983,1618785,,
CHESAPEAKE ENERGY CORP,165167735,313065,3598446,,
NVIDIA CORPORATION,67066G104,308951,1132268,,NVDA
DEXCOM INC,252131AH0,303248,97404000,,DXCM
CLEVELAND-CLIFFS INC NEW,185899101,291961,9064306,,CLF
FORD MTR CO DEL,345370860,291110,17215279,,
AMC ENTMT HLDGS INC,00165C104,286018,11607867,,
STARBUCKS CORP,855244109,284955,3132402,,SBUX
ZSCALER INC,98980G102,282169,1169469,,
ZSCALER INC,98980GAB8,274850,161135000,,
VERIZON COMMUNICATIONS INC,92343V104,264607,5194480,,VZ
AUTODESK INC,052769106,262826,1226154,,
DATADOG INC,23804L103,258808,1708645,,
PAYPAL HLDGS INC,70450Y103,253791,2194472,,
EXXON MOBIL CORP,30231G102,246064,2979342,,
UBER TECHNOLOGIES INC,90353T100,240647,6744591,,
LIBERTY MEDIA CORP DEL,531229607,235547,5150819,,FWONB
ABBOTT LABS,002824100,235075,1986099,,
FEDEX CORP,31428X106,232064,1002912,,FDX
ACTIVISION BLIZZARD INC,00507V109,225237,2811591,,
TJX COS INC NEW,872540109,224201,3700913,,
QUALCOMM INC,747525103,223151,1460220,,
MONGODB INC,60937PAD8,222036,102404000,,
MODERNA INC,60770K107,215573,1251437,,
SNAP INC,83304A106,212502,5904475,,SNAP
BOOKING HOLDINGS INC,09857L108,208209,88658,,BKNG
UNITED STATES STL CORP NEW,912909108,205720,5450969,,
MICROSOFT CORP,594918104,201602,653895,,MSFT
APA CORPORATION,03743Q108,199423,4825138,,APA
LAM RESEARCH CORP,512807108,194924,362575,,LRCX
CARNIVAL CORP,143658BE1,193223,92106000,,CCL
THERMO FISHER SCIENTIFIC INC,883556102,192266,325516,,TMO
LIVE NATION ENTERTAINMENT IN,538034AQ2,191602,108313000,,
DOCUSIGN INC,256163106,191585,1788511,,
AIRBNB INC,009066101,188696,1098605,,
EQT CORP,26884LAK5,188588,79379000,,EQT
PHILLIPS 66,718546104,180987,2095003,,PSX
ALPHABET INC,02079K107,179709,64343,,GOOGN
CITIGROUP INC,172967424,175006,3277259,,C-PR
KLA CORP,482480100,174960,477955,,KLAC
SNAP INC,83304AAB2,173977,99493000,,SNAP
GILEAD SCIENCES INC,375558103,170126,2861667,,
EBAY INC.,278642103,167006,2916622,,EBAY
PALO ALTO NETWORKS INC,697435AF2,166747,79039000,,PANW
TEXAS INSTRS INC,882508104,166315,906446,,
BLACKSTONE INC,09260D107,163383,1287092,,BX
SAILPOINT TECHNOLOGIES HLDGS,78781PAB1,162387,87510000,,
CLOUDFLARE INC,18915MAB3,160380,49711000,,
LIBERTY MEDIA CORP DEL,531229409,158786,3473774,,FWONB
ETSY INC,29786AAJ5,154056,95736000,,ETSY
BILL COM HLDGS INC,090043100,150211,662337,,
AGILENT TECHNOLOGIES INC,00846U101,148866,1124963,,
CHECK POINT SOFTWARE TECH LT,M22465104,148411,1073420,,
UNION PAC CORP,907818108,144473,528799,,
WORKDAY INC,98138HAF8,142873,87427000,,
UNITED STATES STL CORP,912909AT5,142534,48701000,,
SOUTHWESTERN ENERGY CO,845467109,139455,19449857,,
SPLUNK INC,848637AC8,139014,121102000,,
STANLEY BLACK & DECKER INC,854502101,138867,993398,,
FIDELITY NATL INFORMATION SV,31620M106,138820,1382392,,
HUBSPOT INC,443573AD2,136496,76352000,,HUBS
INTEL CORP,458140100,135217,2728347,,INTC
BK OF AMERICA CORP,060505104,133355,3235206,,
WEATHERFORD INTL PLC,G48833118,133109,3997254,,
ROYAL CARIBBEAN GROUP,780153BB7,132483,101189000,,
OKTA INC,679295AD7,130515,121435000,,
LABORATORY CORP AMER HLDGS,50540R409,129449,490968,,
SUNRUN INC,86771W105,128477,4230383,,RUN
ATLASSIAN CORP PLC,G06242104,126843,431690,,
MERCADOLIBRE,58733RAD4,126529,45717000,,
NEXTERA ENERGY INC,65339F101,125518,1481743,,NEE-PS
FIRST REP BK SAN FRANCISCO C,33616C100,122710,757002,,
BP PLC,055622104,122582,4169459,,BPPFF
ENVISTA HOLDINGS CORPORATION,29415FAB0,122545,51733000,,NVST
GAMESTOP CORP NEW,36467W109,122337,734403,,GME-WT
BLOCK INC,852234AF0,121802,92727000,,
COMCAST CORP NEW,20030N101,120726,2578524,,CCZ
CIGNA CORP NEW,125523100,120296,502051,,
TRANSOCEAN LTD,H8817H100,117338,25675658,,RIG
PLUG POWER INC,72919P202,116656,4077441,,PLUG
ZENDESK INC,98936JAB7,116192,60405000,,
NIO INC,62914V106,112024,5321823,,NIOIF
NETEASE INC,64110W102,111259,1240485,,
AT&T INC,00206R102,110026,4656219,,T-PC
RANGE RES CORP,75281A109,109713,3611357,,
TWITTER INC,90184L102,107433,2776764,,
INCYTE CORP,45337C102,107333,1351458,,INCY
CONOCOPHILLIPS,20825C104,106660,1066600,CALL,COP
LULULEMON ATHLETICA INC,550021109,106463,291495,,LULU
ADOBE SYSTEMS INCORPORATED,00724F101,106228,233151,,
ANTERO RESOURCES CORP,03674XAM8,105848,15000000,,AR
PNC FINL SVCS GROUP INC,693475105,105597,572499,,
NIKE INC,654106103,104828,779044,,
BLOCK INC,852234AD5,102044,56374000,,
WAYFAIR INC,94419LAF8,101516,95232000,,W
BIONTECH SE,09075V102,100932,591768,,BNTX
CLOUDFLARE INC,18915M107,100896,842911,,
JPMORGAN CHASE & CO,46625H100,99973,733367,,JPM-PM
WAYFAIR INC,94419LAD3,99585,82623000,,W
LIBERTY BROADBAND CORP,530307305,97700,721992,,LBRDP
SNOWFLAKE INC,833445109,97516,425591,,SNOW
