name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042775,141879516,2607600,,
MICROSOFT CORP,594918104,117199225,344157,,MSFT
APPLE INC,037833100,63103679,325327,,AAPL
BERKSHIRE HATHAWAY INC DEL,084670702,62084506,182066,,BRK-A
ALPHABET INC,02079K305,56829969,474770,,GOOGN
WATSCO INC,942622200,56279795,147534,,WSO-B
VISA INC,92826C839,49831616,209835,,V
TJX COS INC NEW,872540109,42007849,495434,,
DANAHER CORPORATION,235851102,41884948,174325,,
THERMO FISHER SCIENTIFIC INC,883556102,39936665,76493,,TMO
S&P GLOBAL INC,78409V104,38458982,95934,,SPGI
AMERICAN TOWER CORP NEW,03027X100,38332904,196103,,
KINSALE CAP GROUP INC,49714P108,34455962,92079,,
ECOLAB INC,278865100,32139817,171717,,ECL
TE CONNECTIVITY LTD,H84989104,31183078,222482,,
CHUBB LIMITED,H1467J104,28541618,147572,,
CHEVRON CORP NEW,166764100,28051100,178272,,CVX
JOHNSON & JOHNSON,478160104,27619661,166866,,JNJ
IDEXX LABS INC,45168D104,27341402,54440,,
SPDR S&P 500 ETF TR,78462F103,25704772,57774,,
AMPHENOL CORP NEW,032095101,23841057,279979,,
MCCORMICK & CO INC,579780206,22365598,256398,,MKC-V
ISHARES TR,46435G516,20519731,281362,,
AUTOMATIC DATA PROCESSING IN,053015103,20374551,92175,,
CONSTELLATION BRANDS INC,21036P108,19220538,78091,,
MERCADOLIBRE INC,58733R102,19172751,16185,,MELI
UNION PAC CORP,907818108,19133812,93509,,
DISNEY WALT CO,254687106,19004141,212860,,
AGNICO EAGLE MINES LTD,008474108,18747798,375106,,AEM
AMERICAN WTR WKS CO INC NEW,030420103,18684405,130889,,
YUM BRANDS INC,988498101,18604494,134280,,YUM
PIMCO ETF TR,72201R833,18550971,185956,,
OREILLY AUTOMOTIVE INC,67103H107,18294951,19151,,
PROCTER AND GAMBLE CO,742718109,16883048,111263,,
SPROTT PHYSICAL GOLD TR,85207H104,16473352,1104112,,
EXXON MOBIL CORP,30231G102,15970491,148909,,
CVS HEALTH CORP,126650100,15540286,224798,,CVS
SPROTT PHYSICAL GOLD & SILVE,85208R101,15369745,852927,,
VANGUARD INTL EQUITY INDEX F,922042858,13527402,332532,,
CARMAX INC,143130102,13104240,156562,,KMX
META PLATFORMS INC,30303M102,12902621,44960,,
ISHARES TR,46432F834,12242210,195500,,
PIMCO ETF TR,72201R718,12070842,128768,,
ASPEN TECHNOLOGY INC,29109X106,11867627,70805,,
ISHARES GOLD TR,464285204,10885669,299139,,
STRYKER CORPORATION,863667101,9649864,31552,,SYK
AMAZON COM INC,023135106,9546915,73235,,AMZN
EVERSOURCE ENERGY,30040W108,9444630,133173,,ES
BERKSHIRE HATHAWAY INC DEL,084670108,8802770,17,,BRK-A
JANUS DETROIT STR TR,47103U886,8016869,167752,,
PAYCHEX INC,704326107,7649224,68376,,PAYX
PEPSICO INC,713448108,7570127,40871,,PEP
ISHARES TR,46434VBG4,7421404,301438,,
GENERAL ELECTRIC CO,369604301,7236150,65873,,GE
VANGUARD INDEX FDS,922908363,6212099,15194,,
ISHARES TR,46434V878,6099328,121259,,
ISHARES TR,46434VBD1,6070279,248986,,
JPMORGAN CHASE & CO,46625H100,6062231,41682,,JPM-PM
MERCK & CO INC,58933Y105,5976617,51469,,
MEDTRONIC PLC,G5960L103,5584666,63389,,MDT
COSTCO WHSL CORP NEW,22160K105,5348267,9934,,
COCA COLA CO,191216100,4921816,81111,,KO
PAYPAL HLDGS INC,70450Y103,4767859,71450,,
TEXAS PACIFIC LAND CORPORATI,88262P102,4607750,3500,,
ALPHABET INC,02079K107,4409357,36450,,GOOGN
NUCOR CORP,670346105,4245197,25808,,NUE
ISHARES TR,464287663,4226040,54000,,
ISHARES TR,464287234,4083581,103225,,
VANGUARD INDEX FDS,922908769,4006013,18186,,
SPDR GOLD TR,78463V107,3984157,22349,,
UGI CORP NEW,902681105,3893613,142296,,
EATON CORP PLC,G29183103,3804410,18918,,ETN
ABBVIE INC,00287Y109,3615750,26837,,ABBV
ABBOTT LABS,002824100,3614013,33150,,
WAYFAIR INC,94419L101,3503779,53896,,W
YANDEX N V,N97284108,3320465,222850,,
