name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,5128304,2708187,,AMZN
MICROSOFT CORP,594918104,4179990,31203272,,MSFT
MASTERCARD INCORPORATED,57636Q104,3593985,13586305,,
SALESFORCE COM INC,79466L302,3223986,21248175,,
FACEBOOK INC,30303M102,3025080,15673991,,
NETFLIX INC,64110L106,2941998,8009360,,NFLX
VISA INC,92826C839,2769669,15958910,,V
ADOBE INC,00724F101,2368111,8037029,,ADBE
ALIBABA GROUP HLDG LTD,01609W102,2294809,13542688,,
BOEING CO,097023105,2288200,6286090,,BA-PA
ILLUMINA INC,452327109,2158282,5862508,,
APPLE INC,037833100,2112629,10674158,,AAPL
ALPHABET INC,02079K305,2048918,1892241,,GOOGN
ALPHABET INC,02079K107,1994841,1845520,,GOOGN
NIKE INC,654106103,1927335,22958133,,
WORKDAY INC,98138H101,1738258,8455386,,
PAYPAL HLDGS INC,70450Y103,1620687,14159420,,
COSTCO WHSL CORP NEW,22160K105,1588461,6010976,,
LULULEMON ATHLETICA INC,550021109,1554300,8624935,,LULU
NVIDIA CORP,67066G104,1411498,8594644,,NVDA
ASTRAZENECA PLC,046353108,1387949,33622800,,AZN
INTUITIVE SURGICAL INC,46120E602,1335155,2545335,,ISRG
LAUDER ESTEE COS INC,518439104,1316397,7189109,,
SERVICENOW INC,81762P102,1221205,4447702,,
ALEXION PHARMACEUTICALS INC,015351109,1170373,8935512,,
QUALCOMM INC,747525103,1140921,14998314,,
VERTEX PHARMACEUTICALS INC,92532F100,1136122,6195451,,
EDWARDS LIFESCIENCES CORP,28176E108,1080554,5849054,,EW
FLEETCOR TECHNOLOGIES INC,339041105,1067808,3802058,,
UNION PAC CORP,907818108,1025961,6066823,,
SQUARE INC,852234103,1015940,14007174,,
DISNEY WALT CO,254687106,989180,7083788,,
HOME DEPOT INC,437076102,970649,4667254,,
TESLA INC,88160R101,946353,4235002,,
BROADCOM INC,11135F101,880981,3060448,,AVGO
S&P GLOBAL INC,78409V104,864073,3793288,,SPGI
JPMORGAN CHASE & CO,46625H100,834396,7463297,,JPM-PM
MARRIOTT INTL INC NEW,571903202,830070,5916820,,
