name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
PFIZER INC,717081103,1036326,24528429,,PFE
FACEBOOK INC,30303M102,1028882,6231497,,
MERCK & CO INC,58933Y105,1026683,12362229,,
INTEL CORP,458140100,845040,15771561,,INTC
ALPHABET INC,02079K305,816100,698626,,GOOGN
CISCO SYS INC,17275R102,793722,14860919,,
MICRON TECHNOLOGY INC,595112103,789985,19267929,,MU
ADOBE INC,00724F101,759413,2858750,,ADBE
ANTHEM INC,036752103,733108,2587105,,
ALIBABA GROUP HLDG LTD,01609W102,716943,3929533,,
VERIZON COMMUNICATIONS INC,92343V104,670480,11394971,,VZ
PROCTER AND GAMBLE CO,742718109,623252,5989927,,
INTUIT,461202103,606521,2332952,,
HUMANA INC,444859102,603185,2294001,,HUM
CONSOLIDATED EDISON INC,209115104,582422,6882799,,ED
GILEAD SCIENCES INC,375558103,579866,8919642,,
ALLSTATE CORP,020002101,577523,6149093,,ALL-PB
HOLLYFRONTIER CORP,436106108,572504,11619728,,
AMGEN INC,031162100,524900,2762993,,AMGN
IQVIA HLDGS INC,46266C105,519972,3642793,,
INTERNATIONAL BUSINESS MACHS,459200101,500612,3565615,,
BOEING CO,097023105,497219,1303599,,BA-PA
MASTERCARD INC,57636Q104,489821,2080363,,MA
CONOCOPHILLIPS,20825C104,488266,7315946,,COP
VALERO ENERGY CORP NEW,91913Y100,484607,5776013,,
BERKSHIRE HATHAWAY INC DEL,084670702,478200,2380408,,BRK-A
KOHLS CORP,500255104,464146,6749258,,KSS
HCA HEALTHCARE INC,40412C101,453209,3494017,,
AFLAC INC,001055102,432177,8678247,,AFL
MEDTRONIC PLC,G5960L103,429358,4759541,,MDT
SPIRIT AEROSYSTEMS HLDGS INC,848574109,425944,4654106,,
THERMO FISHER SCIENTIFIC INC,883556102,418141,1543241,,TMO
WASTE MGMT INC DEL,94106L109,418065,4023342,,
UNITEDHEALTH GROUP INC,91324P102,411110,1684948,,UNH
WALMART INC,931142103,400227,4103629,,WMT
ABBVIE INC,00287Y109,399191,4963524,,ABBV
CAPRI HOLDINGS LIMITED,G1890L107,398566,8711820,,
LULULEMON ATHLETICA INC,550021109,394413,2406868,,LULU
ORACLE CORP,68389X105,391251,7326804,,ORCL-PD
BRISTOL MYERS SQUIBB CO,110122108,390646,8304549,,CELG-RI
HUNTINGTON INGALLS INDS INC,446413106,385651,1862960,,
EXELIXIS INC,30161Q104,377291,15852556,,
FOOT LOCKER INC,344849104,376300,6261238,,
LAUDER ESTEE COS INC,518439104,373968,2275576,,
LYONDELLBASELL INDUSTRIES N,N53745100,371948,4448075,,
HP INC,40434L105,355385,18418501,,HPQ
MACYS INC,55616P104,353095,14700022,,
KROGER CO,501044101,349960,14231804,,KR
TEXAS INSTRS INC,882508104,347179,3273108,,
DANAHER CORPORATION,235851102,340981,2612082,,
HOME DEPOT INC,437076102,340242,1773110,,
SYNCHRONY FINL,87165B103,337557,10581730,,
COGNIZANT TECHNOLOGY SOLUTIO,192446102,337052,4659922,,
PEPSICO INC,713448108,334592,2730249,,PEP
FIAT CHRYSLER AUTOMOBILES N,N31738102,333709,22405702,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,328441,8018568,,
CDW CORP,12514G108,328150,3418230,,CDW
BAXTER INTL INC,071813109,326698,4051820,,
BOOKING HLDGS INC,09857L108,318650,182734,,
SYMANTEC CORP,871503108,316700,13835720,,
FORTINET INC,34959E109,312584,3752508,,
AKAMAI TECHNOLOGIES INC,00971T101,307620,4307197,,AKAM
COMCAST CORP NEW,20030N101,307184,7731802,,CCZ
CHARLES RIV LABS INTL INC,159864107,301042,2082761,,
F5 NETWORKS INC,315616102,299258,1906950,,
