name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
APPLE INC,037833100,38621327,279758518,,AAPL
MICROSOFT CORP,594918104,32448545,139462260,,MSFT
AMAZON.COM INC,023135106,17792377,157659175,,
TESLA INC,88160R101,12583607,47495728,,
ALPHABET INC-CL A,02079K305,11001763,115153844,,
ALPHABET INC-CL C,02079K107,9265421,96492465,,
UNITEDHEALTH GROUP INC,91324P102,8379970,16610439,,UNH
BERKSHIRE HATHAWAY INC-CL B,084670702,8241045,30894282,,
JOHNSON & JOHNSON,478160104,7778228,47663912,,JNJ
EXXON MOBIL CORP,30231G102,6506486,74570247,,
META PLATFORMS INC-CLASS A,30303M102,5918491,43672819,,
PROCTER & GAMBLE CO/THE,742718109,5792488,45920280,,
VISA INC-CLASS A SHARES,92826C839,5605152,31580307,,
NVIDIA CORP,67066G104,5468344,45096316,,NVDA
JPMORGAN CHASE & CO,46625H100,5236564,50166300,,JPM-PM
ELI LILLY & CO,532457108,5197706,16091249,,LLY
HOME DEPOT INC,437076102,5078652,18422793,,
PFIZER INC,717081103,4828510,110442140,,PFE
CHEVRON CORP,166764100,4747382,33060787,,CVX
MASTERCARD INC - A,57636Q104,4573056,16097543,,
ABBVIE INC,00287Y109,4536067,33830501,,ABBV
COCA-COLA CO/THE,191216100,4223174,75446211,,
MERCK & CO. INC.,58933Y105,4138633,48100919,,
PEPSICO INC,713448108,4136730,25369539,,PEP
COSTCO WHOLESALE CORP,22160K105,3794526,8044306,,
BANK OF AMERICA CORP,060505104,3689816,122308935,,
THERMO FISHER SCIENTIFIC INC,883556102,3422209,6756095,,TMO
BROADCOM INC,11135F101,3212592,7242352,,AVGO
WALMART INC,931142103,3178667,24541807,,WMT
MCDONALD'S CORP,580135101,3117777,13522969,,
CISCO SYSTEMS INC,17275R102,3036799,75986737,,
TEXAS INSTRUMENTS INC,882508104,3024732,19557877,,TXN
VERIZON COMMUNICATIONS INC,92343V104,3001615,79119876,,VZ
WALT DISNEY CO/THE,254687106,2936181,31168854,,
ABBOTT LABORATORIES,002824100,2905288,30060816,,ABT
DANAHER CORP,235851102,2883572,11179279,,
ACCENTURE PLC-CL A,G1151C101,2840033,11048031,,
BRISTOL-MYERS SQUIBB CO,110122108,2780413,39147135,,
WELLS FARGO & CO,949746101,2695739,67087536,,
NEXTERA ENERGY INC,65339F101,2615008,33395679,,NEE-PS
ADOBE INC,00724F101,2579947,9383492,,ADBE
AMGEN INC,031162100,2522533,11200793,,AMGN
PHILIP MORRIS INTERNATIONAL,718172109,2475606,29846451,,
LINDE PLC,G5494J103,2456328,9120531,,LIN
SALESFORCE INC,79466L302,2437340,16966660,,
COMCAST CORP-CLASS A,20030N101,2391543,81609436,,
CONOCOPHILLIPS,20825C104,2373821,23196311,,COP
QUALCOMM INC,747525103,2271343,20122545,,
CVS HEALTH CORP,126650100,2226916,23374421,,CVS
MEDTRONIC PLC,G5960L103,2161880,26798585,,MDT
UNION PACIFIC CORP,907818108,2114491,10862427,,UNP
INTEL CORP,458140100,2095689,81400013,,INTC
LOWE'S COS INC,548661107,2065092,11004680,,
RAYTHEON TECHNOLOGIES CORP,75513E101,2060046,25196224,,
AT&T INC,00206R102,2049306,133693040,,T-PC
