name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
MICROSOFT CORP,594918104,1699607,10776789,,MSFT
APPLE INC,037833100,1497738,5889882,,AAPL
FACEBOOK INC,30303M102,970774,5836957,,
JOHNSON & JOHNSON,478160104,770247,5873921,,JNJ
ALIBABA GROUP HLDG LTD,01609W102,704126,3620556,,
PEPSICO INC,713448108,653697,5442943,,PEP
BIOGEN INC,09062X103,647361,2074876,,BIIB
MERCK & CO. INC,58933Y105,585690,7733919,,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,539618,11291448,,
ALLSTATE CORP,020002101,538915,5875013,,ALL-PB
ALPHABET INC,02079K107,435874,374845,,GOOGN
WALMART INC,931142103,412622,3631599,,WMT
HUMANA INC,444859102,405796,1322587,,HUM
TARGET CORP,87612E106,403192,4336796,,TGT
EVEREST RE GROUP LTD,G3223R108,394210,2048696,,
MASTERCARD INC,57636Q104,393889,1630606,,MA
INTUIT,461202103,372533,1619708,,
BERKSHIRE HATHAWAY INC DEL,084670702,354601,1939513,,BRK-A
AMGEN INC,031162100,342962,1706958,,AMGN
ADOBE INC,00724F101,333413,1056474,,ADBE
TEXAS INSTRS INC,882508104,317195,3174172,,
CISCO SYS INC,17275R102,306266,7791054,,
KIMBERLY CLARK CORP,494368103,302561,2366163,,KMB
EXELON CORP,30161N101,294804,8008813,,EXC
ELECTRONIC ARTS INC,285512109,292060,2962674,,EA
APPLIED MATLS INC,038222105,286013,6242095,,
VERIZON COMMUNICATIONS INC,92343V104,284259,5290514,,VZ
WASTE MGMT INC DEL,94106L109,278265,3054836,,
COLGATE PALMOLIVE CO,194162103,269329,4133983,,CL
NORTONLIFELOCK INC,668771108,239105,12779524,,
MICRON TECHNOLOGY INC,595112103,236375,5619937,,MU
ANTHEM INC,036752103,236314,1040847,,
ISHARES TR,464287200,235849,912728,,
ACCENTURE PLC IRELAND,G1151C101,232471,1423931,,
ALEXION PHARMACEUTICALS INC,015351109,229562,2641219,,
JAZZ PHARMACEUTICALS PLC,G50871105,229385,2299828,,JAZZ
LAUDER ESTEE COS INC,518439104,225771,1416913,,
BOOKING HLDGS INC,09857L108,225649,167729,,
CLOROX CO DEL,189054109,224357,1304399,,
VISA INC,92826C839,216073,1341071,,V
