name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
INVESCO  QQQ  TR,46090E103,6075578487,16958100,PUT,
ISHARES  TR,464287655,5544917042,31373300,PUT,
TESLA   INC,88160R101,2669947488,10670400,PUT,
SPDR  S&P    500   ETF  TR,78462F103,2399146004,5612300,CALL,
META  PLATFORMS     INC,30303M102,1891503126,6300600,PUT,
MICROSOFT    CORP,594918104,1650707530,5227894,,MSFT
NVIDIA   CORPORATION,67066G104,1632152948,3752162,,NVDA
ISHARES  TR,464287200,1185451821,2760524,,
AMAZON     COM   INC,023135106,939081585,7387363,,AMZN
ADVANCED      MICRO   DEVICES       INC,007903107,735019052,7148600,PUT,AMD
SEAGEN    INC,81181C104,650388255,3065700,,
APPLE   INC,037833100,626204684,3657524,,AAPL
ALPHABET     INC,02079K305,538397298,4114300,CALL,GOOGN
ELI   LILLY  &  CO,532457108,490839062,913818,,LLY
CRH  PLC,G25508105,457707592,8363011,,
BROADCOM   INC,11135F101,416535870,501500,PUT,AVGO
SELECT  SECTOR     SPDR  TR,81369Y803,404513668,2467600,CALL,
BOEING  CO,097023105,402738848,2101100,PUT,BA-PA
COCA   COLA   CO,191216100,384042337,6860349,,KO
FEDEX   CORP,31428X106,382908215,1445373,,FDX
CONOCOPHILLIPS,20825C104,369391320,3083400,PUT,COP
DANAHER     CORPORATION,235851102,367344799,1480632,,
SPDR  SER  TR,78464A698,365044738,8739400,PUT,
MICRON   TECHNOLOGY   INC,595112103,358597355,5271165,,MU
WELLS   FARGO     CO  NEW,949746101,357330956,8745251,,
ISHARES  TR,464288513,346948436,4706300,PUT,
QUALCOMM       INC,747525103,326127690,2936500,PUT,
DISNEY  WALT    CO,254687106,318458256,3929158,,
CHEVRON   CORP   NEW,166764100,313818682,1861100,CALL,CVX
CENCORA   INC,03073E105,309296982,1718603,,
WESTERN   DIGITAL      CORP.,958102105,299624786,6566399,,WDC
KKR  &  CO  INC,48251W104,291530870,4732644,,
SELECT  SECTOR     SPDR  TR,81369Y407,276982188,1720600,CALL,
ARES   MANAGEMENT    CORPORATION,03990B101,269624019,2621017,,ARES-PB
ADOBE   INC,00724F101,266779680,523200,PUT,ADBE
BERKSHIRE      HATHAWAY    INC     DEL,084670702,257653357,735522,,BRK-A
MCDONALDS     CORP,580135101,248168647,942031,,MCD
ABBVIE  INC,00287Y109,238468126,1599813,,ABBV
VISA   INC,92826C839,235231227,1022700,PUT,V
SERVICENOW      INC,81762P102,232247880,415500,,
SELECT  SECTOR     SPDR  TR,81369Y506,232175754,2568600,CALL,
UNION   PAC  CORP,907818108,231590435,1137310,,
TRANE  TECHNOLOGIES        PLC,G8994E103,228841898,1127800,,TT
CENOVUS   ENERGY         INC,15135U109,222067238,10660213,,CVE
HONEYWELL    INTL    INC,438516106,220605793,1194142,,
PENTAIR   PLC,G7S00T104,209729264,3239062,,PNR
ISHARES  TR,464287465,204733752,2970600,PUT,
