name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
NOVO-NORDISK A S,670100205,2041540,18383971,,
TESLA INC,88160R101,1676072,1555375,,
KROGER CO,501044101,942446,16427510,,KR
GILEAD SCIENCES INC,375558103,921006,15492116,,
VERISIGN INC,92343E102,893531,4016590,,
APPLE INC,037833100,786477,4504192,,AAPL
ADVANCED MICRO DEVICES INC,007903107,777111,7107290,,AMD
ATLASSIAN CORP PLC,G06242104,776863,2643920,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,756052,6449306,,
AMAZON COM INC,023135106,674989,207055,,AMZN
META PLATFORMS INC,30303M102,667302,3001000,,
HERSHEY CO,427866108,662946,3060267,,HSY
MODERNA INC,60770K107,657720,3818180,,
FRANCO NEV CORP,351858105,649794,4073503,,
ALPHABET INC,02079K305,633169,227648,,GOOGN
MCDONALDS CORP,580135101,625965,2531400,,MCD
MOLINA HEALTHCARE INC,60855R100,605004,1813615,,
AIRBNB INC,009066101,584631,3403767,,
HOME DEPOT INC,437076102,563524,1882619,,
MONSTER BEVERAGE CORP NEW,61174X109,561542,7028060,,MNST
VERIZON COMMUNICATIONS INC,92343V104,540193,10604493,,VZ
EXXON MOBIL CORP,30231G102,532273,6444764,,
UNITED THERAPEUTICS CORP DEL,91307C102,496107,2765213,,UTHR
ABIOMED INC,003654100,468440,1414200,,
VODAFONE GROUP PLC NEW,92857W308,457680,27537932,,
VERTEX PHARMACEUTICALS INC,92532F100,445572,1707368,,
GLAXOSMITHKLINE PLC,37733W105,436119,10011921,,
COLGATE PALMOLIVE CO,194162103,431381,5688786,,CL
DOMINOS PIZZA INC,25754A201,423626,1040825,,DPZ
MERCK & CO INC,58933Y105,418400,5099334,,
WELLS FARGO CO NEW,949746101,406609,8390611,,
EXELIXIS INC,30161Q104,382268,16862278,,
ALPHABET INC,02079K107,377012,134985,,GOOGN
NATIONAL GRID PLC,636274409,374670,4874077,,NMKBP
INCYTE CORP,45337C102,373086,4697633,,INCY
ABBOTT LABS,002824100,371753,3140866,,
TARGET CORP,87612E106,354900,1672320,,TGT
ROKU INC,77543R102,351771,2808100,,
PEPSICO INC,713448108,327838,1958643,,PEP
LOWES COS INC,548661107,320754,1586400,,
FORTINET INC,34959E109,320480,937789,,
ALCOA CORP,013872106,318670,3539596,,AA
COCA COLA CO,191216100,313234,5052156,,KO
PFIZER INC,717081103,311238,6011941,,PFE
ICON PLC,G4705A100,310582,1276958,,ICLR
ASTRAZENECA PLC,046353108,302632,4561828,,AZN
GENERAL MLS INC,370334104,300114,4431688,,
NOVARTIS AG,66987V109,296698,3381170,,NVSEF
ZIM INTEGRATED SHIPPING SERV,M9T951109,295387,4062538,,
CHARTER COMMUNICATIONS INC N,16119P108,295345,541400,,
PINTEREST INC,72352L106,283399,11515600,,
ACTIVISION BLIZZARD INC,00507V109,281635,3515598,,
BK OF AMERICA CORP,060505104,280311,6800366,,
UNION PAC CORP,907818108,278209,1018299,,
QUALCOMM INC,747525103,273511,1789760,,
F5 INC,315616102,262559,1256562,,
CBOE GLOBAL MKTS INC,12503M108,260274,2274724,,
PETROLEO BRASILEIRO SA PETRO,71654V408,248382,16782600,,
PHILIP MORRIS INTL INC,718172109,247294,2632467,,
HERBALIFE NUTRITION LTD,G4412G101,246489,8118864,,
CARRIER GLOBAL CORPORATION,14448C104,243429,5306931,,CARR
DANAHER CORPORATION,235851102,240072,818436,,
CSX CORP,126408103,238871,6378400,,CSX
JAZZ PHARMACEUTICALS PLC,G50871105,236199,1517309,,JAZZ
PROCTER AND GAMBLE CO,742718109,230013,1505318,,
BARRICK GOLD CORP,067901108,229482,9355036,,
COMCAST CORP NEW,20030N101,222628,4754976,,CCZ
CERNER CORP,156782104,221485,2367304,,
EQT CORP,26884L109,221059,6424264,,EQT
BIOGEN INC,09062X103,219910,1044207,,BIIB
HORIZON THERAPEUTICS PUB L,G46188101,213131,2025766,,
ROBLOX CORP,771049103,205180,4437282,,RBLX
3M CO,88579Y101,201971,1356600,,MMM
COINBASE GLOBAL INC,19260Q107,199733,1052000,,
ALTRIA GROUP INC,02209S103,197062,3771516,,
REGENERON PHARMACEUTICALS,75886F107,195461,279862,,
AGNICO EAGLE MINES LTD,008474108,194565,3177087,,AEM
BRISTOL-MYERS SQUIBB CO,110122108,192312,2633332,,
TWILIO INC,90138F102,191789,1163695,,TWLO
DROPBOX INC,26210C104,190876,8209733,,
MONDELEZ INTL INC,609207105,190556,3035298,,
STARBUCKS CORP,855244109,190270,2091567,,SBUX
SPROUTS FMRS MKT INC,85208M102,188629,5898332,,
CLOROX CO DEL,189054109,188404,1355130,,
BLACKROCK INC,09247X101,187527,245400,,
FIRST REP BK SAN FRANCISCO C,33616C100,186626,1151300,,
DUKE ENERGY CORP NEW,26441C204,185610,1662282,,DUK-PA
FORTIS INC,349553107,181906,3674861,,FTRSF
LINDE PLC,G5494J103,178402,558500,,LIN
NATIONAL BEVERAGE CORP,635017106,178069,4093544,,FIZZ
PHILLIPS 66,718546104,177415,2053650,,PSX
SNOWFLAKE INC,833445109,176499,770300,,SNOW
CORCEPT THERAPEUTICS INC,218352102,174992,7770516,,CORT
ZOETIS INC,98978V103,173932,922274,,ZTS
VIRTU FINL INC,928254101,172418,4632407,,
PALANTIR TECHNOLOGIES INC,69608A108,171829,12514847,,PLTR
AIR PRODS & CHEMS INC,009158106,170114,680700,,
ROGERS COMMUNICATIONS INC,775109200,168597,2970869,,RCIAF
ZSCALER INC,98980G102,168365,697800,,
KEURIG DR PEPPER INC,49271V100,167926,4430761,,KDP
AGILENT TECHNOLOGIES INC,00846U101,164433,1242600,,
LOCKHEED MARTIN CORP,539830109,163097,369500,,LMT
CLOUDFLARE INC,18915M107,160338,1339500,,
ECOLAB INC,278865100,159786,904997,,ECL
UNITED PARCEL SERVICE INC,911312106,155591,725500,,UPS
JPMORGAN CHASE & CO,46625H100,155457,1140386,,JPM-PM
VISA INC,92826C839,155261,700100,,V
CHUNGHWA TELECOM CO LTD,17133Q502,155214,3491869,,CHT
QUEST DIAGNOSTICS INC,74834L100,154912,1131900,,DGX
FLOWERS FOODS INC,343498101,154254,5999785,,FLO
ABBVIE INC,00287Y109,149677,923303,,ABBV
NEWMONT CORP,651639106,149022,1875675,,
CABLE ONE INC,12685J105,148913,101700,,
CAMPBELL SOUP CO,134429109,147360,3306268,,
B2GOLD CORP,11777Q209,147205,32070755,,BTG
CORVEL CORP,221006109,146123,867510,,CRVL
PUBLIC STORAGE,74460D109,146087,374314,,PSA-PS
KINROSS GOLD CORP,496902404,144676,24604758,,KGCRF
COGENT COMMUNICATIONS HLDGS,19239V302,143605,2164356,,
ALLISON TRANSMISSION HLDGS I,01973R101,143351,3651319,,
NEW YORK TIMES CO,650111107,143234,3124642,,NYT
HORMEL FOODS CORP,440452100,142491,2764663,,
PACIRA BIOSCIENCES INC,695127100,142031,1860997,,
P T TELEKOMUNIKASI INDONESIA,715684106,141654,4433614,,
VALERO ENERGY CORP,91913Y100,139586,1374688,,
