name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ARAMARK,03852U106,104133,2706161,,ARMK
MELCO RESORTS AND ENTMNT LTD,585464100,98315,5300000,,
SABRE CORP,78573M104,67312,5600000,,SABR
BOOKING HOLDINGS INC,09857L108,60582,27200,,BKNG
RADIAN GROUP INC,750236101,55890,2760000,,RDN
MGIC INVT CORP WIS,552848103,46812,3730000,,
VICI PPTYS INC,925652109,37303,1462862,,
ARCH CAP GROUP LTD,G0450A105,32102,890000,,
MID-AMER APT CMNTYS INC,59522J103,31936,252079,,
SURGERY PARTNERS INC,86881A100,29010,1000000,,
8X8 INC NEW,282914100,23784,690000,,
GOODRX HLDGS INC,38246G108,20170,500000,,
T-MOBILE US INC,872590104,11894,88200,,
AVALONBAY CMNTYS INC,053484101,10428,65000,,
WELLS FARGO CO NEW,949746101,9054,300000,,
ESSENT GROUP LTD,G3198U102,5616,130000,,ESNT
NMI HLDGS INC,629209305,4983,220000,,
BRISTOL-MYERS SQUIBB CO,110122157,2484,3600000,,
FLWS/1-800 FLOWERS,68243Q106,629,24200,,
CHILDRENS PL INC,168905107,451,9000,,
