name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,4725939,2557548,,AMZN
MICROSOFT CORP,594918104,4543443,28810672,,MSFT
APPLE INC,037833100,4080184,13894720,,AAPL
MASTERCARD INC,57636Q104,3630254,12157988,,MA
ALIBABA GROUP HLDG LTD,01609W102,3147533,14839851,,
SALESFORCE COM INC,79466L302,3096469,19038794,,
VISA INC,92826C839,2646262,14083351,,V
FACEBOOK INC,30303M102,2594654,12641434,,
ALPHABET INC,02079K305,2496216,1863696,,GOOGN
NETFLIX INC,64110L106,2460245,7603440,,NFLX
ADOBE INC,00724F101,2409767,7306532,,ADBE
ALPHABET INC,02079K107,2371813,1773955,,GOOGN
NIKE INC,654106103,2288453,22588612,,
NVIDIA CORP,67066G104,1920323,8161168,,NVDA
LULULEMON ATHLETICA INC,550021109,1826212,7882816,,LULU
ASTRAZENECA PLC,046353108,1810715,36315990,,AZN
TESLA INC,88160R101,1608206,3844348,,
COSTCO WHSL CORP NEW,22160K105,1474333,5016101,,
INTUITIVE SURGICAL INC,46120E602,1457813,2466063,,ISRG
BOEING CO,097023105,1373055,4214928,,BA-PA
ILLUMINA INC,452327109,1322744,3987292,,
FLEETCOR TECHNOLOGIES INC,339041105,1247621,4336233,,
SHOPIFY INC,82509L107,1237794,3113321,,SHOP
LAUDER ESTEE COS INC,518439104,1237180,5990025,,
DISNEY WALT CO,254687106,1210393,8368895,,
EDWARDS LIFESCIENCES CORP,28176E108,1101421,4721253,,EW
QUALCOMM INC,747525103,1035739,11739085,,
JPMORGAN CHASE & CO,46625H100,959198,6880901,,JPM-PM
PAYPAL HLDGS INC,70450Y103,925275,8553892,,
SPLUNK INC,848637104,901468,6019017,,
HOME DEPOT INC,437076102,899774,4120220,,
WORKDAY INC,98138H101,890456,5414756,,
UNION PACIFIC CORP,907818108,873550,4831847,,UNP
S&P GLOBAL INC,78409V104,855110,3131699,,SPGI
BROADCOM INC,11135F101,848313,2684364,,AVGO
SERVICENOW INC,81762P102,837720,2967272,,
VERTEX PHARMACEUTICALS INC,92532F100,773759,3533953,,
DEXCOM INC,252131107,737168,3370063,,DXCM
MARRIOTT INTL INC NEW,571903202,731496,4830588,,
CHIPOTLE MEXICAN GRILL INC,169656105,709991,848146,,CMG
DANAHER CORPORATION,235851102,705397,4596017,,
COUPA SOFTWARE INC,22266L106,668668,4572088,,
LILLY ELI & CO,532457108,587001,4466262,,
BOSTON SCIENTIFIC CORP,101137107,509273,11262105,,BSX
EXACT SCIENCES CORP,30063P105,503688,5446452,,
TWILIO INC,90138F102,422824,4302243,,TWLO
AMERICAN ELEC PWR CO INC,025537101,409101,4328648,,
CONSTELLATION BRANDS INC,21036P108,376152,1982358,,
SQUARE INC,852234103,363367,5808290,,
AMERICAN TOWER CORP NEW,03027X100,357145,1554021,,
XILINX INC,983919101,329595,3371131,,
MERCADOLIBRE INC,58733R102,300199,524879,,MELI
UBER TECHNOLOGIES INC,90353T100,283229,9523500,,
NEXTERA ENERGY INC,65339F101,273675,1130141,,NEE-PS
NOVARTIS A G,66987V109,266566,2815145,,
SAP SE,803054204,230080,1717146,,SAPGF
WALMART INC,931142103,228924,1926322,,WMT
MONDELEZ INTL INC,609207105,225040,4085692,,
DOMINION ENERGY INC,25746U109,213529,2578235,,
BANK AMER CORP,060505104,212150,6023575,,
LINDE PLC,G5494J103,210815,990209,,LIN
