name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALTABA   INC,75955K102,817340,11782333,,
INVESCO   QQQ   TR,46090E103,626457,3354700,PUT,
AMAZON   COM     INC,83001A102,544229,287400,PUT,AMZN
APPLE   INC,404251100,524726,2651200,PUT,AAPL
LYONDELLBASELL             INDUSTRIES      N,N53745100,500786,5814308,,
SPDR  S&P    500   ETF   TR,78462F103,449081,1532700,PUT,
WORLDPAY   INC,981558109,428809,3499056,,
L3   TECHNOLOGIES     INC,16208T102,412326,1681798,,
RED  HAT   INC,756577102,399359,2126964,,
ALLERGAN       PLC,92552R406,369940,2209521,,
MARATHON    PETE  CORP,019330109,359332,6430430,,
NXP   SEMICONDUCTORS          N     V,N6596X109,337823,3460948,,
CELGENE    CORP,151020104,336823,3643692,,
ISHARES  TR,450056106,335643,3850000,PUT,
ANADARKO  PETE      CORP,67018T105,304011,4308550,,
APPLE   INC,30607B109,287572,1452971,,AAPL
CITIGROUP     INC,92337U104,271689,3879603,,C-PR
CISCO   SYS   INC,4525EP101,254083,4642473,,
MONDELEZ   INTL    INC,29428V104,250901,4654932,,
DIAMONDBACK       ENERGY  INC,30227M105,250790,2301455,,
INVESCO   QQQ   TR,191241108,249466,1335900,CALL,
ORACLE    CORP,24344T101,245269,4305229,,ORCL-PD
DISNEY  WALT    CO,293639100,238530,1708178,,
CMS   ENERGY       CORP,628778102,228177,3940203,,CMS-PC
CAPITAL   ONE   FINL   CORP,14040H105,225666,2486952,,
VISA   INC,92826C839,225230,1297779,,V
KEYCORP   NEW,626755102,216322,12187149,,
SPDR  S&P    500   ETF   TR,880779103,210140,717200,CALL,
AMAZON   COM     INC,65548P403,208678,110200,CALL,AMZN
ALIBABA   GROUP     HLDG   LTD,52736R102,205306,1211600,PUT,
DELTA   AIR  LINES    INC  DEL,247361702,200139,3526687,,
BOSTON     SCIENTIFIC       CORP,221006109,196877,4580662,,BSX
AMAZON   COM     INC,74909E106,195034,102995,,AMZN
BANK   AMER    CORP,060505104,191996,6620544,,
APPLE   INC,004397105,189172,955800,CALL,AAPL
EVERGY   INC,497498105,188940,3141149,,
MICROSOFT  CORP,83570H108,187852,1402300,CALL,MSFT
ISHARES  TR,464287234,185135,4314500,PUT,
MCDONALDS     CORP,580135101,184291,887463,,MCD
TECHNIPFMC       PLC,044103109,183564,7076484,,FTI
HCA    HEALTHCARE       INC,40412C101,183488,1357460,,
EOG  RES   INC,26875P101,180315,1935542,,
CONOCOPHILLIPS,G0177J108,176738,2897347,,COP
FACEBOOK     INC,001228105,174569,904500,CALL,
UNION   PACIFIC    CORP,501889208,169320,1001239,,UNP
MASCO   CORP,81211K100,168170,4285689,,
PROCTER   AND   GAMBLE   CO,05969A105,165562,1509909,,
ENTERGY   CORP  NEW,54142L109,164722,1600331,,
BIO  RAD   LABS     INC,70438V106,164399,525924,,
E   TRADE   FINANCIAL         CORP,92335C106,160647,3601961,,
FACEBOOK     INC,30303M102,159662,827265,,
NOBLE   ENERGY      INC,655044105,159578,7124013,,
S&P    GLOBAL      INC,78409V104,158684,696625,,SPGI
HONEYWELL     INTL    INC,89421Q205,155949,893227,,
