name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
NOVO-NORDISK A S,670100205,2077721,21640671,,
ATLASSIAN CORP PLC,G06242104,1244244,3178794,,
VERISIGN INC,92343E102,947493,4621690,,
ZOOM VIDEO COMMUNICATIONS IN,98980L101,840953,3215880,,
MICROSOFT CORP,594918104,835381,2963184,,MSFT
MODERNA INC,60770K107,769621,1999743,,
KROGER CO,501044101,750857,18571771,,KR
NVIDIA CORPORATION,67066G104,710183,3428186,,NVDA
TARGET CORP,87612E106,705975,3085959,,TGT
ADVANCED MICRO DEVICES INC,007903107,705619,6857326,,AMD
DOMINOS PIZZA INC,25754A201,633168,1327507,,DPZ
TESLA INC,88160R101,631221,813975,,
MONSTER BEVERAGE CORP NEW,61174X109,614228,6914647,,MNST
ADOBE SYSTEMS INCORPORATED,00724F101,593241,1030433,,
FRANCO NEV CORP,351858105,587011,4518490,,
UNITED THERAPEUTICS CORP DEL,91307C102,559017,3028591,,UTHR
MOLINA HEALTHCARE INC,60855R100,555511,2047515,,
HERSHEY CO,427866108,552629,3265166,,HSY
ALPHABET INC,02079K305,525475,196548,,GOOGN
NIKE INC,654106103,520461,3583700,,
ABIOMED INC,003654100,509023,1563723,,
JOHNSON & JOHNSON,478160104,491687,3044500,,JNJ
AIRBNB INC,009066101,465372,2774200,,
QUALCOMM INC,747525103,462066,3582460,,
COCA COLA CO,191216100,452575,8625400,,KO
VODAFONE GROUP PLC NEW,92857W308,441526,28577732,,
WALMART INC,931142103,423785,3040500,,WMT
BRISTOL-MYERS SQUIBB CO,110122108,421345,7120925,,
ASTRAZENECA PLC,046353108,413476,6884376,,AZN
ICON PLC,G4705A100,407325,1554558,,ICLR
GILEAD SCIENCES INC,375558103,384242,5500955,,
EXELIXIS INC,30161Q104,370954,17547501,,
HERBALIFE NUTRITION LTD,G4412G101,370764,8748564,,
GLAXOSMITHKLINE PLC,37733W105,359725,9414421,,
HORIZON THERAPEUTICS PUB L,G46188101,356165,3251463,,
VERTEX PHARMACEUTICALS INC,92532F100,343097,1891486,,
CROWDSTRIKE HLDGS INC,22788C105,335350,1364430,,
BOEING CO,097023105,329579,1498493,,BA-PA
ALPHABET INC,02079K107,329126,123485,,GOOGN
PFIZER INC,717081103,320751,7457601,,PFE
PALANTIR TECHNOLOGIES INC,69608A108,311547,12959528,,PLTR
FORTINET INC,34959E109,309530,1059889,,
NATIONAL GRID PLC,636274409,308005,5165277,,NMKBP
MASTERCARD INCORPORATED,57636Q104,306654,882000,,
F5 NETWORKS INC,315616102,305696,1537862,,
CBOE GLOBAL MKTS INC,12503M108,304005,2454424,,
INCYTE CORP,45337C102,303405,4411233,,INCY
