name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VEEVA SYS INC,922475108,2066536865,10157468,,
ARCH CAP GROUP LTD,G0450A105,2050151722,25720132,,
ALPHABET INC,02079K305,1574058408,12028568,,GOOGN
ARGENX SE,04016X101,1390476637,2828299,,ARGX
LINDE PLC,G54950103,1227253312,3295967,,LIN
ATLASSIAN CORPORATION,049468101,1218764722,6048160,,TEAM
META PLATFORMS INC,30303M102,1195958585,3983740,,
WILLIS TOWERS WATSON PLC LTD,G96629103,1154501910,5524990,,WTW
ON SEMICONDUCTOR CORP,682189105,1150294917,12375416,,ON
ELEVANCE HEALTH INC,036752103,1035884209,2379046,,
BERKSHIRE HATHAWAY INC DEL,084670702,977399353,2790178,,BRK-A
BOSTON SCIENTIFIC CORP,101137107,940317470,17809043,,BSX
CHIPOTLE MEXICAN GRILL INC,169656105,934147204,509953,,CMG
PROGRESSIVE CORP,743315103,915104326,6569306,,
ADVANCED MICRO DEVICES INC,007903107,910566723,8855930,,AMD
AMAZON COM INC,023135106,880374899,6925542,,AMZN
BANK NEW YORK MELLON CORP,064058100,838045929,19649377,,
INGERSOLL RAND INC,45687V106,779800199,12237919,,IR
LATTICE SEMICONDUCTOR CORP,518415104,767637180,8933285,,LSCC
GARMIN LTD,H2906T109,762366937,7246834,,GRMN
NETFLIX INC,64110L106,722738861,1914033,,NFLX
SUNCOR ENERGY INC NEW,867224107,699750068,20348705,,SU
INTUIT,461202103,657021323,1285907,,
MARSH & MCLENNAN COS INC,571748102,651826788,3425259,,
AMERICAN EXPRESS CO,025816109,650327863,4359058,,AXP
WEST PHARMACEUTICAL SVSC INC,955306105,597060792,1591271,,
MICROSOFT CORP,594918104,587951129,1862078,,MSFT
ASCENDIS PHARMA A/S,04351P101,561410005,5995408,,ASND
CANADIAN PACIFIC KANSAS CITY,13646K108,556585868,7486038,,
NU HLDGS LTD,G6683N103,548850150,75703469,,
ARISTA NETWORKS INC,040413106,514601561,2797812,,
AIRBNB INC,009066101,513058102,3739218,,
LULULEMON ATHLETICA INC,550021109,498739876,1293379,,LULU
DANAHER CORPORATION,235851102,491996690,1983058,,
NEXTERA ENERGY INC,65339F101,489638323,8546663,,NEE-PS
HUBSPOT INC,443573100,464829380,943816,,HUBS
CITIGROUP INC,172967424,458859812,11156329,,C-PR
EXPEDIA GROUP INC,30212P303,449808612,4364108,,
