name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
INPHI CORP,45772F107,228134,1278780,,
ARKO CORP,041242108,219523,23020720,,ARKO
VISTRA CORP,92840M102,195380,11050895,,VST
WAYFAIR INC,94419LAF8,168732,76134000,,W
REALPAGE INC,75606N109,157803,1809665,,
UBER TECHNOLOGIES INC,90353T100,154280,2830303,,
T-MOBILE US INC,872590104,141065,1126001,,
YY INC,98426TAF3,139579,118350000,,
FIRSTENERGY CORP,337932107,130858,3772199,,FE
ALTICE USA INC,02156K103,124570,3829377,,
MICROSOFT CORP,594918104,119963,508836,,MSFT
ACTIVISION BLIZZARD INC,00507V109,119354,1283516,,
RADIUS GLOBAL INFRASTRCTRE I,750481103,110918,7581530,,
PLAYA HOTELS & RESORTS NV,N70544106,102200,14000000,,
MOMO INC,60879BAB3,93824,107300000,,
VIATRIS INC,92556V106,90102,6445050,,VTRS
BOOKING HOLDINGS INC,09857L108,82010,35200,,BKNG
NUANCE COMMUNICATIONS INC,67020Y100,79137,1813412,,
MCKESSON CORP,58155Q103,77211,395872,,MCK
AMAZON COM INC,023135106,76597,24756,,AMZN
ZILLOW GROUP INC,98954MAG6,75169,25098000,,
CENTENE CORP DEL,15135B101,71919,1125312,,CNC
GFL ENVIRONMENTAL INC,36168Q120,71445,880000,,GFL
ABBVIE INC,00287Y109,70436,650862,,ABBV
ALPHABET INC,02079K107,69920,33800,,GOOGN
SOUTHWEST AIRLS CO,844741BG2,68675,40000000,,
CYBERARK SOFTWARE LTD,23248VAB1,68082,63150000,,
FACEBOOK INC,30303M102,66269,225000,,
JAZZ PHARMACEUTICALS PLC,G50871105,63578,386796,,JAZZ
ZILLOW GROUP INC,98954M200,61703,475700,,
TENCENT MUSIC ENTMT GROUP,88034P109,60008,2928650,,
PALO ALTO NETWORKS INC,697435105,59308,184153,,PANW
SAILPOINT TECHNOLOGIES HLDGS,78781PAB1,57196,30800000,,
AKAMAI TECHNOLOGIES INC,00971TAL5,55303,51000000,,AKAM
IQIYI INC,46267XAD0,54919,59500000,,
MICHAELS COS INC,59408Q106,49357,2249613,,
ETSY INC,29786AAJ5,48588,20550000,,ETSY
ELANCO ANIMAL HEALTH INC,28414H103,44431,1508700,,ELAN
ARK ETF TR,00214Q302,44143,497500,PUT,
MASTERCARD INCORPORATED,57636Q104,42868,120400,,
HARTFORD FINL SVCS GROUP INC,416515104,40207,601991,,
IQIYI INC,46267XAB4,40100,40000000,,
IHEARTMEDIA INC,45174J509,39885,2197510,,
VONTIER CORPORATION,928881101,39256,1296854,,VNT
TJX COS INC NEW,872540109,37627,568816,,
NEWS CORP NEW,65249B109,36238,1425000,,NWSLL
ARK ETF TR,00214Q104,35685,297500,PUT,
FIVE9 INC,338307101,35665,228375,,
QIAGEN NV,N72482123,35484,728784,,
ZYNGA INC,98986T108,35420,3469127,,
NETSTREIT CORP,64119V303,33855,1830999,,NTST
ACORDA THERAPEUTICS INC,00484MAC0,32970,45824000,,
NETFLIX INC,64110L106,32609,62500,,NFLX
CLEAR CHANNEL OUTDOOR HLDGS,18453H106,30399,16888360,,
CHATHAM LODGING TR,16208T102,30311,2303259,,
KILROY RLTY CORP,49427F108,29807,454167,,
CHINA BIOLOGIC PRODS HLDGS I,G21515104,29792,251600,,
ZIM INTEGRATED SHIPPING SERV,M9T951109,29730,1389590,,
GW PHARMACEUTICALS PLC,36197T103,29653,136715,,
SAGE THERAPEUTICS INC,78667J108,29494,394037,,
VIPSHOP HOLDINGS LIMITED,92763W103,28367,950000,,
CIGNA CORP NEW,125523100,28124,116341,,
DISNEY WALT CO,254687106,27678,150000,,
IQIYI INC,46267XAE8,26342,25500000,,
GLOBAL PMTS INC,37940X102,26205,130000,,
SPLUNK INC,848637AC8,25706,22500000,,
HENRY SCHEIN INC,806407102,24909,359800,,HSIC
CONMED CORP,207410101,24384,186722,,CNMD
SERVICE PPTYS TR,81761L102,24237,2043571,,
TURNING PT BRANDS INC,90041LAE5,24113,20000000,,
NUVASIVE INC,670704AJ4,23431,23000000,,
IQIYI INC,46267X108,23423,1410200,,
BAIDU INC,056752108,22835,105000,,
EXPEDIA GROUP INC,30212P303,22384,130200,,
OTIS WORLDWIDE CORP,68902V107,22038,321952,,OTIS
SMARTSHEET INC,83200N103,21848,341800,,
ORTHO CLINICAL DIAGNOSTICS H,G6829J107,21689,1124350,,
SMART GLOBAL HLDGS INC,83205YAB0,21632,16489000,,
IAC INTERACTIVECORP NEW,44891N109,21631,100000,,
FIRST CTZNS BANCSHARES INC N,31946M103,20894,25000,,
KARYOPHARM THERAPEUTICS INC,48576UAA4,20429,20000000,,KPTI
ARTIUS ACQUISITION INC,04316G105,20239,2005827,,
HUBSPOT INC,443573100,19985,44000,,HUBS
ZIMMER BIOMET HOLDINGS INC,98956P102,19973,124769,,
OVERSTOCK COM INC DEL,690370101,19824,300000,,
INTEGRA LIFESCIENCES HLDGS C,457985AM1,18902,17000000,,
WAYFAIR INC,94419L101,18885,60000,,W
INCYTE CORP,45337C102,18741,230600,,INCY
SPARTAN ACQUISITION CORP II,846775104,18292,1748749,,
ALLY FINL INC,02005N100,18265,404000,,
CYTOKINETICS INC,23282WAA8,17826,7500000,,CYTK
FLEX LTD,Y2573F102,17050,931171,,FLEX
BESPOKE CAP ACQUISITION CORP,086344108,16533,1656600,,
BRIDGEBIO PHARMA INC,10806XAB8,16494,10000000,,
NORDSTROM INC,655664100,16066,424252,,
ALPHA METALLURGICAL RESOUR I,020764106,15881,1257369,,
SUNRUN INC,86771W105,15738,260300,,RUN
MBIA INC,55262C100,15680,1629962,,MBI
NEXTGEN ACQUISITION CORP,G65305107,15464,1560413,,
PARAMOUNT GROUP INC,69924R108,15331,1513423,,
QIAGEN NV,N72482AT4,14508,11800000,,
PONTEM CORPORATION,G71707106,14466,1494380,,
DOCUSIGN INC,256163106,14399,71123,,
EXTENDED STAY AMER INC,30224P200,14319,725000,,
BRAEMAR HOTELS & RESORTS INC,10482B101,13965,2300700,,BHR-PD
LITHIA MTRS INC,536797103,13731,35200,,
YUCAIPA ACQUISITION CORP,G9879L105,13641,1384892,,
CC NEUBERGER PRIN HLDGS II,G3166T103,13625,1381801,,
PORCH GROUP INC,733245104,13248,748500,,
LIGAND PHARMACEUTICALS INC,53220KAF5,12938,12500000,,LGNZZ
PERSHING SQUARE TONTINE HLDG,71531R109,12557,522985,,
REDBALL ACQUISITION CORP,G7417R105,12501,1256383,,
AECOM,00766T100,12477,194619,,ACM
SCHWAB CHARLES CORP,808513105,12384,190000,,SCHW-PJ
LANDCADIA HOLDINGS III INC,51476H100,12226,1225000,,
CONX CORP,212873103,12189,1225000,,
APARTMENT INVT & MGMT CO,03748R747,12188,1985000,,
SONOS INC,83570H108,12092,322971,,SONO
AUSTERLITZ ACQUISITION CORP,G0633U119,12036,1200000,,
UNITI GROUP INC,91325V108,11961,1084428,,UNIT
TAILWIND ACQUISITION CORP,87403Q102,11951,1204761,,
ARBOR REALTY TRUST INC,038923108,11901,748474,,ABR-PF
COPART INC,217204106,11895,109531,,CPRT
SHOALS TECHNOLOGIES GROUP IN,82489W107,11297,325000,,
FUSION ACQUISITION CORP,36118H105,11086,1113022,,
PRIVETERRA ACQUISITION CORP,74275N201,10912,1100000,,
HUDSON EXECUTIVE INVT CORP,443761101,10778,1087579,,
FAR PEAK ACQUISITION CORP,G3312L103,10627,1087690,,
ASCENDANT DIGITAL ACQUISITIO,G05155109,10623,1073000,,
DFP HEALTHCARE ACQUISITNS CO,23343Q100,10354,1039565,,
MCAFEE CORP,579063108,10331,454712,,
MATCH GROUP INC NEW,57667L107,10304,75000,,
RMG ACQUISITION CORP III,G76088114,9940,1000000,,
ONEMAIN HLDGS INC,68268W103,9917,184600,,
HUDSON EXECUTIVE INVES III,44376L206,9870,1000000,,
ASHFORD HOSPITALITY TR INC,044103877,9841,3335801,,
ACORDA THERAPEUTICS INC,00484MAA4,9828,10080000,,
1LIFE HEALTHCARE INC,68269G107,9809,251000,,
UNITED AIRLS HLDGS INC,910047109,9795,170257,,
FOLEY TRASIMENE ACQUISTN COR,34431F104,9735,969657,,
PAYCOM SOFTWARE INC,70432V102,9252,25000,,
ENVESTNET INC,29404KAB2,9218,7500000,,
DISH NETWORK CORPORATION,25470M109,9037,249700,,
GX ACQUISITION CORP,36251A107,9000,891987,,
PROPERTY SOLUTIONS ACQUISITI,74350A207,8850,900307,,
PLANET FITNESS INC,72703H101,8793,113746,,
THOMA BRAVO ADVANTAGE,G88272102,8724,834868,,
SAILPOINT TECHNOLOGIES HLDGS,78781P105,8609,170000,,
WORKDAY INC,98138HAF8,8551,4968000,,
CARNEY TECHNOLOGY ACQU CORP,143636108,8479,875000,,
WALGREENS BOOTS ALLIANCE INC,931427108,8248,150262,,
WILLSCOT MOBIL MINI HLDNG CO,971378104,7981,287600,,
VIANT TECHNOLOGY INC,92557A101,7881,150000,,DSP
STARBOARD VALUE ACQUISITN CO,85521J109,7199,725000,,
GORES METROPOULOS II INC,382873206,7177,712042,,
GS ACQUISITION HLDGS CORP II,36258Q105,7004,671570,,
ARES ACQUISITION CORPORATION,G33032114,7000,700000,,
TISHMAN SPEYER INNOVATION CO,88825H209,7000,700000,,
HEALTH SCIENCES ACQ CORP 2,G4411D109,6959,624726,,
DHB CAPITAL CORP,23291W208,6923,700000,,
VIRTUOSO ACQUISITION CORP,92837J203,6902,700000,,
AERIE PHARMACEUTICALS INC,00771VAB4,6887,6700000,,
KINS TECHNOLOGY GROUP INC,49714K109,6868,700084,,
CARRIER GLOBAL CORPORATION,14448C104,6836,161921,,CARR
SOARING EAGLE ACQUISITION CO,G8354H100,6824,675000,,
JAWS MUSTANG ACQUISITION COR,G50737116,6598,650000,,
VG ACQUISITION CORP,G9446E105,6593,648315,,
COMPUTE HEALTH ACQUISITIN CO,204833206,6446,638873,,
SILVERBOX ENGAGED MERGER CO,82836L200,6435,650000,,
SCION TECH GROWTH I,G31067104,6364,650000,,
BUMBLE INC,12047B105,6239,100200,,BMBL
AURORA ACQUISITION CORP,G0698L111,6210,600000,,
COLICITY INC,194170205,6054,600000,,
GROUP NINE ACQUISITION CORP,39947R203,5970,600000,,
YY INC,98426TAD8,5938,5000000,,
RXR ACQUISITION CORP,74981W206,5898,600000,,
TATTOOED CHEF INC,87663X102,5835,300000,PUT,
BRIGHT LIGHTS ACQUISITION CO,10920K101,5726,596500,,
FG NEW AMER ACQUISITION CORP,30259V106,5679,557324,,
ALKURI GLOBAL ACQUISITION CO,66981N202,5429,550000,,
ACCELERATE DIAGNOSTICS INC,00430HAB8,5245,8000000,,
RMG ACQUISITION CORP II,G76083107,5239,529202,,
OPTION CARE HEALTH INC,68404L201,5231,295017,,
GALILEO ACQUISITION CORP,G3770A102,5223,522300,,
SPORTS VENTURES ACQUISIN COR,G8372A103,5072,525000,,
AUSTERLITZ ACQUISITION CORP,G0633D117,5020,500000,,
SUPERNOVA PARTNERS ACQUISTN,G8T86C113,5020,500000,,
GOLDEN FALCON ACQUISITION CO,38102H109,5006,517700,,
APOLLO STRATEGIC GRWT CPTL I,G0412A110,4990,500000,,
FIRST RESERVE SUSTAINABLE GW,336169206,4990,500000,,
SOTERA HEALTH CO,83601L102,4988,200000,,SHC
CHURCHILL CAPITAL CORP VII,17144M201,4985,500000,,
FOREST ROAD ACQUISITION COR,34619V202,4980,500000,,
FTAC HERA ACQUISITION CORP,G3728Y129,4980,500000,,
UNION ACQUISITION CORP II,G9402Q100,4973,495800,,
FAST ACQUISITION CORP II,311874200,4970,500000,,
ACCELERATE ACQUISITION CORP,00439D201,4965,500000,,
CENTRICUS ACQUISITION CORP,G2072Q112,4965,500000,,
EQ HEALTH ACQUISITION CORP,26886A200,4955,500000,,
FORUM MERGER IV CORP,349875203,4950,500000,,
BROADSCALE ACQUISITION CORP,11134Y200,4950,500000,,
COLONNADE ACQUISITION CORP I,G2284B127,4925,500000,,
GLOBAL PARTNER ACQISTN CORP,G3934P110,4925,500000,,
LERER HIPPEAU ACQUISITION CO,526749106,4925,500000,,
DIGITAL TRANSFORMATN OPT COR,25401K206,4905,500000,,
LIGHTJUMP ACQUISITION CORP,53228M106,4845,500000,,
890 5TH AVE PARTNERS INC,28250A105,4840,500000,,
ATLAS CREST INVESTMENT CORP,049287204,4686,468400,,
CHURCHILL CAP CORP II,17143G106,4629,462866,,
ADAPTHEALTH CORP,00653Q102,4593,125000,,AHCO
IMPINJ INC,453204AA7,4589,2560000,,PI
STUDIO CITY INTL HLDGS LTD,86389T106,4570,346230,,
TREBIA ACQUISITION CORP,G9027T109,4482,450000,,
Z-WORK ACQUISITION CORP,98880C201,4478,450000,,
LIBERTY MEDIA ACQUISITION CO,53073L203,4470,419679,,
CLARIM ACQUISITION CORP,18049C207,4446,450000,,
DIVERSEY HLDGS LTD,G28923103,4416,300000,,
NORTHERN STAR INVSTMNT CORP,66573W107,4250,425000,,
AFFIRM HLDGS INC,00827B106,4243,60000,,
NIGHTDRAGON ACQUISITION CORP,65413D204,4076,400000,,
SIMON PROPERTY GRP ACQ HOLDI,82880R202,4020,400000,,
SPARTAN ACQUISITION CORP III,84677R205,4012,400000,,
RLX TECHNOLOGY INC,74969N103,3999,386000,,RLX
ARCTOS NORTHSTAR ACQUIS CORP,G0477L118,3996,400000,,
BLUERIVER ACQUISITION CORP,G1261Q123,3988,400000,,
SCION TECH GROWTH II,G31070124,3980,400000,,
FINSERV ACQUISITION CORP II,31809Y202,3972,400000,,
FINTECH EVOLUTION ACQUIS GRO,G3R19A112,3948,400000,,
DRAGONEER GROWTH OPPORTUN CO,G28302100,3946,388769,,
HUDSON EXECUTIVE INVS CORP I,443760202,3920,400000,,
EPIPHANY TECHNOLOGY ACQUISIT,29429X109,3916,400000,,
CF ACQUISITION CORP IV,12520T102,3912,400000,,
