name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VANGUARD INTL EQUITY INDEX F,922042775,183247513,2188030,,
ALPHABET INC,02079K305,176585050,494124,,GOOGN
APPLE INC,037833100,153630918,530934,,AAPL
NVIDIA CORPORATION,67066G104,125264695,626042,,NVDA
MICROSOFT CORP,594918104,102369744,274435,,MSFT
BERKSHIRE HATHAWAY INC DEL,084670702,89305605,178472,,BRK-A
AMPHENOL CORP,032095101,80671713,456878,,
AMAZON COM INC,023135106,80032666,335792,,AMZN
TJX COS INC NEW,872540109,62333463,411442,,
VISA INC,92826C839,60859363,177386,,V
VANGUARD INDEX FDS,922908363,60339006,87854,,
META PLATFORMS INC,30303M102,55879532,99202,,
ECOLAB INC,278865100,48759689,174551,,ECL
OREILLY AUTOMOTIVE INC,67103H107,45604074,495212,,
S&P GLOBAL INC,78409V104,40506895,99462,,SPGI
STRYKER CORPORATION,863667101,39323338,124552,,SYK
WALMART INC,931142103,37812933,333860,,WMT
ISHARES TR,46435GAA0,36248517,1496018,,
THERMO FISHER SCIENTIFIC INC,883556102,35034404,69813,,TMO
TE CONNECTIVITY PLC,G87052109,34444666,170848,,TEL
WATSCO INC,942622200,33544579,80495,,WSO-B
DANAHER CORP DEL,235851102,33206024,173960,,
ISHARES TR,46435U515,33065027,1309506,,
ISHARES TR,46435UAA9,32379379,1336886,,
CHUBB LIMITED,H1467J104,32156761,94091,,
TRANSDIGM GROUP INC,893641100,27908903,20952,,TDG
CHEVRON CORPORATION,166764100,26548951,160165,,CVX
ORACLE CORP,68389X105,26032367,177635,,ORCL-PD
ISHARES TR,46436E205,25897304,1118191,,
COSTCO WHOLESALE CORPORATION,22160K105,25199691,26938,,
AMERICAN WTR WKS CO INC NEW,030420103,25073491,190557,,
IDEXX LABS INC,45168D104,24624758,46776,,
NEBIUS GROUP N.V.,N97284108,23874897,86450,,NBIS
AUTOMATIC DATA PROCESSING IN,053015103,23786554,105410,,
REGENERON PHARMACEUTICALS,75886F107,23179476,37174,,
TESLA INC,88160R101,22369611,53185,,
JOHNSON & JOHNSON,478160104,22281736,87734,,JNJ
ISHARES TR,46436E726,22273649,1021727,,
TEXAS PACIFIC LAND CORPORATI,88262P102,21776967,49760,,
SERVICENOW INC,81762P102,21405761,215610,,
ISHARES TR,46435G516,20951753,203791,,
STATE STR SPDR S&P 500 ETF T,78462F103,20789915,27769,,
EXXON MOBIL CORP,30231G102,20380246,149066,,
VISTANCE NETWORKS INC,20337X109,19950680,1561086,,
MERCADOLIBRE INC,58733R102,19779686,11653,,MELI
KINSALE CAP GROUP INC,49714P108,19417894,58876,,
PROCTER & GAMBLE CO,742718109,18410180,125547,,PG
UBER TECHNOLOGIES INC,90353T100,18116490,251060,,
ALPHABET INC,02079K107,16602327,46988,,GOOGN
SELECT SECTOR SPDR TR,81369Y506,16461073,309943,,
