name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TESLA INC,88160R101,27334674,40925678,,
MICROSOFT CORP,594918104,26441414,112150578,,MSFT
BROADCOM INC,11135F101,18105565,39049787,,AVGO
FACEBOOK INC,30303M102,12756994,43313543,,
UNITEDHEALTH GROUP INC,91324P102,12656979,34017627,,UNH
JPMORGAN CHASE & CO,46625H100,12093978,79444252,,JPM-PM
HOME DEPOT INC,437076102,11914237,39031134,,
AMAZON COM INC,023135106,9671073,3125697,,AMZN
PFIZER INC,717081103,8336004,230086394,,PFE
THERMO FISHER SCIENTIFIC INC,883556102,7639398,16739194,,TMO
PHILIP MORRIS INTL INC,718172109,7072315,79697032,,
NETFLIX INC,64110L106,7042482,13500195,,NFLX
CME GROUP INC,12572Q105,6893790,33755011,,CME
CSX CORP,126408103,6538052,67808068,,CSX
PAYPAL HLDGS INC,70450Y103,6517955,26840955,,
ALTRIA GROUP INC,02209S103,6373098,124571895,,
HONEYWELL INTL INC,438516106,6170467,28425992,,
COMCAST CORP NEW,20030N101,6077439,112314144,,CCZ
SHOPIFY INC,82509L107,5871296,5306681,,SHOP
BLACKROCK INC,09247X101,5664166,7512612,,
ALPHABET INC,02079K107,5577909,2696438,,GOOGN
LOCKHEED MARTIN CORP,539830109,5170515,13993232,,LMT
GENERAL MTRS CO,37045V100,4755204,82754767,,
ASML HOLDING N V,N07059210,4599433,7451108,,
BK OF AMERICA CORP,060505104,4578038,118326139,,
SEA LTD,81141R100,4442379,19901521,,SE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,4290230,36275390,,
ALPHABET INC,02079K305,3716280,1801856,,GOOGN
CIGNA CORP NEW,125523100,3676216,15207040,,
CITIGROUP INC,172967424,3575954,49153836,,C-PR
ADVANCED MICRO DEVICES INC,007903107,3548037,45198314,,AMD
DOW INC,260557103,3457870,54079211,,DOW
MERCADOLIBRE INC,58733R102,3406948,2314423,,MELI
MASTERCARD INCORPORATED,57636Q104,3394045,9532420,,
CROWN CASTLE INTL CORP NEW,22822V101,3302011,19183242,,
RINGCENTRAL INC,76680R206,3287889,11037630,,
LYONDELLBASELL INDUSTRIES N,N53745100,3015212,28978181,,
VERIZON COMMUNICATIONS INC,92343V104,2938160,50526818,,VZ
REGENERON PHARMACEUTICALS,75886F107,2925946,6184120,,
CAPITAL ONE FINL CORP,14040H105,2826075,22211767,,
CATERPILLAR INC,149123101,2821422,12168006,,CAT
INTUITIVE SURGICAL INC,46120E602,2806304,3797835,,ISRG
CVS HEALTH CORP,126650100,2797695,37188058,,CVS
LILLY ELI & CO,532457108,2728352,14604177,,
APPLIED MATLS INC,038222105,2716596,20333800,,
APPLE INC,037833100,2655449,21739774,,AAPL
DOLLAR GEN CORP NEW,256677105,2655136,13104018,,
DTE ENERGY CO,233331107,2651085,19912011,,DTG
BOOKING HOLDINGS INC,09857L108,2549453,1094261,,BKNG
PNC FINL SVCS GROUP INC,693475105,2536121,14457965,,
CANADIAN NAT RES LTD,136385101,2405558,77813989,,
TORONTO DOMINION BK ONT,891160509,2401416,36822230,,
ACTIVISION BLIZZARD INC,00507V109,2387898,25676348,,
DIGITAL RLTY TR INC,253868103,2353082,16707426,,
RESTAURANT BRANDS INTL INC,76131D103,2295295,35309862,,
CENTENE CORP DEL,15135B101,2279351,35665011,,CNC
GILEAD SCIENCES INC,375558103,2267472,35083494,,
INTERCONTINENTAL EXCHANGE IN,45866F104,2155972,19304963,,
CONAGRA BRANDS INC,205887102,2151909,57230268,,CAG
CHEVRON CORP NEW,166764100,2123593,20264996,,CVX
MONDELEZ INTL INC,609207105,2120299,36225848,,
NORFOLK SOUTHN CORP,655844108,2111509,7863472,,
VALE S A,91912E105,2109846,121399165,,
NIKE INC,654106103,2108962,15869978,,
VISA INC,92826C839,2103441,9934527,,V
VERTEX PHARMACEUTICALS INC,92532F100,2075288,9657475,,
SYNCHRONY FINANCIAL,87165B103,2062913,50735675,,SYF-PB
PARKER-HANNIFIN CORP,701094104,2031644,6440872,,PH
MARSH & MCLENNAN COS INC,571748102,2000355,16423373,,
TE CONNECTIVITY LTD,H84989104,1999796,15489087,,
PACCAR INC,693718108,1998342,21506044,,PCAR
MONGODB INC,60937P106,1994957,7459737,,
JOHNSON & JOHNSON,478160104,1958887,11918888,,JNJ
LINDE PLC,G5494J103,1956660,6984850,,LIN
CHUBB LIMITED,H1467J104,1857542,11758024,,
HUMANA INC,444859102,1835310,4377520,,HUM
EMERSON ELEC CO,291011104,1816599,20135212,,
INSULET CORP,45784P101,1811202,6941587,,PODD
BAKER HUGHES COMPANY,05722G100,1795430,83082611,,
SNAP INC,83304A106,1746099,33392603,,SNAP
DOMINOS PIZZA INC,25754A201,1738106,4725810,,DPZ
ARCHER DANIELS MIDLAND CO,039483102,1676899,29419289,,
KEURIG DR PEPPER INC,49271V100,1596490,46450108,,KDP
BOEING CO,097023105,1578427,6196714,,BA-PA
UNION PAC CORP,907818108,1577537,7157266,,
TARGET CORP,87612E106,1567235,7912531,,TGT
S&P GLOBAL INC,78409V104,1516171,4296683,,SPGI
TEXAS INSTRS INC,882508104,1508559,7982217,,
STELLANTIS N.V,N82405106,1477370,83463312,,STLA
ZOETIS INC,98978V103,1440817,9149242,,ZTS
AES CORP,00130H105,1426075,53191902,,AES
PROCTER AND GAMBLE CO,742718109,1412052,10426432,,
COSTCO WHSL CORP NEW,22160K105,1393389,3953172,,
DEERE & CO,244199105,1390677,3716997,,DE
PIONEER NAT RES CO,723787107,1380591,8692685,,
NASDAQ INC,631103108,1360349,9225206,,
DELTA AIR LINES INC DEL,247361702,1359351,28155582,,
VALERO ENERGY CORP,91913Y100,1357124,18954244,,
AMERICAN TOWER CORP NEW,03027X100,1353362,5661194,,
UBER TECHNOLOGIES INC,90353T100,1337861,24543405,,
NORTONLIFELOCK INC,668771108,1333982,62746098,,
CHARTER COMMUNICATIONS INC N,16119P108,1315691,2132332,,
HALLIBURTON CO,406216101,1301979,60670049,,HAL
BLACKSTONE GROUP INC,09260D107,1290550,17315852,,
MOLINA HEALTHCARE INC,60855R100,1280606,5478295,,
T-MOBILE US INC,872590104,1277098,10193134,,
BANK NOVA SCOTIA B C,064149107,1276599,20407290,,
EQUINIX INC,29444U700,1268893,1867145,,EQIX
NUCOR CORP,670346105,1262939,15733575,,NUE
MOTOROLA SOLUTIONS INC,620076307,1228674,6533762,,
SHERWIN WILLIAMS CO,824348106,1214446,1645545,,SHW
IRON MTN INC NEW,46284V101,1209254,32673706,,
CARRIER GLOBAL CORPORATION,14448C104,1207459,28599222,,CARR
DARDEN RESTAURANTS INC,237194105,1188954,8372913,,DRI
ADOBE SYSTEMS INCORPORATED,00724F101,1175664,2473230,,
WALGREENS BOOTS ALLIANCE INC,931427108,1174159,21387237,,
FLEETCOR TECHNOLOGIES INC,339041105,1149067,4277508,,
EASTMAN CHEM CO,277432100,1147936,10424407,,
NOVOCURE LTD,G6674U108,1141708,8637523,,NVCR
ZAI LAB LTD,98887Q104,1117943,8378726,,ZLAB
AUTODESK INC,052769106,1115251,4024112,,
EXACT SCIENCES CORP,30063P105,1107978,8407786,,
