name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
VISTRA ENERGY CORP,92840M102,626058,24051399,,
TORM PLC,G89479102,357969,47600172,,TRMD
ALLY FINANCIAL INC,02005N100,306337,11143541,,ALLY
STAR BULK CARRIERS CORP,Y8162K204,232827,35384197,,SBLK
NMI HOLDINGS INC,629209305,146993,5681992,,
SPDR S&P 500 ETF TRUST,78462F103,141240,500000,PUT,SPY
CAESARS ENTERTAINMENT CORP,127686103,132522,15250000,,
EAGLE BULK SHIPPING INC,Y2187A143,122143,26267467,,
TAIWAN SEMICONDUCTOR-SP ADR,874039100,118799,2900352,,
ICICI BANK LTD-SPON ADR,45104G104,118188,10313083,,
ITAU UNIBANCO H-SPON PRF ADR,465562106,106292,12064930,,
MICRON TECHNOLOGY INC,595112103,92993,2250000,PUT,MU
INFINERA CORP,45667G103,91033,20975384,,
BERRY PETROLEUM CORP,08579X101,90090,7806717,,
PETROLEO BRASIL-SP PREF  ADR,71654V101,79301,5545468,,
EURONAV NV,B38564108,66074,8107246,,
CNOOC LTD-SPON ADR,126132109,63972,344381,,
ALIBABA GROUP HOLDING-SP ADR,01609W102,63794,349648,,
EXANTAS CAPITAL CORP,76120WAC8,53312,54185000,,
WEATHERFORD INTERNATIONAL LTD,947075AH0,48577,59790000,,
CENTURY COMMUNITIES INC,156504300,43602,1819003,,
AZUL SA-ADR,05501U106,43227,1479868,,
SUPER MICRO COMPUTER INC,86800U104,42255,2000000,,
ANGLOGOLD ASHANTI-SPON ADR,035128206,41530,3170233,,
INFOSYS LTD-SP ADR,456788108,39790,3640465,,
BONANZA CREEK ENERGY INC,097793400,38577,1700156,,
ALTABA INC,021346101,35864,483866,,
BRF SA-ADR,10552T107,34751,5971024,,
PENNYMAC CORP,70932AAB9,34077,33921000,,
YUM CHINA HOLDINGS INC,98850P109,33437,744536,,
VICI PROPERTIES INC,925652109,32820,1500000,,VICI
WEIBO CORP-SPON ADR,948596101,32769,528618,,
CEMEX SAB-SPONS ADR PART CER,151290889,29380,6331930,,
MGIC INVESTMENT CORP,552848103,29282,2220000,,MTG
CIMAREX ENERGY CO,171798101,29060,415735,,
HURON CONSULTING GROUP INC,447462AB8,28760,29132000,,HURN
SUNOPTA INC,8676EP108,28001,8092699,,
DISH NETWORK CORP,25470MAB5,27512,32291000,,
WHITING PETROLEUM CORP,966387AL6,27281,28150000,,
PRA GROUP INC,73640QAB1,26196,27068000,,PRAA
CARDTRONICS INC,14161HAG3,25981,26161000,,
COLONY CAPITAL INC,19624RAB2,25836,27018000,,
MAGNACHIP SEMICONDUCTOR CORP,55933J203,24050,3250000,,MX
