name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
IMMUNOMEDICS INC,452907108,258483,3041691,,
VISTRA CORP,92840M102,244870,12983541,,VST
ALTICE USA INC,02156K103,164660,6333061,,
WAYFAIR INC,94419LAF8,155442,75000000,,W
FIRSTENERGY CORP,337932107,152722,5319478,,FE
ABBVIE INC,00287Y109,152162,1737207,,ABBV
T-MOBILE US INC,872590104,130659,1143127,,
JAZZ PHARMACEUTICALS PLC,G50871105,130409,914191,,JAZZ
ZILLOW GROUP INC,98954MAG6,121444,51000000,,
YY INC,98426TAF3,103647,97550000,,
CENTENE CORP DEL,15135B101,101210,1735134,,CNC
UBER TECHNOLOGIES INC,90353T100,101136,2772377,,
MICROSOFT CORP,594918104,97910,465994,,MSFT
ALIBABA GROUP HLDG LTD,01609W102,92767,315557,,
MOMO INC,60879BAB3,78250,100000000,,
EVERGY INC,30034W106,77807,1531038,,
JD.COM INC,47215P106,73394,945796,,
QIAGEN NV,N72482123,71908,1375973,,
NOVAVAX INC,670002AB0,71789,60000000,,NVAX
AKAMAI TECHNOLOGIES INC,00971TAL5,70572,61000000,,AKAM
NUANCE COMMUNICATIONS INC,67020Y100,65523,1973577,,
FIVE9 INC,338307101,56840,438784,,
IQIYI INC,46267XAD0,55028,58000000,,
TORTOISE ACQUISITION CORP,89154L100,53816,1200000,,
DISCOVER FINL SVCS,254709108,48696,842775,,
CIGNA CORP NEW,125523100,47818,282263,,
AMAZON COM INC,023135106,47571,15119,,AMZN
GFL ENVIRONMENTAL INC,36168Q120,46913,880000,,GFL
CHEGG INC,163092AD1,45645,30000000,,
TJX COS INC NEW,872540109,45106,810527,,
MASTERCARD INCORPORATED,57636Q104,44144,130539,,
ACTIVISION BLIZZARD INC,00507V109,42473,525000,,
IQIYI INC,46267XAB4,42375,40000000,,
DELL TECHNOLOGIES INC,24703L202,41768,617052,,DELL
CHANGE HEALTHCARE INC,15912K100,39697,2737703,,
BOOKING HOLDINGS INC,09857L108,39361,23040,,BKNG
RADIUS HEALTH INC,750469AA6,38917,47500000,,
EXTENDED STAY AMER INC,30224P200,38539,3225000,,
MCKESSON CORP,58155Q103,37632,252685,,MCK
TENET HEALTHCARE CORP,88033G407,37443,1527652,,THC
FACEBOOK INC,30303M102,36641,140000,,
ZIMMER BIOMET HOLDINGS INC,98956P102,35038,257369,,
DIAMONDPEAK HLDGS COR,25280H100,34830,1500000,,
CAESARS ENTERTAINMENT INC NE,12769G100,31949,570000,,
MOMENTA PHARMACEUTICALS INC,60877T100,31494,600000,,
GAP INC,364760108,31327,1839545,,GAP
MATCH GROUP INC NEW,57667L107,30038,271471,,
CHURCHILL CAPITAL CORP IV,171439201,29559,2950000,,
PINTEREST INC,72352L106,29057,700000,,
GS ACQUISITION HLDGS CORP II,36258Q204,28906,2573972,,
IAC INTERACTIVECORP NEW,44891N109,27552,230000,,
BRISTOL-MYERS SQUIBB CO,110122157,27470,12209091,,
ZYNGA INC,98986TAB4,25313,20000000,,
PAYPAL HLDGS INC,70450Y103,25054,127215,,
GORES METROPOULOS INC,382872109,24777,2171476,,
JACK IN THE BOX INC,466367109,23437,295506,,JACK
CONMED CORP,207410101,22968,291957,,CNMD
NETFLIX INC,64110L106,22487,45000,,NFLX
CC NEUBERGER PRIN HLDGS II,G3166T103,21859,2175000,,
GORES HLDGS IV INC,382865103,21804,2114800,,
LIBERTY MEDIA CORP DEL,531229409,21080,635500,,FWONB
IHEARTMEDIA INC,45174J509,20815,2563412,,
ARTIUS ACQUISITION INC,04316G204,20732,1995410,,
FUSION ACQUISITION CORP,36118H204,20600,2000000,,
PLAYA HOTELS & RESORTS NV,N70544106,20439,4878049,,
LIGAND PHARMACEUTICALS INC,53220KAF5,20292,22500000,,LGNZZ
MBIA INC,55262C100,20108,3318091,,MBI
COPART INC,217204106,19679,187183,,CPRT
DARDEN RESTAURANTS INC,237194105,19546,194022,,DRI
MERCK & CO. INC,58933Y105,19405,233935,,
HENNESSY CAP ACQUSTION CORP,42589C104,19294,1736603,,
GLOBAL PMTS INC,37940X102,19266,108492,,
PERSHING SQUARE TONTINE HLDG,71531R109,19049,839542,,
ZYNGA INC,98986T108,19017,2085217,,
CLEAR CHANNEL OUTDOOR HLDGS,18453H106,18888,18888360,,
HCA HEALTHCARE INC,40412C101,18713,150086,,
SILVER SPIKE ACQUISITION COR,G8136L122,18511,1788465,,
FOLEY TRASIMENE ACQUISTN COR,34431F203,18344,1624824,,
CONYERS PK II ACQUISITION CO,212896104,18320,1803116,,
EDISON INTL,281020107,17794,350000,,
TURNING PT BRANDS INC,90041LAE5,17650,20000000,,
ZILLOW GROUP INC,98954M200,17358,170860,,
SOCIAL CAP HDOSPHIA HLDG CO,G8250T109,17091,1000000,,
TWITTER INC,90184LAF9,16734,15000000,,
CYTOKINETICS INC,23282WAA8,16608,7500000,,CYTK
KARYOPHARM THERAPEUTICS INC,48576UAA4,16600,14000000,,KPTI
PRICELINE GRP INC,741503AX4,16494,15500000,,
DISNEY WALT CO,254687106,16441,132500,,
HAYMAKER ACQUISITION CORP II,42087L101,16000,1599999,,
YUCAIPA ACQUISITION CORP,G9879L105,15888,1600000,,
CORELOGIC INC,21871D103,15864,234432,,
CM LIFE SCIENCES INC,18978W208,15645,1500000,,
BOWX ACQUISITION CORP,103085205,15390,1500000,,
TWILIO INC,90138F102,15200,61515,,TWLO
HIGHLAND INCOME FD,43010E404,15124,1760653,,
QIAGEN NV,N72482AT4,14926,11800000,,
PENN NATL GAMING INC,707569109,14817,204000,,
WORKDAY INC,98138HAF8,14591,9500000,,
WORKDAY INC,98138H101,14553,67700,,
RINGCENTRAL INC,76680R206,14525,52895,,
UNITI GROUP INC,91325V108,14315,1359428,,UNIT
TAKE-TWO INTERACTIVE SOFTWAR,874054109,14032,85000,,
