name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
TORM PLC,G89479102,834580551,40581120,,TRMD
EXPAND ENERGY CORP,165167735,537825445,5062363,,EXE
GARRETT MOTION INC,366505105,434407393,31894816,,GTX
ANGLOGOLD ASHANTI PLC,G0378L100,294349406,4185261,,AU
VIPER ENERGY INC,64361Q101,240215074,6285062,,
STATE STREET CORP,78462F103,219839400,330000,PUT,STT-PG
TELEPHONE AND DATA SYSTEMS INC,879433829,144732266,3688386,,
ORACLE CORP,68389X105,140620000,500000,PUT,ORCL-PD
SUNOPTA INC,8676EP108,121426116,20726126,,
CORE SCIENTIFIC INC,21874A106,114828701,6400708,,
BARRICK MINING CORP,06849F108,108209358,3302086,,B
LIBERTY GLOBAL LTD,G61188101,97996648,8551191,,LBTYK
FTAI AVIATION LTD,G3730V105,97642300,585175,,FTAIM
CEMEX SAB DE CV,151290889,93934927,10448824,,CXMSF
ITAU UNIBANCO HOLDING SA,465562106,92966986,12665801,,
CBL & ASSOCIATES PROPERTIES INC,124830878,91896783,3005126,,CBL
NOKIA OYJ,654902204,90198221,18752229,,
TRANSALTA CORP,89346D107,87648382,6415253,,TRNTF
RUNWAY GROWTH FINANCE CORP,78163D100,84121427,8279667,,RWAYI
KILROY REALTY CORP,49427F108,78162964,1850011,,KRC
GRAB HOLDINGS LTD,G4124C109,72808859,12094495,,GRABW
NU HOLDINGS LTD/CAYMAN ISLANDS,G6683N103,72347332,4518884,,
JETBLUE AIRWAYS CORP,477143AP6,66644139,68263000,,JBLU
VISTA ENERGY SAB DE CV,92837L109,63341373,1841319,,
FREEPORT-MCMORAN INC,35671D857,59020805,1504865,,FCX
CABLE ONE INC,12685JAE5,57365743,58746000,,
LIBERTY LATIN AMERICA LTD,G9001E128,56293306,6669823,,LILAP
ISHARES RUSSELL 2000 ETF,464287655,53231200,220000,PUT,
FULL TRUCK ALLIANCE CO LTD,35969L108,49256130,3797697,,
BAUSCH LOMB CORP,071705107,48908765,3245439,,
ECHOSTAR CORP,278768106,45816000,600000,,ECHO
MARRIOTT INTERNATIONAL INC/MD,571903202,39066000,150000,PUT,
CONMED CORP,207410AH4,38649661,40513000,,CNMD
AIRBNB INC,009066AB7,38565940,39353000,,
KANZHUN LTD,48553T106,38393841,1643572,,BZ
XP INC,G98239109,38197758,2032877,,XP
TELADOC HEALTH INC,87918AAF2,38158859,40638000,,
CALIFORNIA RESOURCES CORP,13057Q305,36933616,694502,,CRC
STAR BULK CARRIERS CORP,Y8162K204,36490162,1962892,,SBLK
ARRAY DIGITAL INFRASTRUCTURE INC,911684108,36229444,724444,,
SEA LTD,81141RAG5,35554285,37028000,,SE
ETSY INC,29786AAN6,34836547,39330000,,ETSY
MARRIOTT VACATIONS WORLDWIDE CORP,57164YAF4,34244642,35832000,,VAC
TERNIUM SA,880890108,31170487,897509,,
SAREPTA THERAPEUTICS INC,803607AD2,30815489,34930000,,
NABORS INDUSTRIES LTD,G6359F137,30125767,737112,,NBR
SUMMIT HOTEL PROPERTIES INC,866082AA8,28984664,29441000,,
TALEN ENERGY CORP,87422Q109,27649700,65000,CALL,TLN
PEBBLEBROOK HOTEL TRUST,70509VAA8,25861496,26176000,,PEB-PH
JD.COM INC,47215PAJ5,25655217,23821000,,
SEA LTD,81141R100,25266702,141368,,SE
ECOVYST INC,27923Q109,25045032,2859022,,ECVT
ENPHASE ENERGY INC,29355AAK3,24860834,28622000,,
ALARM.COM HOLDINGS INC,011642AB1,24484673,24757000,,
OAKTREE SPECIALTY LENDING CORP,67401P405,24174550,1852456,,OCSL
ENVISTA HOLDINGS CORP,29415FAD6,24093579,25479000,,NVST
CRACKER BARREL OLD COUNTRY STORE INC,22410JAB2,23800659,24773000,,
JBS NV,N4732M103,23595371,1580400,,
VALE SA,91912E105,22086047,2033706,,
AEROVIRONMENT INC,008073AA6,22052764,17763000,,AVAV
ARRAY TECHNOLOGIES INC,04271TAB6,21467508,24689000,,
JAZZ PHARMACEUTICALS PLC,472145AH4,19856300,16700000,,JAZZ
FIRST MAJESTIC SILVER CORP,32076VAD5,19679744,18133000,,AG
TELECOM ARGENTINA SA,879273209,19116341,2629483,,TCMFF
CMS ENERGY CORP,125896BX7,19033942,17343000,,CMS-PC
BIOMARIN PHARMACEUTICAL INC,09061GAK7,18742909,19719000,,BMRN
MKS INC,55306NAB0,18333737,16705000,,MKSI
ALTICE USA INC,02156K103,18075000,7500000,,
PPL CORP,69352PAS2,17978885,15733000,,PPLC
MGP INGREDIENTS INC,55303JAB2,16554739,17275000,,MGPI
OKTA INC,679295AF2,16491373,16906000,,
COINBASE GLOBAL INC,19260QAF4,16382842,13010000,,
LIVANOVA PLC,53802LAB8,16252986,15085000,,LIVN
AMPHASTAR PHARMACEUTICALS INC,03209RAB9,16245661,17825000,,
WEC ENERGY GROUP INC,92939UAR7,15256805,12414000,,
SPECTRUM BRANDS HOLDINGS INC,84762LAZ8,15113916,16221000,,
PARSONS CORP,70202LAD4,14749675,12910000,,PSN
SHIFT4 PAYMENTS INC,82452JAD1,14348856,14544000,,
SNAP INC,83304AAH9,13697727,15339000,,SNAP
MERITAGE HOMES CORP,59001ABF8,13056327,12695000,,MTH
TETRA TECH INC,88162GAB9,12902043,11905000,,TTEK
DEXCOM INC,252131AK3,12875499,12963000,,DXCM
ALVOTECH SA,L01800108,12806506,1563676,,
ENPHASE ENERGY INC,29355AAH0,12766779,13060000,,
WINGSTOP INC,974155103,12584000,50000,PUT,WING
FLUOR CORP,343412AJ1,12450019,10471000,,FLR
GUARDANT HEALTH INC,40131MAD1,12053726,9240000,,
SNAP INC,83304AAF3,12003623,12977000,,SNAP
SHAKE SHACK INC,819047AB7,11152167,11716000,,SHAK
UPSTART HOLDINGS INC,91680MAB3,10899457,11443000,,
Indivior,G4766E116,10692053,257785398,,
BRIDGEBIO PHARMA INC,10806XAD4,10630605,10757000,,
SMARTRENT INC,83193G107,10582465,7505294,,
TRAVERE THERAPEUTICS INC,89422GAA5,10432987,9213000,,
NABORS INDUSTRIES LTD,62957HAL9,9881410,12833000,,NBR
BLOCK INC,852234AJ2,9761146,10014000,,
EXPAND ENERGY CORP,165167180,9215892,95294,,EXE
DAYFORCE INC,15677JAD0,9192014,9382000,,
HAEMONETICS CORP,405024AB6,9084206,9246000,,HAE
NEXTERA ENERGY INC,65339KCY4,8956727,7568000,,NEE-PS
MAGNACHIP SEMICONDUCTOR CORP,55933J203,8920055,2849858,,MX
REPLIGEN CORP,759916AD1,8892576,8822000,,RGEN
BLACKLINE INC,09239BAF6,8481333,8148000,,
LI AUTO INC,50202MAB8,8321716,7279000,,LAAOF
ACRES COMMERCIAL REALTY CORP,00489Q102,8281600,391380,,ACR-PD
BAUSCH HEALTH COS INC,071734107,8191500,1270000,,
REDFIN CORP,75737FAE8,7539420,8120000,,
VERTEX INC,92538JAB2,7395000,7250000,,
BANDWIDTH INC,05988JAD5,7370020,8630000,,BAND
ALVOTECH SA,L01800116,7087733,4666667,,
LIBERTY LATIN AMERICA LTD,G9001E102,7017269,846474,,LILAP
