name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
ALPHABET INC,02079K305,2483966,857415,,GOOGN
VEEVA SYS INC,922475108,1925351,7536209,,
ADVANCED MICRO DEVICES INC,007903107,1688344,11732758,,AMD
ARCH CAP GROUP LTD,G0450A105,1630636,36684714,,
ANTHEM INC,036752103,1564583,3375293,,
ATLASSIAN CORP PLC,G06242104,1482055,3886949,,
INGERSOLL RAND INC,45687V106,1411626,22816001,,IR
HUBSPOT INC,443573100,1347212,2043862,,HUBS
META PLATFORMS INC,30303M102,1254126,3728633,,
MICROSOFT CORP,594918104,1246052,3704959,,MSFT
APTIV PLC,G6095L109,1169215,7088302,,APTV
NEXTERA ENERGY INC,65339F101,1129209,12095213,,NEE-PS
NICE LTD,653656108,1124240,3703032,,NCSYF
ARGENX SE,04016X101,1113837,3180665,,ARGX
BANK NEW YORK MELLON CORP,064058100,1102577,18983758,,
ASCENDIS PHARMA A/S,04351P101,1068227,7940434,,ASND
BERKSHIRE HATHAWAY INC DEL,084670702,1018651,3406860,,BRK-A
IHS MARKIT LTD,G47567105,1000752,7528978,,
DANAHER CORPORATION,235851102,999474,3037824,,
EXPEDIA GROUP INC,30212P303,968102,5356918,,
AIRBNB INC,009066101,908429,5456356,,
BOSTON SCIENTIFIC CORP,101137107,883529,20798701,,BSX
CITIGROUP INC,172967424,866938,14355663,,C-PR
IMPERIAL OIL LTD,453038408,865433,23996696,,IMO
NETFLIX INC,64110L106,817921,1357680,,NFLX
BURLINGTON STORES INC,122017106,810585,2780643,,
FORTIVE CORP,34959J108,808422,10596691,,FTV
AMERICAN EXPRESS CO,025816109,800731,4894441,,AXP
ARISTA NETWORKS INC,040413106,797139,5545315,,
TELEFONICA BRASIL SA,87936R205,760075,87869916,,
LATTICE SEMICONDUCTOR CORP,518415104,732692,9508069,,LSCC
AMAZON COM INC,023135106,716003,214736,,AMZN
PROGRESSIVE CORP,743315103,713518,6950983,,
LOWES COS INC,548661107,712330,2755840,,
AON PLC,G0403H108,702791,2338273,,AON
MARSH & MCLENNAN COS INC,571748102,696110,4004776,,
SUNCOR ENERGY INC NEW,867224107,652844,26092115,,SU
SHOPIFY INC,82509L107,634058,460333,,SHOP
CANADIAN PAC RY LTD,13645T100,633980,8814611,,
DENTSPLY SIRONA INC,24906P109,632656,11339948,,XRAY
VISA INC,92826C839,622537,2872673,,V
ACCENTURE PLC IRELAND,G1151C101,593564,1431827,,
SCHWAB CHARLES CORP,808513105,591177,7029456,,SCHW-PJ
LULULEMON ATHLETICA INC,550021109,568568,1452466,,LULU
DEXCOM INC,252131107,563222,1048929,,DXCM
SEA LTD,81141R100,526901,2355287,,SE
MERCADOLIBRE INC,58733R102,511081,379028,,MELI
SOUTHWEST AIRLS CO,844741108,510586,11918446,,
WILLIS TOWERS WATSON PLC LTD,G96629103,494400,2081770,,WTW
ZYNGA INC,98986T108,485396,75843131,,
ALPHABET INC,02079K107,471259,162863,,GOOGN
FIDELITY NATL INFORMATION SV,31620M106,469532,4301716,,
GLOBAL PMTS INC,37940X102,464643,3437217,,
SVB FINANCIAL GROUP,78486Q101,459390,677327,,
BOOKING HOLDINGS INC,09857L108,456331,190199,,BKNG
CATALENT INC,148806102,442725,3457978,,
DATADOG INC,23804L103,442066,2481981,,
UBER TECHNOLOGIES INC,90353T100,436131,10401405,,
ANALOG DEVICES INC,032654105,425414,2420286,,ADI
ICON PLC,G4705A100,425241,1373074,,ICLR
NOKIA CORP,654902204,420014,67526290,,NOKBF
ON SEMICONDUCTOR CORP,682189105,408329,6011913,,ON
ADVANCE AUTO PARTS INC,00751Y106,407248,1697715,,AAP
TRADEWEB MKTS INC,892672106,404816,4042496,,
ZSCALER INC,98980G102,401016,1247987,,
MSCI INC,55354G100,390773,637799,,MSCI
JOHNSON CTLS INTL PLC,G51502105,390483,4802404,,
NASDAQ INC,631103108,388444,1849646,,
HALOZYME THERAPEUTICS INC,40637H109,382227,9505768,,
CERIDIAN HCM HLDG INC,15677J108,373566,3576168,,
ALIBABA GROUP HLDG LTD,01609W102,371271,3125440,,
CROWDSTRIKE HLDGS INC,22788C105,366608,1790513,,
SYNOPSYS INC,871607107,364565,989321,,SNPS
NVIDIA CORPORATION,67066G104,364540,1239467,,NVDA
WEST PHARMACEUTICAL SVSC INC,955306105,357946,763194,,
CHIPOTLE MEXICAN GRILL INC,169656105,347505,198773,,CMG
FIRST REP BK SAN FRANCISCO C,33616C100,335006,1622228,,
LINDE PLC,G5494J103,334474,965489,,LIN
MATCH GROUP INC NEW,57667L107,334255,2527450,,
TYLER TECHNOLOGIES INC,902252105,332297,617709,,TYL
TELEDYNE TECHNOLOGIES INC,879360105,330850,757284,,TDY
MONOLITHIC PWR SYS INC,609839105,313885,636258,,
GENERAC HLDGS INC,368736104,306170,869999,,
TRANSUNION,89400J107,306135,2581678,,TRU
LIBERTY GLOBAL PLC,G5480U104,292989,10561964,,
BILIBILI INC,090040106,288465,6216908,,BLBLF
UNITY SOFTWARE INC,91332U101,280034,1958414,,U
LAUDER ESTEE COS INC,518439104,278153,751358,,
SNAP INC,83304A106,278098,5913202,,SNAP
HDFC BANK LTD,40415F101,269893,4147730,,HDB
YETI HLDGS INC,98585X104,267059,3224179,,
ADVANCED DRAIN SYS INC DEL,00790R104,265830,1952763,,
ASML HOLDING N V,N07059210,264529,332265,,
AZENTA INC,114340102,264023,2560593,,
NEOGENOMICS INC,64049M209,263828,7732355,,NEO
WOLFSPEED INC,977852102,262712,2350474,,
KORNIT DIGITAL LTD,M6372Q113,259038,1701396,,KRNT
TRIMBLE INC,896239100,258161,2960906,,TRMB
ENTEGRIS INC,29362U104,252883,1824819,,ENTG
LIBERTY GLOBAL PLC,G5480U120,249111,8868301,,
S&P GLOBAL INC,78409V104,248758,527107,,SPGI
ZOOMINFO TECHNOLOGIES INC,98980F104,247990,3862766,,GTM
BLACKLINE INC,09239B109,247135,2386857,,
AGILENT TECHNOLOGIES INC,00846U101,245226,1536024,,
SYNCHRONY FINANCIAL,87165B103,222852,4803879,,SYF-PB
NEW YORK TIMES CO,650111107,222756,4611928,,NYT
ZOETIS INC,98978V103,218845,896795,,ZTS
VALMONT INDS INC,920253101,218057,870487,,
BALL CORP,058498106,217929,2263723,,BALL
AUTONATION INC,05329W102,217069,1857674,,
NOVANTA INC,67000B104,214117,1214298,,NOVTU
ROKU INC,77543R102,212968,933251,,
SPOTIFY TECHNOLOGY S A,L8681T102,208786,892132,,
INTUIT,461202103,206054,320348,,
HILTON WORLDWIDE HLDGS INC,43300A203,205604,1318061,,
MARRIOTT INTL INC NEW,571903202,204681,1238691,,
VERACYTE INC,92337F107,204204,4956409,,
LPL FINL HLDGS INC,50212V100,201092,1256116,,
LYFT INC,55087P104,196235,4592448,,
TREX CO INC,89531P105,192756,1427508,,TREX
AIR LEASE CORP,00912X302,190329,4303170,,
SERVICENOW INC,81762P102,184609,284404,,
MARTIN MARIETTA MATLS INC,573284106,178227,404583,,
BIGCOMMERCE HLDGS INC,08975P108,176644,4994187,,
BILL COM HLDGS INC,090043100,176047,706590,,
RADWARE LTD,M81873107,170631,4097761,,RDWR
Q2 HLDGS INC,74736L109,163463,2057696,,
NU HLDGS LTD,G6683N103,163049,17382653,,
AMERCO,023586100,160890,221541,,
CHEGG INC,163092109,159170,5184688,,
CBRE GROUP INC,12504L109,157274,1449398,,
