name_of_issuer,cusip,value_usd_thousands,shares,put_call,ticker
AMAZON COM INC,023135106,5233941,2684458,,AMZN
MICROSOFT CORP,594918104,4941869,31335165,,MSFT
APPLE INC,037833100,3591146,14122246,,AAPL
NETFLIX INC,64110L106,3288897,8758714,,NFLX
MASTERCARD INC,57636Q104,2878048,11914422,,MA
ALIBABA GROUP HLDG LTD,01609W102,2761935,14201639,,
SALESFORCE COM INC,79466L302,2701638,18763975,,
ADOBE INC,00724F101,2343602,7364261,,ADBE
NVIDIA CORP,67066G104,2283217,8661671,,NVDA
VISA INC,92826C839,2257999,14014390,,V
TESLA INC,88160R101,2217740,4232328,,
FACEBOOK INC,30303M102,2081941,12481662,,
ALPHABET INC,02079K305,1864567,1604688,,GOOGN
ALPHABET INC,02079K107,1819884,1565074,,GOOGN
ASTRAZENECA PLC,046353108,1716588,38436813,,AZN
LULULEMON ATHLETICA INC,550021109,1430601,7547355,,LULU
COSTCO WHSL CORP NEW,22160K105,1408098,4938444,,
LILLY ELI & CO,532457108,1397662,10075424,,
SHOPIFY INC,82509L107,1202413,2883966,,SHOP
LAUDER ESTEE COS INC,518439104,1178569,7396565,,
NIKE INC,654106103,1151586,13918126,,
VERTEX PHARMACEUTICALS INC,92532F100,1027146,4316645,,
HOME DEPOT INC,437076102,978992,5243381,,
UBER TECHNOLOGIES INC,90353T100,860408,30816912,,
WORKDAY INC,98138H101,841222,6460010,,
SPLUNK INC,848637104,818626,6485190,,
PAYPAL HLDGS INC,70450Y103,766729,8008454,,
S&P GLOBAL INC,78409V104,732525,2989288,,SPGI
DEXCOM INC,252131107,701950,2606864,,DXCM
AMERICAN TOWER CORP NEW,03027X100,701217,3220288,,
BIOMARIN PHARMACEUTICAL INC,09061G101,688734,8150700,,BMRN
SERVICENOW INC,81762P102,684677,2389131,,
COUPA SOFTWARE INC,22266L106,623982,4465622,,
BOEING CO,097023105,578288,3877488,,BA-PA
UNION PAC CORP,907818108,568162,4028368,,
BOSTON SCIENTIFIC CORP,101137107,551892,16913640,,BSX
GOLDMAN SACHS GROUP INC,38141G104,543584,3516294,,GS-PD
RINGCENTRAL INC,76680R206,526188,2483072,,
ILLUMINA INC,452327109,476183,1743493,,
CHIPOTLE MEXICAN GRILL INC,169656105,471013,719763,,CMG
INTUITIVE SURGICAL INC,46120E602,462768,934488,,ISRG
HUMANA INC,444859102,390640,1243996,,HUM
CONSTELLATION BRANDS INC,21036P108,383270,2673481,,
BROADCOM INC,11135F101,383130,1615900,,AVGO
TWILIO INC,90138F102,376834,4210910,,TWLO
THE TRADE DESK INC,88339J105,346679,1796266,,
AMERICAN ELEC PWR CO INC,025537101,341616,4271272,,
FLEETCOR TECHNOLOGIES INC,339041105,339111,1817904,,
ATLASSIAN CORP PLC,G06242104,337959,2462179,,
QUALCOMM INC,747525103,322890,4772943,,
NEXTERA ENERGY INC,65339F101,277064,1151457,,NEE-PS
MERCADOLIBRE INC,58733R102,250008,511703,,MELI
DOMINION ENERGY INC,25746U109,225631,3125519,,
JPMORGAN CHASE & CO,46625H100,224307,2491465,,JPM-PM
EDWARDS LIFESCIENCES CORP,28176E108,207877,1102091,,EW
MONDELEZ INTL INC,609207105,204105,4075574,,
DANAHER CORPORATION,235851102,185169,1337828,,
AMEREN CORP,023608102,181806,2496304,,AEE
GUARDANT HEALTH INC,40131M109,176762,2539685,,
LINDE PLC,G5494J103,165889,958897,,LIN
WALMART INC,931142103,165107,1453147,,WMT
MARRIOTT INTL INC NEW,571903202,164892,2204142,,
FIRSTENERGY CORP,337932107,159620,3983526,,FE
ZOETIS INC,98978V103,159546,1355644,,ZTS
NEXTERA ENERGY PARTNERS LP,65341B106,154977,3604105,,
ALCON INC,H01301128,150894,2945283,,ALC
CMS ENERGY CORP,125896100,149370,2542468,,CMS-PC
PROCTER & GAMBLE CO,742718109,147071,1337007,,PG
ADVANCED MICRO DEVICES INC,007903107,138991,3056084,,AMD
SBA COMMUNICATIONS CORP NEW,78410G104,129343,479100,,SBAC
DYNATRACE INC,268150109,117639,4934521,,
CROWDSTRIKE HLDGS INC,22788C105,117106,2103195,,
ENTERGY CORP NEW,29364G103,116620,1241031,,
F M C CORP,302491303,115559,1414608,,
CHUBB LIMITED,H1467J104,115223,1031629,,
VERIZON COMMUNICATIONS INC,92343V104,113865,2119200,,VZ
CIGNA CORP NEW,125523100,113246,639157,,
EQUINIX INC,29444U700,107370,171910,,EQIX
METLIFE INC,59156R108,106132,3471754,,MET-PF
EDISON INTL,281020107,106027,1935144,,
TEXAS INSTRS INC,882508104,105468,1055418,,
PNC FINL SVCS GROUP INC,693475105,103468,1080947,,
CHEVRON CORP NEW,166764100,102417,1413426,,CVX
BK OF AMERICA CORP,060505104,100419,4730052,,
COMCAST CORP NEW,20030N101,99285,2887859,,CCZ
PEPSICO INC,713448108,98449,819726,,PEP
ALLIANT ENERGY CORP,018802108,95608,1979871,,LNT
ESSENTIAL UTILS INC,29670G102,92054,2261776,,
NORTHROP GRUMMAN CORP,666807102,86692,286538,,
UNITEDHEALTH GROUP INC,91324P102,84007,336865,,UNH
EXACT SCIENCES CORP,30063P105,83280,1435861,,
SEMPRA ENERGY,816851109,82283,728236,,
HUBSPOT INC,443573100,81886,614807,,HUBS
CITIGROUP INC,172967424,81767,1941290,,C-PR
TRUIST FINL CORP,89832Q109,77815,2523174,,
SAREPTA THERAPEUTICS INC,803607100,75900,775920,,
LOWES COS INC,548661107,75298,875044,,
DISNEY WALT CO,254687106,74321,769367,,
LABORATORY CORP AMER HLDGS,50540R409,73329,580179,,
ROSS STORES INC,778296103,70646,812304,,
NOVO-NORDISK A S,670100205,69387,1152610,,
BRISTOL-MYERS SQUIBB CO,110122108,67654,1213741,,
NISOURCE INC,65473P105,66272,2654084,,NI
NATERA INC,632307104,64898,2173427,,
AMERICAN WTR WKS CO INC NEW,030420103,64855,542451,,
AT&T INC,00206R102,64217,2202995,,T-PC
TELADOC HEALTH INC,87918A105,63950,412552,,
CONAGRA BRANDS INC,205887102,63033,2148381,,CAG
HILL ROM HLDGS INC,431475102,62825,624504,,
SAP SE,803054204,62788,568220,,SAPGF
QUANTA SVCS INC,74762E102,62373,1965749,,
FISERV INC,337738108,61999,652693,,FISV
MARVELL TECHNOLOGY GROUP LTD,G5876H105,61631,2723428,,
EXELON CORP,30161N101,61404,1668129,,EXC
UNITED TECHNOLOGIES CORP,913017109,61077,647481,,
ROYAL DUTCH SHELL PLC,780259206,60946,1746796,,
ABBOTT LABS,002824100,58238,738033,,
SAIA INC,78709Y105,57635,783729,,SAIA
SUMMIT MATLS INC,86614U100,57500,3833359,,
CENTENE CORP DEL,15135B101,57477,967460,,CNC
JOHNSON CTLS INTL PLC,G51502105,57222,2122479,,
CDW CORP,12514G108,57158,612828,,CDW
ENBRIDGE INC,29250N105,57134,1957595,,ENBNF
MCDONALDS CORP,580135101,56695,342876,,MCD
IQVIA HLDGS INC,46266C105,55309,512785,,
CROWN CASTLE INTL CORP NEW,22822V101,55277,382808,,
WILLIAMS COS INC,969457100,55244,3904171,,
CATALENT INC,148806102,54282,1044885,,
PROOFPOINT INC,743424103,54221,528516,,
BURLINGTON STORES INC,122017106,53611,338322,,
ARGENX SE,04016X101,53577,406718,,ARGX
APELLIS PHARMACEUTICALS INC,03753U106,53526,1997977,,
PINNACLE FINL PARTNERS INC,72346Q104,53353,1421207,,
SQUARE INC,852234103,52055,993787,,
XCEL ENERGY INC,98389B100,51978,861984,,XELLL
MERCK & CO. INC,58933Y105,51757,672687,,
HORIZON THERAPEUTICS PUB LTD,G46188101,51634,1743226,,
ATMOS ENERGY CORP,049560105,48946,493257,,ATO
CYBERARK SOFTWARE LTD,M2682V108,48624,568304,,
DOLLAR GEN CORP NEW,256677105,48266,319623,,
QTS RLTY TR INC,74736A103,48221,831251,,
DUKE ENERGY CORP NEW,26441C204,47963,593011,,DUK-PA
DARLING INGREDIENTS INC,237266101,46915,2447304,,DAR
MARSH & MCLENNAN COS INC,571748102,46710,540248,,
UNITED RENTALS INC,911363109,45913,446194,,
FIVE BELOW INC,33829M101,45811,650908,,
LAM RESEARCH CORP,512807108,45716,190482,,LRCX
REXNORD CORP,76169B102,45516,2007783,,
DTE ENERGY CO,233331107,45067,474543,,DTG
PROLOGIS INC.,74340W103,44899,558648,,
BANKUNITED INC,06652K103,44774,2394354,,
TC ENERGY CORP,87807B107,44556,1000210,,TRPRF
GLOBAL PMTS INC,37940X102,43917,304496,,
COSTAR GROUP INC,22160N109,43469,74026,,
AMICUS THERAPEUTICS INC,03152W109,43208,4676135,,
MOBILE MINI INC,60740F105,42804,1631875,,
PERFORMANCE FOOD GROUP CO,71377A103,42564,1721876,,PFGC
MIRATI THERAPEUTICS INC,60468T105,42493,552790,,
HUNT J B TRANS SVCS INC,445658107,42454,460308,,
BOSTON PROPERTIES INC,101121101,42128,456776,,
SLM CORP,78442P106,40919,5691073,,SLMBP
VAIL RESORTS INC,91879Q109,40651,275207,,MTN
AES CORP,00130H105,40106,2948944,,AES
AMERICAN CAMPUS CMNTYS INC,024835100,39667,1429433,,
SILK RD MED INC,82710M100,38608,1226420,,
EMERSON ELEC CO,291011104,38046,798457,,
FIDELITY NATL INFORMATION SV,31620M106,37424,307662,,
COUSINS PPTYS INC,222795502,36587,1249983,,
L3HARRIS TECHNOLOGIES INC,502431109,36572,203044,,
SPDR S&P 500 ETF TR,78462F103,36085,140000,PUT,
KINDER MORGAN INC DEL,49456B101,35922,2580597,,
TELEFLEX INCORPORATED,879369106,35816,122298,,
TANDEM DIABETES CARE INC,875372203,35495,551590,,TNDM
CROWN HLDGS INC,228368106,35234,607059,,
ASSEMBLY BIOSCIENCES INC,045396108,34714,2340828,,
EVERSOURCE ENERGY,30040W108,34204,437341,,ES
AMETEK INC,031100100,34190,474728,,
GAMING & LEISURE PPTYS INC,36467J108,34160,1232768,,
PFIZER INC,717081103,34125,1045508,,PFE
IHS MARKIT LTD,G47567105,34095,568248,,
MONOLITHIC PWR SYS INC,609839105,33825,201993,,
POLYONE CORP,73179P106,33607,1771547,,
NEUROCRINE BIOSCIENCES INC,64125C109,33076,382160,,NBIX
AMERIS BANCORP,03076K108,32954,1386952,,ABCB
TAKE-TWO INTERACTIVE SOFTWAR,874054109,32854,276988,,
BANDWIDTH INC,05988J103,32605,484537,,BAND
SEA LTD,81141R100,32343,729927,,SE
ALEXION PHARMACEUTICALS INC,015351109,32299,359718,,
