post_date,ticker,bullish_posts,bearish_posts,total_posts,avg_bullish,avg_bearish,avg_net_sentiment,avg_score,total_comments,forum_total_dd,sentiment_score,normalized_sentiment_score,sentiment_ratio,pricing_failed,risk_parity_weight,short_holding_days,midlong_holding_days,longterm_holding_days,adaptive_holding_days,adaptive_mode,ret_1d,spy_ret_1d,short_ret_1d,midlong_ret_1d,longterm_ret_1d,adaptive_ret_1d,raw_ret_1d,ret_5d,spy_ret_5d,short_ret_5d,midlong_ret_5d,longterm_ret_5d,adaptive_ret_5d,raw_ret_5d,ret_10d,spy_ret_10d,short_ret_10d,midlong_ret_10d,longterm_ret_10d,adaptive_ret_10d,raw_ret_10d,ret_20d,spy_ret_20d,short_ret_20d,midlong_ret_20d,longterm_ret_20d,adaptive_ret_20d,raw_ret_20d,ret_30d,spy_ret_30d,short_ret_30d,midlong_ret_30d,longterm_ret_30d,adaptive_ret_30d,raw_ret_30d,ret_60d,spy_ret_60d,short_ret_60d,midlong_ret_60d,longterm_ret_60d,adaptive_ret_60d,raw_ret_60d,ret_90d,spy_ret_90d,short_ret_90d,midlong_ret_90d,longterm_ret_90d,adaptive_ret_90d,raw_ret_90d,ret_120d,spy_ret_120d,short_ret_120d,midlong_ret_120d,longterm_ret_120d,adaptive_ret_120d,raw_ret_120d,ret_252d,spy_ret_252d,short_ret_252d,midlong_ret_252d,longterm_ret_252d,adaptive_ret_252d,raw_ret_252d,ret_300d,spy_ret_300d,short_ret_300d,midlong_ret_300d,longterm_ret_300d,adaptive_ret_300d,raw_ret_300d
2020-01-07,PLTR,5,1,6,0.8333333333333334,0.1666666666666666,0.6666666666666666,100.0,103,6,4,0.6666665555555741,4.999995000005001,False,0.1957394846542868,1,5,10,1,short_term,-0.004210522300318668,0.006419996635215691,0.0,0.0,0.0,0.0,-0.004210522300318668,0.05263157894736842,0.017527924309502205,0.0,0.0,0.0,0.0,0.05263157894736842,-0.01684208920127467,0.038938064610363594,0.0,0.0,0.0,0.0,0.05263157894736842,0.1421053033126028,-0.024575146701737695,0.0,0.0,0.0,0.0,0.05263157894736842,0.6800000040154708,0.06503633306712706,0.0,0.0,0.0,0.0,0.05263157894736842,1.9210526315789473,0.10655120745393355,0.0,0.0,0.0,0.0,0.05263157894736842,3.0178945440995064,0.170275432333882,0.0,0.0,0.0,0.0,0.05263157894736842,1.3031578063964844,0.16589460931789002,0.0,0.0,0.0,0.0,0.05263157894736842,1.5305264121607731,0.2994865993571823,0.0,0.0,0.0,0.0,0.05263157894736842,1.0863157573499178,0.4217620135563158,0.0,0.0,0.0,0.0,0.05263157894736842
2020-01-15,AMZN,2,3,5,0.4,0.6,-0.2,100.0,123,5,-1,-0.199999960000008,0.6666664444445185,False,1.0,10,60,252,252,long_term,0.007039661442328224,-0.00311256214501211,0.0,0.0,0.0,0.0,0.007039661442328224,0.008679749234354854,0.006497176284431422,0.0,0.0,0.0,0.0,0.008679749234354854,-0.06964006959139916,0.027771055448425456,0.0,0.0,0.0,0.0,0.008679749234354854,-0.1368147666890816,-0.020185873530727004,0.0,0.0,0.0,0.0,0.008679749234354854,-0.04047518913214533,0.06596780296515428,0.0,0.0,0.0,0.0,0.008679749234354854,-0.21586415441672352,0.1373782645733468,0.0,0.0,0.0,0.0,0.008679749234354854,-0.2835287246527824,0.07737577573769695,0.0,0.0,0.0,0.0,0.008679749234354854,-0.6947452513425401,0.040190244168941354,0.0,0.0,0.0,0.0,0.008679749234354854,-0.6530079624495054,-0.15652155878002538,0.0,0.0,0.0,0.0,0.008679749234354854,-0.6252009788037443,-0.22294180373810973,0.0,0.0,0.0,0.0,0.008679749234354854
2020-01-22,PLTR,2,3,5,0.4,0.6,-0.2,100.0,177,5,-1,-0.199999960000008,0.6666664444445185,False,0.1957394846542868,1,5,10,1,short_term,0.004210522300318668,-0.006419996635215691,0.0,0.0,0.0,0.0,0.004210522300318668,-0.05263157894736842,-0.017527924309502205,0.0,0.0,0.0,0.0,-0.05263157894736842,0.01684208920127467,-0.038938064610363594,0.0,0.0,0.0,0.0,-0.05263157894736842,-0.1421053033126028,0.024575146701737695,0.0,0.0,0.0,0.0,-0.05263157894736842,-0.6800000040154708,-0.06503633306712706,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.9210526315789473,-0.10655120745393355,0.0,0.0,0.0,0.0,-0.05263157894736842,-3.0178945440995064,-0.170275432333882,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.3031578063964844,-0.16589460931789002,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.5305264121607731,-0.2994865993571823,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.0863157573499178,-0.4217620135563158,0.0,0.0,0.0,0.0,-0.05263157894736842
2020-01-22,MSFT,1,2,3,0.3333333333333333,0.6666666666666666,-0.3333333333333333,100.0,65,3,-1,-0.3333332222222592,0.499999750000125,False,1.0,10,60,252,252,long_term,0.010076594238372021,0.0088931861867666,0.0,0.0,0.0,0.0,0.010076594238372021,-0.03634827857576621,0.012179407924982098,0.0,0.0,0.0,0.0,-0.03634827857576621,-0.10142752961989862,-0.0068128544156333725,0.0,0.0,0.0,0.0,-0.03634827857576621,-0.07412323473459827,-0.005305794741338721,0.0,0.0,0.0,0.0,-0.03634827857576621,0.028243084559233602,0.10328011558295867,0.0,0.0,0.0,0.0,-0.03634827857576621,-0.052891929197288357,0.1461300853297349,0.0,0.0,0.0,0.0,-0.03634827857576621,-0.1152317850016731,0.06580386524674166,0.0,0.0,0.0,0.0,-0.03634827857576621,-0.25473374236265167,0.0197542701453921,0.0,0.0,0.0,0.0,-0.03634827857576621,-0.36962355076280534,-0.17578147432866356,0.0,0.0,0.0,0.0,-0.03634827857576621,-0.4724175344532712,-0.23425724676991957,0.0,0.0,0.0,0.0,-0.03634827857576621
2020-02-03,NFLX,1,3,4,0.25,0.75,-0.5,100.0,83,4,-2,-0.4999998750000312,0.3333332222222592,False,0.5114763087559342,10,60,252,252,long_term,-0.0017885172663607825,-0.011548052089700816,0.0,0.0,0.0,0.0,-0.0017885172663607825,-0.012682542268593715,-0.018841371249408868,0.0,0.0,0.0,0.0,-0.012682542268593715,-0.04655696211953304,-0.028201620904903493,0.0,0.0,0.0,0.0,-0.012682542268593715,-0.040053131399006923,0.049231201564742186,0.0,0.0,0.0,0.0,-0.012682542268593715,0.1450909175865799,0.27064977009913127,0.0,0.0,0.0,0.0,-0.012682542268593715,-0.13777403049359396,0.11205205144505048,0.0,0.0,0.0,0.0,-0.012682542268593715,-0.13295027506425885,0.07008211966240509,0.0,0.0,0.0,0.0,-0.012682542268593715,-0.3431884587138968,0.007623682109243813,0.0,0.0,0.0,0.0,-0.012682542268593715,-0.4618844548170153,-0.18209723801516067,0.0,0.0,0.0,0.0,-0.012682542268593715,-0.46342910685990085,-0.2779023916364758,0.0,0.0,0.0,0.0,-0.012682542268593715
2020-02-20,AMD,4,3,7,0.5714285714285714,0.4285714285714285,0.1428571428571428,100.0,31,7,1,0.1428571224489825,1.333332888889037,False,0.5799050286783216,1,5,10,10,long_term,-0.07807807700304546,-0.03316575649772278,-0.045277869483599284,-0.045277869483599284,-0.045277869483599284,-0.045277869483599284,-0.07807807700304546,-0.14639638543106367,-0.11161089110551016,-0.045277869483599284,-0.0848960000918036,-0.0848960000918036,-0.0848960000918036,-0.14639638543106367,-0.0880255017673046,-0.10801281649056457,-0.045277869483599284,-0.0848960000918036,-0.05104643112679243,-0.05104643112679243,-0.14639638543106367,-0.2565690405807046,-0.30986757330503517,-0.045277869483599284,-0.0848960000918036,-0.05104643112679243,-0.05104643112679243,-0.14639638543106367,-0.2006381169599955,-0.2513813668948824,-0.045277869483599284,-0.0848960000918036,-0.05104643112679243,-0.05104643112679243,-0.14639638543106367,0.024587113425386296,-0.11018768438262536,-0.045277869483599284,-0.0848960000918036,-0.05104643112679243,-0.05104643112679243,-0.14639638543106367,-0.012575040996540998,-0.06579680651928271,-0.045277869483599284,-0.0848960000918036,-0.05104643112679243,-0.05104643112679243,-0.14639638543106367,0.5504880349669136,0.02230366528940762,-0.045277869483599284,-0.0848960000918036,-0.05104643112679243,-0.05104643112679243,-0.14639638543106367,0.6022898780499679,0.18225268445039233,-0.045277869483599284,-0.0848960000918036,-0.05104643112679243,-0.05104643112679243,-0.14639638543106367,0.5319069935545362,0.2788927981784239,-0.045277869483599284,-0.0848960000918036,-0.05104643112679243,-0.05104643112679243,-0.14639638543106367
2020-02-20,NFLX,3,4,7,0.4285714285714285,0.5714285714285714,-0.1428571428571428,100.0,97,7,-1,-0.1428571224489825,0.7499998125000469,False,0.5255624635801155,10,60,252,252,long_term,0.029915569198058437,0.03316575649772278,0.0,0.0,0.0,0.0,0.029915569198058437,0.029047283196231934,0.11161089110551016,0.0,0.0,0.0,0.0,0.029047283196231934,0.029205162502771418,0.10801281649056457,0.0,0.0,0.0,0.0,0.029047283196231934,0.12429286781989153,0.30986757330503517,0.0,0.0,0.0,0.0,0.029047283196231934,0.048175369884717996,0.2513813668948824,0.0,0.0,0.0,0.0,0.029047283196231934,-0.19078063137068846,0.11018768438262536,0.0,0.0,0.0,0.0,0.029047283196231934,-0.1972531810974007,0.06579680651928271,0.0,0.0,0.0,0.0,0.029047283196231934,-0.2510064178490134,-0.02230366528940762,0.0,0.0,0.0,0.0,0.029047283196231934,-0.4044254583342659,-0.18225268445039233,0.0,0.0,0.0,0.0,0.029047283196231934,-0.3509879801957322,-0.2788927981784239,0.0,0.0,0.0,0.0,0.029047283196231934
2020-02-27,PLTR,2,3,5,0.4,0.6,-0.2,100.0,23,5,-1,-0.199999960000008,0.6666664444445185,False,0.1957394846542868,1,5,10,1,short_term,0.004210522300318668,-0.006419996635215691,0.0,0.0,0.0,0.0,0.004210522300318668,-0.05263157894736842,-0.017527924309502205,0.0,0.0,0.0,0.0,-0.05263157894736842,0.01684208920127467,-0.038938064610363594,0.0,0.0,0.0,0.0,-0.05263157894736842,-0.1421053033126028,0.024575146701737695,0.0,0.0,0.0,0.0,-0.05263157894736842,-0.6800000040154708,-0.06503633306712706,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.9210526315789473,-0.10655120745393355,0.0,0.0,0.0,0.0,-0.05263157894736842,-3.0178945440995064,-0.170275432333882,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.3031578063964844,-0.16589460931789002,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.5305264121607731,-0.2994865993571823,0.0,0.0,0.0,0.0,-0.05263157894736842,-1.0863157573499178,-0.4217620135563158,0.0,0.0,0.0,0.0,-0.05263157894736842
2020-03-05,TSLA,3,0,3,1.0,0.0,1.0,100.0,42,3,3,0.9999996666667778,3000000.0,False,0.22187543943532181,1,5,10,1,short_term,-0.13572525720249964,-0.07809419575064279,0.0,0.0,0.0,0.0,-0.13572525720249964,-0.2229771850214947,-0.09460082757701639,0.0,0.0,0.0,0.0,-0.2229771850214947,-0.3922641514651945,-0.2262978219264239,0.0,0.0,0.0,0.0,-0.2229771850214947,-0.3176635917217577,-0.16072938384635574,0.0,0.0,0.0,0.0,-0.2229771850214947,0.060954088609559434,-0.04778523426480394,0.0,0.0,0.0,0.0,-0.2229771850214947,0.2531415616659688,0.04179259430672754,0.0,0.0,0.0,0.0,-0.2229771850214947,1.197660133181457,0.09314597221390583,0.0,0.0,0.0,0.0,-0.2229771850214947,2.0607408173802875,0.18050257452897847,0.0,0.0,0.0,0.0,-0.2229771850214947,3.001535357636818,0.3072297509930519,0.0,0.0,0.0,0.0,-0.2229771850214947,3.1915904437570743,0.4312832396070022,0.0,0.0,0.0,0.0,-0.2229771850214947
2020-03-09,AMZN,3,0,3,1.0,0.0,1.0,100.0,116,3,3,0.9999996666667778,3000000.0,False,0.69159888425033,1,5,10,1,short_term,-0.037508896429749014,-0.04874820046343943,0.0,0.0,0.0,0.0,-0.037508896429749014,-0.04439116803105475,-0.12350015403870446,0.0,0.0,0.0,0.0,-0.04439116803105475,0.02552033225382458,-0.15200102893675685,0.0,0.0,0.0,0.0,-0.04439116803105475,0.06331467260815897,-0.07534454406981168,0.0,0.0,0.0,0.0,-0.04439116803105475,0.24932070959794914,-0.026623622502791152,0.0,0.0,0.0,0.0,-0.04439116803105475,0.3006522220264954,0.08588522572648344,0.0,0.0,0.0,0.0,-0.04439116803105475,0.5656721055066561,0.1269536623253367,0.0,0.0,0.0,0.0,-0.04439116803105475,0.7981625122033529,0.22804739516720107,0.0,0.0,0.0,0.0,-0.04439116803105475,0.6162425416785232,0.3759636705461514,0.0,0.0,0.0,0.0,-0.04439116803105475,0.708555703748728,0.4597026855667243,0.0,0.0,0.0,0.0,-0.04439116803105475
